canonical_no,legacy_no,num_id,slug,url,post_date,is_published,email_sent_at,inbox_sent_at,type,audience,title,subtitle,podcast_url,content_bytes,content_sha256
55,46,192483249,ce-nest-pas-du-satanisme-cest-une,https://giak.substack.com/p/ce-nest-pas-du-satanisme-cest-une,2026-03-29T07:42:42.729Z,true,2026-03-29T07:42:42.924Z,2026-03-29T07:42:42.924Z,newsletter,everyone,🜏 Ce n’est pas du satanisme. C’est une pathologie de caste.,"🔍 « Qui a intérêt à ce qu’on parle de Satan plutôt que de Bourdieu, Joly et Epstein ? »",,72061,adc4303f6adc595727b0604059d048cf041dc24be9c3fd02802a39950230c665
56,47,192351575,le-reseau-qui-nous-facture,https://giak.substack.com/p/le-reseau-qui-nous-facture,2026-03-27T21:15:26.341Z,true,2026-03-27T21:15:26.503Z,2026-03-27T21:15:26.503Z,newsletter,everyone,🔍 Le réseau qui nous facture,"🏴‍☠️ Comment la Chine, les Big Four et une AISBL belge ont mis la main sur vos factures avant même que vous ne les émettiez",,42982,f420de0fe715df44ba9541b413bf25877896c61694bd1edaed833e5663024445
57,48,192293819,la-democratie-en-cage,https://giak.substack.com/p/la-democratie-en-cage,2026-03-27T09:44:26.723Z,true,2026-03-27T09:44:26.891Z,2026-03-27T09:44:26.891Z,newsletter,everyone,🔒LA DÉMOCRATIE EN CAGE,🕵️ Comment les ingérences étrangères et les instruments de « protection » européens enferment les citoyens français dans un piège dont ils ne sortiront pas seuls,,44548,52cffafb06e101bbfab8f5806d1ade0c962a1a8d9d386310ea71d768ef213159
58,49,191802696,la-guerre-des-autres,https://giak.substack.com/p/la-guerre-des-autres,2026-03-24T12:43:26.293Z,true,2026-03-24T12:43:26.421Z,2026-03-24T12:43:26.421Z,newsletter,everyone,🔥 LA GUERRE DES AUTRES,⚔️ Ce que le conflit Iran-USA-Israël révèle sur le monde d’après.,,45571,14b3a8974ad0865c475807895435675f3c658df3931a53feb895436ce0766a95
59,50,191154925,pourquoi-les-electeurs-francais-votent,https://giak.substack.com/p/pourquoi-les-electeurs-francais-votent,2026-03-17T07:41:50.737Z,true,2026-03-17T07:41:50.845Z,2026-03-17T07:41:50.845Z,newsletter,everyone,🗳️ Pourquoi les électeurs français votent pour leurs bourreaux,🔒 Enquête sur la démocratie captive : anatomie d’un système qui extorque le consentement,,44685,dccc3b95ad356aa4455a0171a43a5cb45371cd639600ee05f803cf8f77b4f57b
60,51,190739827,le-sabotage-energetique-francais,https://giak.substack.com/p/le-sabotage-energetique-francais,2026-03-12T20:23:45.083Z,true,2026-03-12T20:23:45.489Z,2026-03-12T20:23:45.489Z,newsletter,everyone,⚛️ LE SABOTAGE ÉNERGÉTIQUE FRANÇAIS,☢️ L’héritage nucléaire français sacrifié sur l’autel de l’idéologie,,36907,0ab193142f2e13b35347248298b1ae807d8d91a67a802cfc06c35ad6a7c37d2d
61,52,190587326,ue-mercosur-le-mensonge-sanitaire,https://giak.substack.com/p/ue-mercosur-le-mensonge-sanitaire,2026-03-11T06:16:33.652Z,true,2026-03-11T06:16:33.781Z,2026-03-11T06:16:33.781Z,newsletter,everyone,🧪UE-Mercosur : le mensonge sanitaire qui change tout,⚠️ L’UE a laissé ses citoyens manger du bœuf aux hormones cancérigènes pour signer le Mercosur.,,38332,b6e4b92a0d1bbce59ca7afd0b7f3fb279f7c98f256a8ffa405674e6db3093b85
62,53,190192234,le-grand-manege-de-la-depossession,https://giak.substack.com/p/le-grand-manege-de-la-depossession,2026-03-09T07:16:03.732Z,true,2026-03-09T07:16:03.903Z,2026-03-09T07:16:03.903Z,newsletter,everyone,🎡 LE GRAND MANÈGE DE LA DÉPOSSESSION : LE TRAVAIL EN FRANCE,📉 Anatomie d’un contrat social en faillite : du vol de productivité à l’épuisement systémique,,26928,b03934953a565094a118b88405412b425a96c65e6925324b328799e09f80247d
63,54,189855247,le-sanctuaire-inverse-comment-la,https://giak.substack.com/p/le-sanctuaire-inverse-comment-la,2026-03-04T15:36:52.305Z,true,2026-03-04T15:36:52.429Z,2026-03-04T15:36:52.429Z,newsletter,everyone,☢️ Le sanctuaire inversé : comment la France a vendu son âme nucléaire en prétendant la sauver,🎭 Enquête sur la capture industrielle et atlantiste de la dissuasion française,,60063,fe11ce5c2e216c034b08e023e44618503ef2a660f9189b8d9b2b721a67daaee4
64,55,189647946,lempire-des-miettes,https://giak.substack.com/p/lempire-des-miettes,2026-03-02T14:34:05.750Z,true,2026-03-02T14:34:05.879Z,2026-03-02T14:34:05.879Z,newsletter,everyone,🥀L’EMPIRE DES MIETTES,"🍂Ce que la guerre du 28 février 2026, les fichiers Epstein et les marchés financiers révèlent sur le système qui nous ment.",,24277,4fdf75d72681728e995bfcfb807250c248ad76d84e38bf547f6de49e6be02181
65,56,189043675,la-machine-a-silence,https://giak.substack.com/p/la-machine-a-silence,2026-02-26T05:01:54.622Z,true,2026-02-26T05:01:54.847Z,2026-02-26T05:01:54.847Z,newsletter,everyone,🔇 La Machine à Silence,"Comment la France et l’Union européenne ont construite, en dix ans, le plus grand arsenal de contrôle numérique de l’histoire démocratique — et pourquoi il sera opérationnel en 2027.",,39781,c44208cbcbe79a41e6330e5ca9e381fa299a4d2012c847f6df68813173cb0f70
66,57,188933060,le-piege-knafo-cheval-de-troie-dune,https://giak.substack.com/p/le-piege-knafo-cheval-de-troie-dune,2026-02-24T17:45:07.286Z,true,2026-02-24T17:45:07.461Z,2026-02-24T17:45:07.461Z,newsletter,everyone,🎭 LE PIÈGE KNAFO : CHEVAL DE TROIE D’UNE OPA TECHNOCRATIQUE,🏛️ Comment l’élite a cloné le logiciel macroniste pour opérer une OPA sur la colère française.,,21579,c9a079307a490036fc5a9906a3cb0bcb116f7cd901179ce451bf56d964494601
67,58,188810196,le-gulag-digital-surveilles-a-100,https://giak.substack.com/p/le-gulag-digital-surveilles-a-100,2026-02-22T18:40:11.467Z,true,2026-02-22T18:40:11.589Z,2026-02-22T18:40:11.589Z,newsletter,everyone,"⛓️ Le gulag digital : surveillés à 100%, protégés à 0%",🛡️ Pourquoi votre identité numérique est le kit de survie du crime organisé.,,25184,6b77abad4639376c504e480f8c66e9d5f947f89a931e7427e214ab0c0e1c5286
68,59,187674415,le-triangle-de-la-capture-le-mecanisme,https://giak.substack.com/p/le-triangle-de-la-capture-le-mecanisme,2026-02-11T20:42:25.583Z,true,2026-02-11T20:42:25.893Z,2026-02-11T20:42:25.893Z,newsletter,everyone,🔺 Le triangle de la capture : Le mécanisme qui gouverne la France,"⚙️ Comment une lobbyiste privée, sans jamais avoir été fonctionnaire, a conquis cinq ministères et la présidence de la Cour des Comptes",,57111,8fb62146aa06f11e8d4781f79e1f3c233c2e7cba9ecf88caa392fdce944c8b75
69,60,187436825,darwin-et-evolution-enquete-sur-les,https://giak.substack.com/p/darwin-et-evolution-enquete-sur-les,2026-02-09T20:30:34.616Z,true,2026-02-09T20:30:34.809Z,2026-02-09T20:30:34.809Z,newsletter,everyone,🪞Darwin et évolution : enquête sur les mensonges croisés entre science et créationnisme,📚 Enquête sur la guerre culturelle et ce que les deux camps vous cachent,,70471,ec1a01b731b5a49e933baeff239b7cea94565ee3fd43f6491b03f6fa558d23dc
70,61,187237034,de-lombre-des-cavernes-a-lecran-lumineux,https://giak.substack.com/p/de-lombre-des-cavernes-a-lecran-lumineux,2026-02-08T20:03:34.247Z,true,2026-02-08T20:03:34.424Z,2026-02-08T20:03:34.424Z,newsletter,everyone,🏔️ De l’Ombre des Cavernes à l’Écran Lumineux,"⏳100 000 ans de continuité, ou comment la crédulité est passée du chaman à l’algorithme",,47695,c4695d506bd63eaf6e78eb3b5f55d3735b838b354e12bf81c62fce48a9c31b4a
71,62,186904003,larchitecture-de-la-censure-europeenne,https://giak.substack.com/p/larchitecture-de-la-censure-europeenne,2026-02-06T12:12:39.645Z,true,2026-02-06T12:12:39.808Z,2026-02-06T12:12:39.808Z,newsletter,everyone,☭ L’Architecture de la censure Européenne : Une machine de contrôle sans précédent,"📡 Comment l’Union européenne a bâti, en dix ans, un système de contrôle de l’information qui dépasse en sophistication tout ce que l’histoire a connu. Enquête sur le silence.",,127966,7db37dd524d3b7c199535abb2ec335688e8b4ea49f87c85e24db6a82fefd5d7c
72,63,186844276,tristan-mendes-france-la-machine,https://giak.substack.com/p/tristan-mendes-france-la-machine,2026-02-04T12:04:52.536Z,true,2026-02-04T12:04:52.711Z,2026-02-04T12:04:52.711Z,newsletter,everyone,🎭Tristan Mendès France : la machine à effacer,🕸️ Enquête sur l’architecte du contrôle narratif en France,,41438,7f652333e2d14177251bc0c9c16f8ef28b0dbfb5b0da77ffed3485297f7ab8c6
73,64,186775451,ils-ont-quitte-lhumanite,https://giak.substack.com/p/ils-ont-quitte-lhumanite,2026-02-03T19:12:35.938Z,true,2026-02-03T19:12:36.326Z,2026-02-03T19:12:36.326Z,newsletter,everyone,⚫ ILS ONT QUITTÉ L’HUMANITÉ,🦷 De la « Dentist Chair » de Little St. James aux caves de Lille : autopsie forensique d’une caste qui a industrialisé la prédation🩸,,33173,abed7f9ccc2bd8c07e315318d9365ab34ea0026ad065b203465796edc547e082
74,65,186286764,ce-que-macron-appelle-protection,https://giak.substack.com/p/ce-que-macron-appelle-protection,2026-01-30T16:01:30.202Z,true,2026-01-30T16:01:30.361Z,2026-01-30T16:01:30.361Z,newsletter,everyone,🕸️ Ce que Macron appelle “protection des enfants” cache une architecture de contrôle en construction depuis 2020,🔍 Une investigation sur les écarts entre le discours et les dispositifs.,,29973,ade5c466cea53f4d0c0406a8b4b55afe9ad36e2a38812478e1562a8262e63222
75,66,186127641,limpasse-persique-pourquoi-loccident,https://giak.substack.com/p/limpasse-persique-pourquoi-loccident,2026-01-28T21:13:51.898Z,true,2026-01-28T21:13:52.042Z,2026-01-28T21:13:52.042Z,newsletter,everyone,🏯⚔️ L’Impasse Persique : Pourquoi l’Occident a déjà perdu la Guerre de l’Iran,"💥 Le 28 janvier 2026, l’équilibre des puissances au Moyen-Orient a basculé dans une dimension que le Pentagone ne peut plus ignorer : celle de l’impuissance technologique",,13446,1043ff31c45b72f3c3977f64a0dcba3a5f2fb7dc644e43e85d334512b38ada83
76,67,186057704,letat-qui-veut-tout-controler-mais,https://giak.substack.com/p/letat-qui-veut-tout-controler-mais,2026-01-28T09:18:27.623Z,true,2026-01-28T09:18:27.776Z,2026-01-28T09:18:27.776Z,newsletter,everyone,"🇫🇷  L'État qui veut tout contrôler, mais échoue à tout — La France qui contrôle TikTok mais abandonne 396 900 enfants ASE",⚠️ Ce que le vote du 26 janvier 2026 révèle sur le pivot stratégique d’un pouvoir en faillite réelle.,,14128,3456a3ce22737b25ddedf55b0f79c73dbfb2320397d07943e9abb8a91f53fca0
77,68,185893876,budget-2026-larchitecture-du-mensonge,https://giak.substack.com/p/budget-2026-larchitecture-du-mensonge,2026-01-26T21:37:23.296Z,true,2026-01-26T21:37:23.538Z,2026-01-26T21:37:23.538Z,newsletter,everyone,🏛️ Budget 2026 : L’Architecture du Mensonge,💸 Comment le gouvernement français a construit une fiction budgétaire pour cacher 37 milliards d’euros de hausses d’impôts,,40753,94a97800c73f82f179408d6b92fc5e764b65d8168c7d96ef24fff60c868eb8dc
78,69,185731731,lagriculture-au-scanner-autopsie,https://giak.substack.com/p/lagriculture-au-scanner-autopsie,2026-01-25T15:09:39.334Z,true,2026-01-25T15:09:39.586Z,2026-01-25T15:09:39.586Z,newsletter,everyone,🧑‍🌾L’agriculture au scanner : autopsie générale d’une liquidation et manifeste de la terre,"🩻Une enquête forensique exhaustive sur le système qui broie les paysans, capture la terre et remplace le vivant par la machine",,122319,c270913042811119ae0e0b24879ae66448da9eabff3e101fceb785e3184f2653
79,70,185160908,annie-genevard-plus-de-cas-de-dnc,https://giak.substack.com/p/annie-genevard-plus-de-cas-de-dnc,2026-01-20T09:09:40.502Z,true,2026-01-20T09:09:40.658Z,2026-01-20T09:09:40.658Z,newsletter,everyone,"📢 Annie Genevard : ""Plus de cas de DNC"" — La communication qui cache la réalité","🎭 La ""bonne nouvelle"" qui trompe : ce que la ministre ne dit pas",,13127,d0473873f8e736a865b46f82eb74be0de2ffc64f0d5e39969c1d07d6ffc83eaf
80,71,184748463,la-derniere-recolte-autopsie-dune,https://giak.substack.com/p/la-derniere-recolte-autopsie-dune,2026-01-16T08:59:17.589Z,true,2026-01-16T08:59:17.763Z,2026-01-16T08:59:17.763Z,newsletter,everyone,🚜 LA DERNIÈRE RÉCOLTE : AUTOPSIE D’UNE LIQUIDATION 💀,⚡ Du “Spectacle” parisien à la Guérilla Logistique : le Plan de Contre-Attaque,,19639,af0e21cac3a539f0d05e66da2b4674f9055b978a6a2dba3b48abc7a1d2654c9e
81,72,184196064,letat-mafia-autopsie-dune-liquidation,https://giak.substack.com/p/letat-mafia-autopsie-dune-liquidation,2026-01-11T10:35:43.858Z,true,2026-01-11T10:35:44.035Z,2026-01-11T10:35:44.035Z,newsletter,everyone,🐙 L’ÉTAT-MAFIA : AUTOPSIE D’UNE LIQUIDATION,"🩸 Racket, Trahison, Spoliation : Enquête interdite sur le braquage de la France. ",,15638,8c60f615f7714807af7d40fb0671c423f41f2c51409316356060cb6c7984dd25
82,73,183123537,lempire-du-mensonge-rapport-dautopsie,https://giak.substack.com/p/lempire-du-mensonge-rapport-dautopsie,2026-01-07T14:14:18.593Z,true,2026-01-07T14:14:18.810Z,2026-01-07T14:14:18.810Z,newsletter,everyone,L'EMPIRE DU MENSONGE : rapport d'autopsie d'une civilisation sous anesthésie,De la fabrique du consentement à la dissolution algorithmique du sujet,,146082,d392143a48a92f6ccdc3f1176f3931f57f9153999ffa35066ca8666fd0c39af4
83,74,183424330,lagonie-du-souverain-la-singularite,https://giak.substack.com/p/lagonie-du-souverain-la-singularite,2026-01-04T09:00:09.257Z,true,2026-01-04T09:00:09.400Z,2026-01-04T09:00:09.400Z,newsletter,everyone,💀 L’AGONIE DU SOUVERAIN : LA SINGULARITÉ DU PÉTRODOLLAR,🕳️ Maintenance par le vide : l’équation terminale d’un empire qui préfère brûler le monde au nom de son hégémonie.,,18449,6369c8dbf2226678a26c0b72143b35e5e64d2c7533aad534cf78ea312894c8df
84,75,183323402,lasphyxie-du-golem-traite-de-la-resistance,https://giak.substack.com/p/lasphyxie-du-golem-traite-de-la-resistance,2026-01-03T07:56:15.771Z,true,2026-01-03T07:56:15.934Z,2026-01-03T07:56:15.934Z,newsletter,everyone,L’ASPHYXIE DU GOLEM : TRAITÉ DE LA RÉSISTANCE TOTALE,Pourquoi Paris est un tombeau et comment le Territoire sera votre Armurerie,,16646,5d6eb07bbb6faf7ee8067a995cce4e9b1724469f3f85a6a7665ab8b1fd9795cc
85,76,183098263,lempire-des-peches-psychopathologie,https://giak.substack.com/p/lempire-des-peches-psychopathologie,2025-12-31T22:31:19.578Z,true,2025-12-31T22:31:19.774Z,2025-12-31T22:31:19.774Z,newsletter,everyone,🏥 L’EMPIRE DES PÉCHÉS : PSYCHOPATHOLOGIE DE LA TRAHISON,🧠 Autopsie clinique d'une civilisation en défaillance systémique,,21872,b7037ac826231fdc88b94ab1dbe77a9a28e22029e77a4bbba383117338e4ea2d
86,77,182890010,le-schisme-larme-sur-la-tempe-et,https://giak.substack.com/p/le-schisme-larme-sur-la-tempe-et,2025-12-29T19:31:15.043Z,true,2025-12-29T19:31:15.209Z,2025-12-29T19:31:15.209Z,newsletter,everyone,LE SCHISME : L’Arme sur la Tempe et le Silence des Élites,"Un préfet, un oligarque, un pistolet. Enquête sur la nuit où la République a basculé dans la milice privée.",,18841,bde38ddf1b874c325e1af3f88843a48910049fc12bfdb2967a5b9fd528c4b9d3
87,78,182502562,la-justice-spectrale-lere-du-bannissement,https://giak.substack.com/p/la-justice-spectrale-lere-du-bannissement,2025-12-24T12:43:14.630Z,true,2025-12-24T12:43:14.799Z,2025-12-24T12:43:14.799Z,newsletter,everyone,⚖️ La Justice Spectrale : L’Ère du Bannissement Administratif 🚫,🌐 Enquête sur l’asphyxie automatisée de la dissidence : de la “Guerre de la Publicité Numérique (AdTech)” à la mort civile 💸,,14203,bcd507ae3051d9df8eb09e385ebff11008695b492c607bcfdf3461d244a06418
88,79,182455797,larchitecture-de-labattoir-le-crime,https://giak.substack.com/p/larchitecture-de-labattoir-le-crime,2025-12-23T20:36:11.726Z,true,2025-12-23T20:36:11.935Z,2025-12-23T20:36:11.935Z,newsletter,everyone,🐄🩸L’Architecture de l’abattoir : Le crime en direct de la DNC,"🛂💶 Le Sang, la Science et la Douane : autopsie d’une trahison agro-industrielle au cœur du système Avril/FNSEA.",,13822,d4faa318e15552de6f3cb5363d74644230ccf1bdb2a4c29aa5ea053c230ddf9e
89,80,182308074,france-2025-lanatomie-dune-feodalite,https://giak.substack.com/p/france-2025-lanatomie-dune-feodalite,2025-12-22T09:25:06.506Z,true,2025-12-22T09:25:06.666Z,2025-12-22T09:25:06.666Z,newsletter,everyone,🏰 FRANCE 2025 : L’ANATOMIE D’UNE FÉODALITÉ FINANCIARISÉE,💰 Ce que vous appelez “corruption” est en réalité leur mode de gouvernement.,,35495,3ed9e8969650fd4562aedf3db2f8b802ad9e0096aec437897ad3c28d002423ac
90,81,181766389,les-telegraphistes-de-la-terreur,https://giak.substack.com/p/les-telegraphistes-de-la-terreur,2025-12-16T07:28:11.434Z,true,2025-12-16T07:28:11.593Z,2025-12-16T07:28:11.593Z,newsletter,everyone,📡 LES TÉLÉGRAPHISTES DE LA TERREUR : enquête sur la mécanique totalitaire de l’UE,"🕵️‍♂️ Quand l’État profond applaudit la “mort civile” de ses opposants, la démocratie a déjà quitté la pièce.",,21404,33b1605314fa32608d88a4328d0c3d44e3d6c184994995553b5e8df3799cd316
91,82,181572197,lindustrie-de-linfluence-enquete,https://giak.substack.com/p/lindustrie-de-linfluence-enquete,2025-12-14T07:56:25.309Z,true,2025-12-14T07:56:25.475Z,2025-12-14T07:56:25.475Z,newsletter,everyone,💶 L'INDUSTRIE DE L'INFLUENCE : enquête sur le journalisme sous contrat,🤝 Des tweets tarifés aux blindés de l'Ariège : Autopsie d'un système où l'opinion est une marchandise et la vérité une cible.,,29709,6d15aa4ffa9674011f7f425d9180cf3971dd499c990c2c676540baf02396b652
92,83,181428779,ce-que-letat-vous-cache-sur-la-dnc,https://giak.substack.com/p/ce-que-letat-vous-cache-sur-la-dnc,2025-12-13T02:37:46.578Z,true,2025-12-13T02:37:46.793Z,2025-12-13T02:37:46.793Z,newsletter,everyone,CE QUE L'ÉTAT VOUS CACHE SUR LA DNC,Comment les blindés de Bordes-sur-Arize tentent d'étouffer un secret sanitaire embarrassant,,41536,97d0eef0e4d1b37e5a58ec5c12e546eaf669f1b520b94d2616a0d77dcad4e9c9
93,84,181348704,la-grande-arnaque-agricole-comment,https://giak.substack.com/p/la-grande-arnaque-agricole-comment,2025-12-11T19:17:08.375Z,true,2025-12-11T19:17:08.588Z,2025-12-11T19:17:08.588Z,newsletter,everyone,La grande arnaque agricole : comment 55 milliards d'euros disparaissent chaque année,💣 Enquête exclusive sur les 92% de données que Bruxelles refuse de publier,,56793,efa73b54af8cbcef80a978c33d09b00b14a04867a93420edb15a3cc065232b40
94,85,180872735,comment-musk-et-trump-vont-briser,https://giak.substack.com/p/comment-musk-et-trump-vont-briser,2025-12-06T11:09:10.355Z,true,2025-12-06T11:09:10.517Z,2025-12-06T11:09:10.517Z,newsletter,everyone,💀 COMMENT MUSK ET TRUMP VONT BRISER L’UNION EUROPÉENNE,🌑 LE LIVRE NOIR DE LA CAPITULATION (FRANCE 2025),,10258,cc302baa513e9882535a3ce36240d2c6b1645dd8bb6cc479d98774d3bc079ce5
95,86,180851146,france-2025-larchitecture-de-lenfer,https://giak.substack.com/p/france-2025-larchitecture-de-lenfer,2025-12-06T01:20:31.010Z,true,2025-12-06T01:20:31.171Z,2025-12-06T01:20:31.171Z,newsletter,everyone,🐦‍🔥 FRANCE 2025 : L’ARCHITECTURE DE L’ENFER (Livre Noir),✊ Le Dossier Interdit : La mécanique de l'asservissement total.,,26712,e7bf35abbed098480748a020c2262b4f88a667345b69698979fefe8df365ec53
96,87,180734703,abattage-massif-en-savoie-la-france,https://giak.substack.com/p/abattage-massif-en-savoie-la-france,2025-12-04T20:23:38.553Z,true,2025-12-04T20:23:38.749Z,2025-12-04T20:23:38.749Z,newsletter,everyone,📌 ABATTAGE MASSIF EN SAVOIE — La France liquide ses troupeaux sous prétexte sanitaire,"Une opération de sabotage agricole couverte par le Green Deal, les accords de libre-échange et la doctrine techno-climatique.",,17750,ff42f43389b99ed3454d58f6b23a8d574f2e99033d3d63a82fca39debc1bd584
97,88,180580808,pravda-quand-lelysee-ironise-sur,https://giak.substack.com/p/pravda-quand-lelysee-ironise-sur,2025-12-03T07:31:51.532Z,true,2025-12-03T07:31:51.673Z,2025-12-03T07:31:51.673Z,newsletter,everyone,"""Pravda ?"" : Quand l'Élysée ironise sur la censure qu'il construit","5,5 millions de Français ont vu ce tweet. Combien ont vu l'architecture ?",,58870,3393c049a47115f7af8ccf8965f9e14fd52bcd97457b4c2ce7f81d3c5d14892b
98,89,180481861,quand-lelysee-attaque-un-journaliste,https://giak.substack.com/p/quand-lelysee-attaque-un-journaliste,2025-12-02T08:05:22.809Z,true,2025-12-02T08:05:22.968Z,2025-12-02T08:05:22.968Z,newsletter,everyone,Quand l’Élysée attaque un journaliste : anatomie d’une architecture de censure,"Deux tweets officiels, 3,2M vues, et l’iceberg d’un système",,41910,a8d9d01c5712e109529a623ce160f9c70c674135a5533f99bb85a275252bc3ab
99,90,180396722,alla-poedie-cafards-censure-et-opacite,https://giak.substack.com/p/alla-poedie-cafards-censure-et-opacite,2025-12-01T12:10:44.141Z,true,2025-12-01T12:10:44.274Z,2025-12-01T12:10:44.274Z,newsletter,everyone,"Alla Poedie : ""Cafards"", censure et opacité",Quand l'activiste pro-Ukraine qui déshumanise appelle à interdire un historien,,40802,10cc15298b9d9850329737ae66bdb6a44e63e5d31073020cc97dbcde8fddb2b5
100,91,180377342,bandera-vs-petain-ce-que-les-faits,https://giak.substack.com/p/bandera-vs-petain-ce-que-les-faits,2025-12-01T05:23:18.524Z,true,2025-12-01T05:23:18.642Z,2025-12-01T05:23:18.642Z,newsletter,everyone,Bandera vs Pétain : Ce que les faits révèlent (et ce que les deux camps omettent),Un débat Twitter révèle les omissions symétriques d'une guerre cognitive,,26427,83eeeffb067f8cfdef1abc00ade34a316f9caffb4d407b4202942b78993a2f7c
101,92,180309272,ladieu-aux-partis-du-diagnostic-de,https://giak.substack.com/p/ladieu-aux-partis-du-diagnostic-de,2025-11-30T11:38:14.653Z,true,2025-11-30T11:38:14.822Z,2025-11-30T11:38:14.822Z,newsletter,everyone,L'ADIEU AUX PARTIS : DU DIAGNOSTIC DE WEIL À L'OS DÉMOCRATIQUE SOUVERAIN,Du diagnostic de Weil à l'OS Démocratique Souverain,,27752,0ff92edd80cb725b3e7616f91a739598dd22e8d7ebd6f54c78ba33b07a2d4805
102,93,180300683,essence-la-double-manipulation-que,https://giak.substack.com/p/essence-la-double-manipulation-que,2025-11-30T07:28:34.130Z,true,2025-11-30T07:28:34.261Z,2025-11-30T07:28:34.261Z,newsletter,everyone,Essence : la double manipulation que personne ne vous montre,Bardella et le gouvernement mentent tous les deux. Voici les chiffres qu ils cachent.,,11977,3a89426dc50cd604a78c6a8cabfca964fff01aab8c049fa126353214d4dd69a7
103,94,180267309,corruption-en-ukraine-garraud-a-t,https://giak.substack.com/p/corruption-en-ukraine-garraud-a-t,2025-11-29T18:50:00.265Z,true,2025-11-29T18:50:00.395Z,2025-11-29T18:50:00.395Z,newsletter,everyone,Corruption en Ukraine : Garraud a-t-il raison de demander des comptes ?,Un eurodéputé RN pointe du doigt Kiev. Les alertes existaient depuis 2021. Mais qui est-il pour donner des leçons ?,,15048,04bad8d977321993020efdb51ee67c2af6709d295bd7ca45812d8059a9c26973
104,95,180261963,democratie-rare-en-temps-de-guerre-82a,https://giak.substack.com/p/democratie-rare-en-temps-de-guerre-82a,2025-11-29T17:38:54.633Z,true,2025-11-29T17:38:54.759Z,2025-11-29T17:38:54.759Z,newsletter,everyone,« Démocratie rare en temps de guerre » : déconstruction d'un narratif,Nathan Devers sur France Info : entre amalgame rhétorique et réalité documentée,,15247,654f74880f106133900378f8edc7ddb21f74b636c2422c53bfe0f90885ab560b
105,96,180223640,larmee-potemkine-quand-le-spectre,https://giak.substack.com/p/larmee-potemkine-quand-le-spectre,2025-11-29T03:09:34.744Z,true,2025-11-29T03:09:34.891Z,2025-11-29T03:09:34.891Z,newsletter,everyone,L'Armée Potemkine : Quand le spectre de Poutine cache la ruine de nos forces,"4 jours de munitions, crise des désertions et conflits d'intérêts : enquête sur ce que dissimule l'accusation d'ingérence russe.",,10964,26da351cecbd04b7997de0d28b4136279a3c757ee61fb3d42f9839f0231e0063
106,97,180194877,407-mensonges-lautopsie-dun-systeme,https://giak.substack.com/p/407-mensonges-lautopsie-dun-systeme,2025-11-28T17:51:03.117Z,true,2025-11-28T17:51:03.221Z,2025-11-28T17:51:03.221Z,newsletter,everyone,407 Mensonges : L'Autopsie d'un Système,"Huit ans d'inversions, de dénis et de dissimulations. Ce dossier n'est pas un procès politique, c'est une pièce à conviction.",,23177,9c9c30aa01d459b6d49e9c251d2170b0d9575a557791168440d839ddae3efa04
107,98,180162835,service-militaire-volontaire-ce-que,https://giak.substack.com/p/service-militaire-volontaire-ce-que,2025-11-28T09:20:38.532Z,true,2025-11-28T09:20:38.675Z,2025-11-28T09:20:38.675Z,newsletter,everyone,Service militaire volontaire : ce que Macron ne vous dit pas,L'enterrement discret du SNU et la clause d'obligation que personne ne mentionne,,8594,f75f064541318472c736b50eba3a60ce143f33d59d1c97f80a9f84cac46ad056
108,99,180158712,nationalisation-darcelormittal-ce,https://giak.substack.com/p/nationalisation-darcelormittal-ce,2025-11-28T07:30:33.117Z,true,2025-11-28T07:30:33.237Z,2025-11-28T07:30:33.237Z,newsletter,everyone,Nationalisation d'ArcelorMittal : ce qu'on ne vous dit pas,Une enquête sur les zones d'ombre d'un débat qui enflamme l'Assemblée,,12117,516223ea9612de0865064db71b6e4864b263c139ba7f2113e4b527c7162560ad
109,100,180129975,leurope-construit-elle-un-credit-40d,https://giak.substack.com/p/leurope-construit-elle-un-credit-40d,2025-11-27T19:44:58.948Z,true,2025-11-27T19:44:59.084Z,2025-11-27T19:44:59.084Z,newsletter,everyone,L'Europe construit-elle un crédit social à la française ?,"Chat Control, DSA, eIDAS, euro numérique : anatomie d'une architecture de surveillance que personne n'a votée",,23404,c97eed11d98e17960a02acf112428569852b4729f0da4b991c22dafd4d42fe09
110,101,180128122,leurope-construit-elle-un-credit,https://giak.substack.com/p/leurope-construit-elle-un-credit,2025-11-27T19:12:48.056Z,true,2025-11-27T19:12:48.204Z,2025-11-27T19:12:48.204Z,newsletter,everyone,L'Europe construit-elle un crédit social doux ?,"DSA, Chat Control, identité numérique : quand ""protection"" rime avec ""surveillance""",,13209,bb876757858abc38095876de664cd40e5eb3a1b6778fbf9ce973a0bb6c5370b2
111,102,180120693,macron-et-la-paix-en-ukraine-ce-que,https://giak.substack.com/p/macron-et-la-paix-en-ukraine-ce-que,2025-11-27T17:16:57.477Z,true,2025-11-27T17:16:57.580Z,2025-11-27T17:16:57.580Z,newsletter,everyone,Macron et la paix en Ukraine: ce que le discours cache,"Le président accuse la Russie d'être ""le seul obstacle"". Les faits racontent une histoire plus complexe.",,10577,ba4946dd89448dc9cbfec0937f65590b4976ddbd870e3aea3893c49c40fcd8b8
