id,workstream,title,status,priority,type,mode,coverage,utility,dependencies,parent,merged_into,gate,object_question,scope,corpus_refs,truth_engine,renard,result_path,next_action
INV-042,W3,"Lobbying européen : acteurs, dépenses, accès, consultations, portes tournantes",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-09_POST_INV014-R1,"Quels acteurs publics, privés, sectoriels ou associatifs cherchent à influencer les institutions de l'Union européenne par lobbying déclaré, accès, consultations, groupes d'experts ou portes tournantes, quelles chaînes ressources -> intermédiaire -> accès -> position/amendement -> décision sont documentées, et quelles preuves permettent de distinguer participation et expertise légitimes, avantage d'accès, conflit d'intérêts, capture et effet causal sur une politique publique ?","Union européenne, principalement Commission, Parlement et agences, 2019–2026, avec antécédents strictement nécessaires. Tracer intérêt/financeur -> organisation ou cabinet de lobbying -> ressources/dépenses déclarées -> réunions, consultations, groupes d'experts, secondments ou portes tournantes -> proposition/position/amendement identifiable -> décision/règle -> effet. Prioriser Transparency Register, agendas/réunions publiés, consultations, documents législatifs et amendements, déclarations d'intérêts, décisions éthiques et travaux causaux/comparatifs. Gardes : spending != access ; access != influence ; consultation != capture ; position_alignment != tasking ; revolving_door != proven_conflict ; conflict != capture ; lobbying_legal != neutral ; correlation != policy_causality.",A024:199655040.leurope-piege-francais-12-contentieux;A056:192351575.le-reseau-qui-nous-facture;A068:187674415.le-triangle-de-la-capture-le-mecanisme;A091:181572197.lindustrie-de-linfluence-enquete,DELIVERY_PASS_R3P1,NO,INV-042_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-043,W3,"DSA comme dispositif de gouvernance informationnelle : obligations réelles, intermédiaires, effets et recours",CLOSED,P1,PRIMARY,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-09_POST_INV067-R1,"Quelles obligations du Digital Services Act structurent réellement la gouvernance des contenus et des systèmes de recommandation, quels intermédiaires et autorités interviennent entre la règle, le signalement, l'évaluation du risque, la modération ou la réduction de visibilité et le recours, et quelles preuves permettent d'attribuer des effets mesurables sur contenus, comportements ou débat démocratique sans confondre obligation légale, application, décision de plateforme, censure et effet politique ?","Union européenne, principalement 2022–2026, avec antécédents strictement nécessaires et application générale depuis 2024. Tracer règlement/acte d'exécution -> obligation -> acteur responsable (plateforme, fournisseur intermédiaire, signaleur de confiance, coordinateur des services numériques, Commission, auditeur ou chercheur) -> décision/action identifiable (signalement, retrait, restriction, recommandation, évaluation/mitigation de risque) -> effet sur disponibilité/visibilité/recommandation -> recours, contrôle ou sanction -> effet comportemental/démocratique mesuré. Prioriser texte du DSA et actes associés, décisions/enquêtes Commission et DSC, rapports de transparence, base de décisions de modération, audits, décisions de justice et études empiriques. Gardes : obligation != exécution ; notice != retrait ; trusted_flagger != ordre étatique ; risk_assessment != censure ; compliance != suppression de point de vue ; moderation != changement d'opinion ou d'élection ; décision plateforme != décision Commission ; transparence != causalité ; chronologie != causalité.",A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A006:209222653.du-narratif-a-lingerence-le-seuil;A071:186904003.larchitecture-de-la-censure-europeenne;A074:186286764.ce-que-macron-appelle-protection,DELIVERY_PASS_R3P1,NO,INV-043_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-044,W3,European Democracy Shield / EDMO / EUvsDisinfo / anti-FIMI : appareil européen de défense cognitive,CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_RECLASSIFIED_2026-09-07_1133,"Quels dispositifs institutionnels, financiers, techniques et partenariaux composent l’appareil européen de lutte contre la désinformation et les FIMI (European Democracy Shield, EDMO, EUvsDisinfo et dispositifs connexes), quels pouvoirs, flux, intermédiaires, métriques et voies de recours sont réellement documentés, et où s’arrêtent coordination, financement, expertise ou signalement sans preuve de contrôle éditorial, de censure ou d’effet politique ?","Union européenne, 2018–2026, avec priorité aux mécanismes ayant un effet ou une interface en France. Tracer base juridique/mandat, gouvernance, budgets/subventions/marchés, acteurs et prestataires, flux d’information et de signalement, relations avec plateformes/fact-checkers/chercheurs, protections électorales, métriques, audits, corrections et recours. Distinguer coordination de pouvoir contraignant, financement de commandement, participation de capture, signalement de retrait effectif, action sur contenu d’effet politique. Ne pas présumer qu’anti-FIMI = censure ni qu’un budget croissant = menace fabriquée.",A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A071:186904003.larchitecture-de-la-censure-europeenne;A072:186844276.tristan-mendes-france-la-machine,DELIVERY_PASS_R3P1,NO,INV-044_RUN_HANDOFF.md,NONE — CLOSED; distributed EU information-governance architecture established; centralized Commission censorship chain not established; feed INV-040 and INV-144.
INV-045,W3,"EFCSN, IFCN, fact-checkers et financement européen : certification comme infrastructure d’accès",CLOSED,P1,PRIMARY,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,,,CORE_MISSION_RECLASSIFIED_2026-09-07_POST_INV129,"Comment les dispositifs de certification des fact-checkers (notamment EFCSN/IFCN) et les financements ou partenariats européens structurent-ils l’accès à des contrats de plateformes, financements, partenariats institutionnels ou signaux de légitimité, quels critères, audits, recours et conflits sont documentés, et jusqu’où peut-on établir un effet de gatekeeping sans confondre certification, financement, commandement éditorial, délégation publique ou censure ?","France/UE, 2019–2026, avec comparateurs internationaux seulement lorsqu’ils éclairent le mécanisme de certification. Tracer gouvernance des certificateurs, critères, procédure d’admission/retrait, audit/recours, financements pertinents, relations avec plateformes et institutions publiques, avantages d’accès éventuels, exclusions documentées et effets observables. Gardes : certification != state_approval ; funding != editorial_command ; eligibility != guaranteed_access ; non_certification != censorship ; platform_contract != public_delegation ; audit != control. Alimenter INV-040, INV-088 et INV-144.",A001:212538645.qui-fact-checke-les-fact-checkers;A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A072:186844276.tristan-mendes-france-la-machine,DELIVERY_PASS_R3P1,NO,INV-045_RUN_HANDOFF.md,"NONE — CLOSED; program-specific certification/access gates and EU funding capacity established; universal public authority, editorial command and political effect not established; delta routed to INV-040, INV-088, INV-144."
INV-046,W3,"Chat Control, eIDAS, identité numérique, portefeuille européen : sécurité versus infrastructure potentielle de contrôle",CLOSED,P1,PRIMARY,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-10_POST_INV147-R1,"Quelles capacités concrètes de Chat Control, eIDAS et du portefeuille européen d'identité modifient réellement collecte, authentification, accès, traçabilité ou contrôle des communications, et dans quelles conditions ces capacités peuvent-elles affecter libertés, anonymat ou participation démocratique sans présumer un usage politique abusif ?","Union européenne, textes adoptés/proposés et implémentations 2021–2026. Tracer règle -> capacité technique -> acteur habilité -> donnée/action accessible -> contrôle/recours -> effet observé ou plausible sous conditions explicitables. Prioriser textes juridiques, architecture technique, analyses d'impact, autorités de contrôle et jurisprudence. Gardes : capacité != usage ; identité numérique != surveillance ; sécurité != neutralité ; risque != abus prouvé ; métadonnée != contenu ; architecture de contrôle != influence politique.",A067:188810196.le-gulag-digital-surveilles-a-100;A071:186904003.larchitecture-de-la-censure-europeenne;A074:186286764.ce-que-macron-appelle-protection;A109:180129975.leurope-construit-elle-un-credit-40d;A110:180128122.leurope-construit-elle-un-credit,DELIVERY_PASS_R3P1,NO,INV-046_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-047,W3,Sanctions européennes comme instrument de coercition politique et informationnelle,CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-10_POST_INV017-R1,"Par quels mécanismes les sanctions européennes exercent-elles une contrainte politique, économique ou informationnelle, et quels effets mesurables peuvent être attribués à des mesures identifiées sans confondre décision juridique, mise en œuvre, coercition, signal politique et changement de comportement ?","Union européenne, principalement 2014–2026, à travers un nombre limité de régimes de sanctions documentables. Tracer autorité -> acte juridique/listing/restriction -> intermédiaire financier, commercial ou informationnel -> cible -> coût/contrainte -> adaptation/comportement -> effet politique. Prioriser règlements, décisions, jurisprudence, données de commerce/finance et études causales. Gardes : sanction != censure ; listing != culpabilité ; restriction != compliance ; coût != changement politique ; intention != effet ; corrélation temporelle != causalité.",A006:209222653.du-narratif-a-lingerence-le-seuil;A047:194130616.le-protocole-du-re-enracinement;A058:191802696.la-guerre-des-autres;A087:182502562.la-justice-spectrale-lere-du-bannissement;A118:180054346.kallas-et-les-19-pays-ce-que-les,DELIVERY_PASS_R3P1,NO,INV-047_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-048,W3,"Commerce, normes et droit européen comme instruments de puissance : Mercosur, concurrence, standards, conditionnalité",CLOSED,P1,PRIMARY,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-09_POST_INV125-R1,"Comment les accords commerciaux, normes, règles de concurrence et conditionnalités européennes produisent-ils des effets de puissance sur des acteurs ou États, et quelles preuves permettent de distinguer règle commune, avantage de négociation, contrainte, coercition et changement politique causal ?","Union européenne et partenaires directement concernés, principalement 2019–2026, avec cas tels que commerce, standards ou conditionnalités seulement s'ils sont traçables. Tracer règle/accord/standard -> obligation ou condition d'accès -> coût/incitation -> adaptation d'acteur ou d'État -> décision/politique -> effet. Prioriser textes, négociations, données commerciales, décisions et études d'impact. Gardes : norme != coercition ; asymétrie de marché != intention ; compliance != adhésion ; effet économique != effet politique ; corrélation != causalité.",A024:199655040.leurope-piege-francais-12-contentieux;A031:199654478.la-france-desindustrialisee-81-milliards;A048:194040178.lingenierie-de-la-possession;A061:190587326.ue-mercosur-le-mensonge-sanitaire,DELIVERY_PASS_R3P1,NO,INV-048_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-049,W4,"Open Society Foundations / George Soros : flux réels, bénéficiaires, objectifs, mécanismes, effets ; tester mythologie et dénégation naïve",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,NONE,"Quels financements, bénéficiaires et mécanismes d’Open Society Foundations en France et dans l’UE sont documentés, et quels effets politiques, juridiques, médiatiques ou sociaux peuvent être établis sans confondre financement, influence et contrôle ?","Focus 2015–2026, avec remontée antérieure seulement si nécessaire à la causalité ou à la structure. Prioriser flux identifiables, bénéficiaires, programmes, contentieux/plaidoyer/médias/migration lorsque matériel. Tester symétriquement les récits de contrôle total et de neutralité philanthropique.",A045:194518266.lingenierie-de-lenclos;A072:186844276.tristan-mendes-france-la-machine;A097:180580808.pravda-quand-lelysee-ironise-sur;A098:180481861.quand-lelysee-attaque-un-journaliste,DELIVERY_PASS_R2A2,CLOSED_NO_FURTHER_MATERIAL_DELTA,INV-049_RUN_HANDOFF.md,CLOSED — pilot PASS after targeted RENARD; no further material delta.
INV-050,W4,"OSF en France et dans l’UE : justice, médias, migration, droits fondamentaux, think tanks, contentieux stratégique",MERGED,P1,MERGED,MERGED,PARTIAL,HIGH,,INV-049,INV-049,N/A,,,A045:194518266.lingenierie-de-lenclos;A072:186844276.tristan-mendes-france-la-machine;A097:180580808.pravda-quand-lelysee-ironise-sur;A098:180481861.quand-lelysee-attaque-un-journaliste,NOT_RUN,UNDECIDED,,Traité comme axe/cas dans INV-049; aucun run séparé.
INV-051,W4,"Fondations Gates, Ford, Rockefeller, Omidyar et grandes philanthropies : pouvoir politique sans mandat électif",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-11_POST_INV037-R1,"Dans quels cas des grandes fondations privées convertissent-elles financement philanthropique en accès, agenda, production d'expertise ou modification de politique publique identifiable, et quelles preuves distinguent soutien légitime, dépendance, influence et contrôle ?","France/UE avec comparateurs internationaux, principalement 2010–2026. Tracer fondation -> subvention/contrat/programme -> bénéficiaire/intermédiaire -> activité/expertise/accès -> décision ou agenda identifiable -> effet. Prioriser bases de grants, déclarations, contrats, rapports, registres de lobbying et traces de politique publique. Gardes : financement != commandement ; bénéficiaire != relais ; agenda commun != tasking ; expertise financée != conclusion dictée ; accès != capture.",A045:194518266.lingenierie-de-lenclos;A082:183123537.lempire-du-mensonge-rapport-dautopsie,DELIVERY_PASS_R3P1,NO,INV-051_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-052,W4,"Philanthrocapitalisme : quand le financement privé définit problèmes, métriques et solutions publiques",CLOSED,P1,SYNTHESIS,SYNTHESIS,PARTIAL,HIGH,INV-049;INV-051;INV-053;INV-054;INV-057,,,CORE_MISSION_V2_SYNTHESIS_SELECTED_2026-09-11_POST_DEP_REVIEW-R1,"Quand et comment le financement philanthropique privé convertit-il ressources en définition de problèmes, métriques, expertise, accès ou décision publique, et à quel point cette chaîne diffère-t-elle d’un soutien pluraliste ou d’une simple capacité opérationnelle ?","Synthèse stricte de INV-049, INV-051, INV-053, INV-054, INV-057 et INV-058 lorsqu’elles sont CLOSED ou explicitement remplacées par un contrôle équivalent. Aucun Truth Engine ni web générique. Comparer financeur -> sélection/subvention -> bénéficiaire/intermédiaire -> agenda/expertise/advocacy -> accès/décision -> effet. Gardes : financement != commandement ; mission alignment != tasking ; bénéficiaire != proxy ; accès != capture ; output != effet.",A045:194518266.lingenierie-de-lenclos;A053:193017697.comment-la-richesse-verrouille-le;A082:183123537.lempire-du-mensonge-rapport-dautopsie,NOT_RUN_BY_DESIGN,NO,INV-052_RUN_HANDOFF.md,NONE — CLOSED / SYNTHESIS_PASS; structural funding/agenda/access power established; generalized command/capture not established; route INV-133.
INV-053,W4,"ONG liées aux migrations en France/Europe : qui finance quoi, pourquoi, avec quel effet opérationnel et politique ?",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-11_POST_INV111-R1,"Quels flux de financement vers des ONG liées aux migrations en France/Europe produisent des capacités opérationnelles, du lobbying ou de l'accès institutionnel identifiables, et quels effets politiques peuvent être démontrés sans inférer un commandement à partir du seul financement ?","France/UE, principalement 2015–2026. Tracer financeur -> ONG/programme -> activité financée -> cible institutionnelle ou population -> output/action -> décision/effet éventuel. Prioriser comptes, subventions, marchés, registres de lobbying, projets et évaluations. Gardes : financement != tasking ; assistance humanitaire != lobbying ; lobbying != capture ; proximité politique != coordination ; output != effet de politique publique.",A029:199654638.limmigration-sans-cap-340-000-titres;A045:194518266.lingenierie-de-lenclos,DELIVERY_PASS_R3P1,NO,INV-053_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-054,W4,ONG de droits humains et contentieux stratégique : recours judiciaire comme instrument de transformation politique,CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_RECLASSIFIED_2026-09-07_POST_INV044,"Dans quels cas des ONG de droits humains utilisent-elles le contentieux stratégique pour modifier des normes, pratiques ou décisions publiques en France et en Europe, quels financeurs, soutiens, coordinations et choix de dossiers sont documentés, et jusqu'où peut-on établir une chaîne financement/organisation -> stratégie contentieuse -> décision -> mise en œuvre -> effet politique sans confondre recours légal, proximité, financement ou victoire judiciaire avec tasking, capture ou causalité systémique ?","France/Europe 2015–2026, avec un petit nombre de cas juridiquement documentables et comparables. Tracer identité et gouvernance de l'ONG, financeurs pertinents, choix/objectif du contentieux lorsqu'il est public, représentation juridique, base légale, décision et recours, mise en œuvre, changement institutionnel et preuve éventuelle de coordination/tasking externe. Inclure cas négatifs et échecs. Séparer financement de commandement, accès au juge de contrôle de l'issue, victoire judiciaire d'effet politique durable, contentieux stratégique de procédure abusive. INV-129 synthétisera ensuite lawfare/coercition avec d'autres mécanismes.",A006:209222653.du-narratif-a-lingerence-le-seuil;A045:194518266.lingenierie-de-lenclos;A087:182502562.la-justice-spectrale-lere-du-bannissement,DELIVERY_PASS_R3P1,NO,INV-054_RUN_HANDOFF.md,NONE — CLOSED; strategic litigation is intentional legal influence with case-specific institutional effects; external donor tasking and durable counterfactual effect not established; feed INV-052 and INV-129.
INV-055,W4,Financement public des ONG qui font ensuite pression sur le pouvoir public : boucle institutionnelle et conditions de légitimité,MERGED,P1,MERGED,MERGED,PARTIAL,HIGH,,INV-058,INV-058,N/A,,,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A045:194518266.lingenierie-de-lenclos;A072:186844276.tristan-mendes-france-la-machine,NOT_RUN,UNDECIDED,,Traité comme axe/cas dans INV-058; aucun run séparé.
INV-056,W4,Astroturfing : organisations présentées comme grassroots mais financées ou orchestrées par des intérêts structurés,CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-08_POST_INV090-R1,"Dans quels cas des organisations ou campagnes présentées comme spontanées, citoyennes ou grassroots sont-elles en réalité financées, créées, coordonnées ou amplifiées par des intérêts structurés, et quelles preuves permettent de tracer principal/financeur -> intermédiaire ou front group -> message/action -> cible/audience/décideur -> exposition ou effet sans confondre financement, proximité, alignement et orchestration ?","France/UE 2010–2026, avec comparateurs étrangers uniquement lorsque le mécanisme est isomorphe. Tracer origine et gouvernance de l'organisation, financeurs/contrats/subventions, intermédiaires/prestataires, staffing et instructions lorsqu'elles sont documentées, messages/actions, diffusion/mobilisation, cible et effet observable. Prioriser registres, déclarations financières, contrats, grants, documents internes/fuites authentifiées, enquêtes judiciaires/réglementaires, archives et données de plateformes. Distinguer grassroots authentique, advocacy sponsorisée et déclarée, front group, sockpuppet/astroturf et mobilisation rémunérée. Gardes : funding != tasking ; shared_staff != control ; message_similarity != coordination ; organizational_origin != current_control ; campaign_activity != exposure ; exposure != persuasion ; exposure != electoral/policy_effect ; allegation != proof.",A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A091:181572197.lindustrie-de-linfluence-enquete,DELIVERY_PASS_R3P1,NO,INV-056_RUN_HANDOFF.md,NONE — CLOSED; astroturfing/front deception verified case-specifically where concealed principal/tasking/orchestration is evidenced; funding/alignment alone insufficient; prevalence and generalized policy/electoral effect NOT_ESTABLISHED.
INV-057,W4,"ONG comme intermédiaires de politique étrangère : comparaison USA, UE, États et fondations",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-10_POST_INV063-R1,"Dans quelles conditions des ONG deviennent-elles des intermédiaires de politique étrangère pour des États, l'Union européenne ou des fondations, et quelles preuves permettent de distinguer financement de mission, autonomie d'exécution, influence, délégation, tasking et effet politique ?","Comparaison États-Unis/Union européenne/États européens, principalement 2015–2026, sur un petit nombre de programmes traçables. Tracer financeur/mandat -> grant/contrat -> ONG -> programme, message ou service -> bénéficiaire/cible -> action/comportement/politique -> effet. Prioriser grants, contrats, appels, livrables, audits, communications et évaluations. Gardes : funding != command ; grant objective != executed tasking ; NGO output != state speech ; service != influence ; correlation != causal effect ; one case != general model.",A004:210182384.lingerence-sans-mesure;A045:194518266.lingenierie-de-lenclos;A090:181766389.les-telegraphistes-de-la-terreur,DELIVERY_PASS_R3P1,NO,INV-057_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-058,W4,"Qui contrôle les contrôleurs associatifs ? Gouvernance, transparence, conflits d’intérêts et accountability des ONG",BACKLOG,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,PILOT_VALIDATED,"Quels mécanismes d'accountability des ONG permettent réellement de détecter, prévenir ou corriger conflits d'intérêts, opacité financière, dépendances et abus de représentation, et quels défauts produisent des effets institutionnels identifiables ?","France/UE, principalement 2015–2026, sur dispositifs de gouvernance et cas documentés. Tracer obligation/standard -> disclosure/contrôle -> anomalie ou conflit -> correction/sanction/absence de correction -> effet sur accès, financement ou décision. Prioriser statuts, comptes, audits, autorités, décisions de justice et procédures internes publiées. Gardes : opacité != corruption ; conflit != influence ; défaut de contrôle != abus prouvé ; financement public != capture ; gouvernance faible != effet politique.",A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A045:194518266.lingenierie-de-lenclos;A072:186844276.tristan-mendes-france-la-machine,NOT_RUN,UNDECIDED,,PLAN_REFRAME_HOLD | accountability is currently an indirect control problem; do not run merely to unblock INV-052. No Truth Engine run in current form.
INV-059,W5,Think tanks français : cartographie argent → experts → médias → cabinets → politiques publiques,CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-08_POST_INV069-R1,"Dans quelle mesure des intérêts publics ou privés financent, structurent ou alimentent des think tanks français, comment leurs productions et experts sont relayés vers médias, cabinets, administrations et décideurs, et quelles preuves permettent de fermer la chaîne financeur/intérêt -> organisation -> expert/production -> média/cabinet -> décision ou politique publique sans confondre financement, accès, réputation, convergence et tasking ?","France, 2015–2026, avec comparateurs européens uniquement lorsque la chaîne est isomorphe. Tracer financeur/subvention/don/contrat -> think tank -> gouvernance/chercheur/expert -> rapport, note, tribune ou événement -> média/cabinet/administration -> reprise, accès ou décision publique observable. Prioriser comptes/rapports de transparence, déclarations de financement, gouvernance, contrats/subventions, productions datées, auditions, nominations et documents de politique publique. Gardes : funding != tasking ; donor != author ; board_role != command ; expert_media_presence != agenda_control ; citation/reprise != policy_adoption ; access != capture ; shared_frame != coordination ; policy_similarity != causal_influence ; opacity != corruption ; exposure != persuasion/effect. INV-085 ferme la sélection éditoriale générique ; INV-142 ferme le sponsoring caché générique : INV-059 doit isoler le mécanisme distinct de narrative laundering par expertise apparemment indépendante.",A036:199422722.la-caste-parasite-qui-gouverne-la;A053:193017697.comment-la-richesse-verrouille-le;A068:187674415.le-triangle-de-la-capture-le-mecanisme,DELIVERY_PASS_R3P1,NO,INV-059_RUN_HANDOFF.md,"NONE — CLOSED; funding/access/expert-output/media/parliamentary reuse pathways established across selected French think tanks; donor-specific tasking, generalized covert sponsor laundering and causal policy adoption not established; reopen only on authenticated donor tasking/content-control evidence, decision-process causality, or a material prevalence denominator."
INV-060,W5,"Institut Montaigne, Terra Nova, Fondapol, Fondation Jean-Jaurès, IFRI : comparaison des modèles d’influence",MERGED,P1,MERGED,MERGED,PARTIAL,HIGH,,INV-059,INV-059,N/A,,,A039:198659211.opposition-controlee-anatomie-dun;A059:191154925.pourquoi-les-electeurs-francais-votent,NOT_RUN,UNDECIDED,,Traité comme axe/cas dans INV-059; aucun run séparé.
INV-061,W5,"Think tanks américains et politique française/européenne : Atlantic Council, German Marshall Fund, Brookings, Heritage, etc.",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-10_POST_INV102-R2,"Par quels mécanismes des think tanks américains obtiennent-ils accès, visibilité ou capacité de cadrage dans la politique française/européenne, et quels cas relient financement, expertise ou réseau à une décision identifiable sans confondre diffusion d'idées, lobbying et tasking ?","France/UE, principalement 2010–2026, sur cas et programmes attribuables. Tracer think tank/financeur -> expert/rapport/événement/réseau -> décideur/média -> reprise, accès ou modification identifiable -> effet. Prioriser financements, agendas, registres, citations de rapports, auditions et textes versionnés. Gardes : financement != commandement ; présence médiatique != persuasion ; citation != adoption ; réseau transatlantique != coordination ; proximité idéologique != tasking.",A071:186904003.larchitecture-de-la-censure-europeenne;A082:183123537.lempire-du-mensonge-rapport-dautopsie,DELIVERY_PASS_R3P1,NO,INV-061_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-062,W5,McKinsey et cabinets de conseil dans l’État français : prestation technique ou délégation cognitive de souveraineté ?,CLOSED,P1,PRIMARY,RECHECK_EXTEND,SUBSTANTIAL_PRIOR,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-09_POST_INV074-R1,"Dans les missions de McKinsey et autres cabinets auprès de l'État français, quelles prestations et recommandations ont réellement pénétré la chaîne de décision publique, et quelles preuves permettent de distinguer expertise externalisée, influence, dépendance cognitive, délégation de décision et effet sur une politique ?","France, principalement 2017–2026. Tracer administration/ministère -> contrat -> cabinet -> livrable/recommandation -> reprise, modification ou rejet -> décision publique -> mise en œuvre/effet. Prioriser marchés, contrats, rapports, auditions, documents administratifs, versions de politiques et évaluations. Gardes : consulting != decision ; recommendation != adoption ; contract value != influence ; similarity != authorship ; outsourcing != sovereignty loss by default ; chronology != causality.",A015:202607767.le-systeme-informatique-detat-autopsie;A068:187674415.le-triangle-de-la-capture-le-mecanisme,DELIVERY_PASS_R3P1,NO,INV-062_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-063,W5,"Big Four et production de normes : conseil, audit, réglementation, marchés publics, revolving doors",CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-10_POST_INV084-R1,"Comment les Big Four interviennent-ils simultanément dans le conseil, l'audit, les marchés publics et la production de normes, et quelles chaînes permettent d'établir un effet sur une règle ou décision sans confondre expertise, conflit d'intérêts, revolving door, influence et capture ?","France et Union européenne, principalement 2015–2026, sur des dossiers réglementaires ou marchés identifiables. Tracer firme -> contrat, expertise, audit ou personnel -> consultation/groupe/draft -> contribution identifiable -> norme/décision/marché -> effet. Prioriser marchés publics, disclosures, consultations, drafts, déclarations d'intérêts et décisions éthiques. Gardes : multiple roles != conflict proven ; conflict != capture ; access != influence ; revolving door != tasking ; advice != adoption ; correlation != policy causality.",A035:199655748.largent-qui-disparait-80-a-100-milliards;A056:192351575.le-reseau-qui-nous-facture,DELIVERY_PASS_R3P1,NO,INV-063_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
INV-064,W5,Cabinets de relations publiques et communication stratégique : marché professionnel de fabrication de réputation et d’opinion,CLOSED,P1,PRIMARY,DEEPEN,PARTIAL,HIGH,,,,CORE_MISSION_V2_SELECTED_2026-09-09_POST_INV070-R1,"Par quels mécanismes les cabinets de relations publiques et de communication stratégique transforment-ils les ressources d'un client en visibilité, réputation, cadrage médiatique ou mobilisation, et quels effets peuvent être démontrés sans confondre prestation, persuasion, manipulation, astroturfing et changement de comportement ?","France et Union européenne, principalement 2017–2026, avec cas documentables de campagnes professionnelles. Tracer client -> contrat/agence -> stratégie/contenu/intermédiaire -> média, plateforme ou public -> exposition -> attitude/comportement -> effet. Prioriser contrats, registres de lobbying, bibliothèques publicitaires, contenus attribués, disclosures et mesures d'audience/effet. Gardes : paid service != deception ; messaging != persuasion ; exposure != behavior ; reputation work != astroturfing ; client interest != editorial control.",A008:208733314.la-fabrique-de-la-menace-comment;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A091:181572197.lindustrie-de-linfluence-enquete;A097:180580808.pravda-quand-lelysee-ironise-sur;A098:180481861.quand-lelysee-attaque-un-journaliste,DELIVERY_PASS_R3P1,NO,INV-064_RUN_HANDOFF.md,NONE - CLOSED; see RUN_HANDOFF.
