id,type,title,truth_engine,result_path,coverage,utility,next_action
INV-139,PRIMARY,"Union européenne comme puissance d’influence extérieure : société civile, observation électorale, partis, conditionnalité et sanctions",DELIVERY_PASS_R3P1,INV-139_RECOVERY_HANDOFF.md,PARTIAL,HIGH,CLOSED — Library persistence recovered with bounded handoff; original final bytes unavailable; EU-as-sender symmetry delta usable by INV-146/133.
INV-140,PRIMARY,"Financement étranger indirect de l’espace électoral : ONG, médias, fondations, think tanks et campagnes thématiques hors partis",DELIVERY_PASS_R3P1,INV-140_RECOVERY_HANDOFF.md,PARTIAL,HIGH,CLOSED — Library persistence recovered from frozen terminal narrative; origin->vehicle->earmarking->tasking->effect control usable by INV-146/133.
INV-141,PRIMARY,"Spyware, surveillance et compromission de responsables politiques, journalistes et opposants comme levier d’influence",DELIVERY_PASS_R3P1,INV-141_RUN_HANDOFF.md,PARTIAL,HIGH,NONE — CLOSED; spyware compromise is an influence mechanism only when downstream use/behavior is separately evidenced; Poland closes compromise->exfiltration->media-use case-specifically; Koukakis closes behavior change; generalized blackmail/policy/electoral effect not established; recheck only on authenticated tasking/downstream causal evidence.
INV-142,PRIMARY,"Influence cachée par contenu sponsorisé : influenceurs payés, native advertising, faux médias, syndication et relais locaux",DELIVERY_PASS_R3P1,INV-142_RUN_HANDOFF.md,PARTIAL,HIGH,NONE — CLOSED; concealed paid-content/source-laundering mechanism verified through exposure case-specifically; ultimate principal and causal persuasion/electoral/policy effects remain bounded; recheck only on authenticated contracts/tasking or causal outcome evidence.
INV-143,PRIMARY,"Timing judiciaire et administratif en période électorale : enquêtes, fuites, inéligibilités, sanctions et « October surprises » institutionnelles",DELIVERY_PASS_R3P1,INV-143_RUN_HANDOFF.md,PARTIAL,HIGH,"NONE — CLOSED; institutional timing/publicity can materially affect electoral competition case-specifically; generalized partisan tasking and changed-election causal effect not established; recheck only on systematic timing-denominator, internal tasking or causal evidence."
INV-145,PRIMARY,"Qui est un « agent étranger » ? FARA, dispositifs français et européens : mêmes mécanismes, qualifications et sanctions asymétriques",DELIVERY_PASS_R3P1,INV-145_RUN_HANDOFF.md,PARTIAL,HIGH,CLOSED — legal-design asymmetry established; enforcement asymmetry not established; feed INV-146 when remaining dependencies close.
INV-147,PRIMARY,"Double standard alliés/adversaires : corpus apparié de labels, seuils de preuve et conséquences institutionnelles",DELIVERY_PASS_R3P1,INV-147_RUN_HANDOFF.md,PARTIAL,VERY_HIGH,NONE - CLOSED; see RUN_HANDOFF.
INV-148,PRIMARY,Trafic d’influence et courtiers d’accès,DELIVERY_PASS_R3P1,INV-148_RUN_HANDOFF.md,NEW_MECHANISM_GAP,HIGH,NONE - CLOSED; migrated from certified post-terminal mechanism branch.
INV-149,PRIMARY,"Finance opaque, bénéficiaires effectifs et provenance des fonds",DELIVERY_PASS_R3P1,INV-149_RUN_HANDOFF.md,NEW_MECHANISM_GAP,HIGH,NONE - CLOSED; migrated from certified post-terminal mechanism branch.
INV-150,PRIMARY,"Investissements stratégiques, acquisitions et fonds souverains",DELIVERY_PASS_R3P1,INV-150_RUN_HANDOFF.md,NEW_MECHANISM_GAP,HIGH,NONE - CLOSED; migrated from certified post-terminal mechanism branch.
INV-151,PRIMARY,Énergie et matières critiques comme leviers de coercition,DELIVERY_PASS_R3P1,INV-151_RUN_HANDOFF.md,NEW_MECHANISM_GAP,HIGH,NONE - CLOSED; migrated from certified post-terminal mechanism branch.
INV-152,PRIMARY,"Dollar, clearing, correspondent banking et extraterritorialité financière",DELIVERY_PASS_R3P1,INV-152_RUN_HANDOFF.md,NEW_MECHANISM_GAP,HIGH,NONE - CLOSED; migrated from certified post-terminal mechanism branch.
INV-153,PRIMARY,"Dette, crédit, garanties et aide conditionnelle",DELIVERY_PASS_R3P1,INV-153_RUN_HANDOFF.md,NEW_MECHANISM_GAP,HIGH,NONE - CLOSED; migrated from certified post-terminal mechanism branch.
INV-154,PRIMARY,"Représailles économiques informelles : commerce, douanes, contrats, tourisme et pression politique",DELIVERY_PASS_R3P1,INV-154_RUN_HANDOFF.md,NEW_MECHANISM_GAP,HIGH,NONE - CLOSED; migrated from certified post-terminal mechanism branch.
INV-155,PRIMARY,"Arbitrage investisseur-État, ISDS et economic lawfare : menace contentieuse, coût et effet réglementaire",DELIVERY_PASS_R3P1,INV-155_RUN_HANDOFF.md,NEW_MECHANISM_GAP,HIGH,NONE - CLOSED; migrated from certified post-terminal mechanism branch.
INV-156,PRIMARY,"Marchés publics, intermédiaires, commissions et offsets",PROTOCOL_RECONSTRUCTED_R3P1,INV-156_RUN_HANDOFF.md,NEW_MECHANISM_GAP,HIGH,NONE - CLOSED; migrated reconstructed protocol pass; canonical runtime replay not claimed.
INV-157,PRIMARY,"Récompense différée, revolving door et anticipation",DELIVERY_PASS_R3P1,INV-157_RUN_HANDOFF.md,NEW_MECHANISM_GAP,HIGH,NONE - CLOSED; reopen only on material primary evidence of anticipatory quid pro quo/decision causality.
