upstream_ref,eligible,inheritance_status,forensic_id,reason
INV-027:FCT-005,YES,DIRECT,FM-0379,historical direct lineage preserved
INV-027:FCT-006,YES,DIRECT,FM-0380,historical direct lineage preserved
INV-027:FCT-007,YES,DIRECT,FM-0381,historical direct lineage preserved
INV-028:LED-001,YES,DIRECT,FM-0382,historical direct lineage preserved
INV-028:LED-002,YES,DIRECT,FM-0383,historical direct lineage preserved
INV-028:CLM-001,YES,DIRECT,FM-0384,historical direct lineage preserved
INV-028:CLM-002,YES,DIRECT,FM-0385,historical direct lineage preserved
INV-028:AXS-001,YES,DIRECT,FM-0386,historical direct lineage preserved
INV-028:AXS-002,YES,DIRECT,FM-0387,historical direct lineage preserved
INV-028:AXS-003,YES,DIRECT,FM-0388,historical direct lineage preserved
INV-028:CAU-001,YES,DIRECT,FM-0389,historical direct lineage preserved
INV-028:FCT-001,YES,DIRECT,FM-0390,historical direct lineage preserved
INV-028:FCT-002,YES,DIRECT,FM-0391,historical direct lineage preserved
INV-029:LED-001,YES,DIRECT,FM-0392,historical direct lineage preserved
INV-029:LED-002,YES,DIRECT,FM-0393,historical direct lineage preserved
INV-029:CLM-001,YES,DIRECT,FM-0394,historical direct lineage preserved
INV-029:CLM-002,YES,DIRECT,FM-0395,historical direct lineage preserved
INV-029:AXS-001,YES,DIRECT,FM-0396,historical direct lineage preserved
INV-029:AXS-002,YES,DIRECT,FM-0397,historical direct lineage preserved
INV-029:AXS-003,YES,DIRECT,FM-0398,historical direct lineage preserved
INV-029:CAU-001,YES,DIRECT,FM-0399,historical direct lineage preserved
INV-029:FCT-001,YES,DIRECT,FM-0400,historical direct lineage preserved
INV-030:LED-001,YES,DIRECT,FM-0401,historical direct lineage preserved
INV-030:LED-002,YES,DIRECT,FM-0402,historical direct lineage preserved
INV-030:CLM-001,YES,DIRECT,FM-0403,historical direct lineage preserved
INV-030:CLM-002,YES,DIRECT,FM-0404,historical direct lineage preserved
INV-030:AXS-001,YES,DIRECT,FM-0405,historical direct lineage preserved
INV-030:AXS-002,YES,DIRECT,FM-0406,historical direct lineage preserved
INV-030:AXS-003,YES,DIRECT,FM-0407,historical direct lineage preserved
INV-030:CAU-001,YES,DIRECT,FM-0408,historical direct lineage preserved
INV-030:FCT-001,YES,DIRECT,FM-0409,historical direct lineage preserved
INV-031:LED-001,YES,DIRECT,FM-0410,historical direct lineage preserved
INV-031:LED-002,YES,DIRECT,FM-0411,historical direct lineage preserved
INV-031:CLM-001,YES,DIRECT,FM-0412,historical direct lineage preserved
INV-031:AXS-001,YES,DIRECT,FM-0413,historical direct lineage preserved
INV-031:CAU-001,YES,DIRECT,FM-0414,historical direct lineage preserved
INV-031:CAU-002,YES,DIRECT,FM-0415,historical direct lineage preserved
INV-031:CAU-003,YES,DIRECT,FM-0416,historical direct lineage preserved
INV-031:FCT-001,YES,DIRECT,FM-0417,historical direct lineage preserved
INV-032:LED-001,YES,DIRECT,FM-0418,historical direct lineage preserved
INV-032:LED-002,YES,DIRECT,FM-0419,historical direct lineage preserved
INV-032:LED-003,YES,DIRECT,FM-0420,historical direct lineage preserved
INV-032:CLM-001,YES,DIRECT,FM-0421,historical direct lineage preserved
INV-032:AXS-001,YES,DIRECT,FM-0422,historical direct lineage preserved
INV-032:AXS-002,YES,DIRECT,FM-0423,historical direct lineage preserved
INV-032:CAU-001,YES,DIRECT,FM-0424,historical direct lineage preserved
INV-032:CAU-002,YES,DIRECT,FM-0425,historical direct lineage preserved
INV-032:CAU-003,YES,DIRECT,FM-0426,historical direct lineage preserved
INV-032:FCT-001,YES,DIRECT,FM-0427,historical direct lineage preserved
INV-032:FCT-002,YES,DIRECT,FM-0428,historical direct lineage preserved
INV-033:LED-001,YES,DIRECT,FM-0429,historical direct lineage preserved
INV-033:LED-002,YES,DIRECT,FM-0430,historical direct lineage preserved
INV-033:LED-003,YES,DIRECT,FM-0431,historical direct lineage preserved
INV-033:CLM-001,YES,DIRECT,FM-0432,historical direct lineage preserved
INV-033:AXS-001,YES,DIRECT,FM-0433,historical direct lineage preserved
INV-033:AXS-002,YES,DIRECT,FM-0434,historical direct lineage preserved
INV-033:CAU-001,YES,DIRECT,FM-0435,historical direct lineage preserved
INV-033:CAU-002,YES,DIRECT,FM-0436,historical direct lineage preserved
INV-033:CAU-003,YES,DIRECT,FM-0437,historical direct lineage preserved
INV-033:FCT-001,YES,DIRECT,FM-0438,historical direct lineage preserved
INV-033:FCT-002,YES,DIRECT,FM-0439,historical direct lineage preserved
INV-033:FCT-003,YES,DIRECT,FM-0440,historical direct lineage preserved
INV-034:LED-001,YES,DIRECT,FM-0441,historical direct lineage preserved
INV-034:LED-002,YES,DIRECT,FM-0442,historical direct lineage preserved
INV-034:LED-003,YES,DIRECT,FM-0443,historical direct lineage preserved
INV-034:CLM-001,YES,DIRECT,FM-0444,historical direct lineage preserved
INV-034:CLM-002,YES,DIRECT,FM-0445,historical direct lineage preserved
INV-034:AXS-001,YES,DIRECT,FM-0446,historical direct lineage preserved
INV-034:AXS-002,YES,DIRECT,FM-0447,historical direct lineage preserved
INV-034:AXS-003,YES,DIRECT,FM-0448,historical direct lineage preserved
INV-034:CAU-001,YES,DIRECT,FM-0449,historical direct lineage preserved
INV-034:CAU-002,YES,DIRECT,FM-0450,historical direct lineage preserved
INV-034:CAU-003,YES,DIRECT,FM-0451,historical direct lineage preserved
INV-034:FCT-001,YES,DIRECT,FM-0452,historical direct lineage preserved
INV-034:FCT-002,YES,DIRECT,FM-0453,historical direct lineage preserved
INV-034:FCT-003,YES,DIRECT,FM-0454,historical direct lineage preserved
INV-034:FCT-004,YES,DIRECT,FM-0455,historical direct lineage preserved
INV-034:FCT-005,YES,DIRECT,FM-0456,historical direct lineage preserved
INV-034:FCT-006,YES,DIRECT,FM-0457,historical direct lineage preserved
INV-035:LED-001,YES,DIRECT,FM-0458,historical direct lineage preserved
INV-035:LED-002,YES,DIRECT,FM-0459,historical direct lineage preserved
INV-035:LED-003,YES,DIRECT,FM-0460,historical direct lineage preserved
INV-035:CLM-001,YES,DIRECT,FM-0461,historical direct lineage preserved
INV-035:CLM-002,YES,DIRECT,FM-0462,historical direct lineage preserved
INV-035:AXS-001,YES,DIRECT,FM-0463,historical direct lineage preserved
INV-035:AXS-002,YES,DIRECT,FM-0464,historical direct lineage preserved
INV-035:CAU-001,YES,DIRECT,FM-0465,historical direct lineage preserved
INV-035:CAU-002,YES,DIRECT,FM-0466,historical direct lineage preserved
INV-035:CAU-003,YES,DIRECT,FM-0467,historical direct lineage preserved
INV-035:FCT-001,YES,DIRECT,FM-0468,historical direct lineage preserved
INV-035:FCT-002,YES,DIRECT,FM-0469,historical direct lineage preserved
INV-035:FCT-003,YES,DIRECT,FM-0470,historical direct lineage preserved
INV-035:FCT-004,YES,DIRECT,FM-0471,historical direct lineage preserved
INV-036:CLM-001,YES,DIRECT,FM-0472,historical direct lineage preserved
INV-036:CLM-002,YES,DIRECT,FM-0473,historical direct lineage preserved
INV-036:CLM-003,YES,DIRECT,FM-0474,historical direct lineage preserved
INV-036:CLM-004,YES,DIRECT,FM-0475,historical direct lineage preserved
INV-036:AXS-001,YES,DIRECT,FM-0476,historical direct lineage preserved
INV-036:AXS-002,YES,DIRECT,FM-0477,historical direct lineage preserved
INV-036:AXS-003,YES,DIRECT,FM-0478,historical direct lineage preserved
INV-036:CAU-001,YES,DIRECT,FM-0479,historical direct lineage preserved
INV-036:CAU-002,YES,DIRECT,FM-0480,historical direct lineage preserved
INV-036:CAU-003,YES,DIRECT,FM-0481,historical direct lineage preserved
INV-036:FCT-001,YES,DIRECT,FM-0482,historical direct lineage preserved
INV-036:FCT-002,YES,DIRECT,FM-0483,historical direct lineage preserved
INV-036:FCT-003,YES,DIRECT,FM-0484,historical direct lineage preserved
INV-036:FCT-004,YES,DIRECT,FM-0485,historical direct lineage preserved
INV-036:FCT-005,YES,DIRECT,FM-0486,historical direct lineage preserved
INV-036:FCT-006,YES,DIRECT,FM-0487,historical direct lineage preserved
INV-036:FCT-007,YES,DIRECT,FM-0488,historical direct lineage preserved
INV-036:FCT-008,YES,DIRECT,FM-0489,historical direct lineage preserved
INV-036:FCT-009,YES,DIRECT,FM-0490,historical direct lineage preserved
INV-036:FCT-010,YES,DIRECT,FM-0491,historical direct lineage preserved
INV-036:FCT-011,YES,DIRECT,FM-0492,historical direct lineage preserved
INV-036:FCT-012,YES,DIRECT,FM-0493,historical direct lineage preserved
INV-036:FCT-013,YES,DIRECT,FM-0494,historical direct lineage preserved
INV-036:FCT-014,YES,DIRECT,FM-0495,historical direct lineage preserved
INV-036:FCT-015,YES,DIRECT,FM-0496,historical direct lineage preserved
INV-037:CLM-001,YES,DIRECT,FM-0497,historical direct lineage preserved
INV-037:CLM-002,YES,DIRECT,FM-0498,historical direct lineage preserved
INV-037:CLM-003,YES,DIRECT,FM-0499,historical direct lineage preserved
INV-037:CLM-004,YES,DIRECT,FM-0500,historical direct lineage preserved
INV-037:AXS-001,YES,DIRECT,FM-0501,historical direct lineage preserved
INV-037:AXS-002,YES,DIRECT,FM-0502,historical direct lineage preserved
INV-037:AXS-003,YES,DIRECT,FM-0503,historical direct lineage preserved
INV-037:AXS-004,YES,DIRECT,FM-0504,historical direct lineage preserved
INV-037:AXS-005,YES,DIRECT,FM-0505,historical direct lineage preserved
INV-037:AXS-006,YES,DIRECT,FM-0506,historical direct lineage preserved
INV-037:CAU-001,YES,DIRECT,FM-0507,historical direct lineage preserved
INV-037:CAU-002,YES,DIRECT,FM-0508,historical direct lineage preserved
INV-037:CAU-003,YES,DIRECT,FM-0509,historical direct lineage preserved
INV-037:FCT-001,YES,DIRECT,FM-0510,historical direct lineage preserved
INV-037:FCT-002,YES,DIRECT,FM-0511,historical direct lineage preserved
INV-037:FCT-003,YES,DIRECT,FM-0512,historical direct lineage preserved
INV-037:FCT-004,YES,DIRECT,FM-0513,historical direct lineage preserved
INV-037:FCT-005,YES,DIRECT,FM-0514,historical direct lineage preserved
INV-037:FCT-006,YES,DIRECT,FM-0515,historical direct lineage preserved
INV-037:FCT-007,YES,DIRECT,FM-0516,historical direct lineage preserved
INV-037:FCT-008,YES,DIRECT,FM-0517,historical direct lineage preserved
INV-038:LED-001,YES,DIRECT,FM-0518,historical direct lineage preserved
INV-038:CLM-001,YES,DIRECT,FM-0519,historical direct lineage preserved
INV-038:CLM-002,YES,DIRECT,FM-0520,historical direct lineage preserved
INV-038:CLM-003,YES,DIRECT,FM-0521,historical direct lineage preserved
INV-038:AXS-001,YES,DIRECT,FM-0522,historical direct lineage preserved
INV-038:AXS-002,YES,DIRECT,FM-0523,historical direct lineage preserved
INV-038:CAU-001,YES,DIRECT,FM-0524,historical direct lineage preserved
INV-038:CAU-002,YES,DIRECT,FM-0525,historical direct lineage preserved
INV-038:FCT-001,YES,DIRECT,FM-0526,historical direct lineage preserved
INV-038:FCT-002,YES,DIRECT,FM-0527,historical direct lineage preserved
INV-038:FCT-003,YES,DIRECT,FM-0528,historical direct lineage preserved
INV-038:FCT-004,YES,DIRECT,FM-0529,historical direct lineage preserved
INV-038:FCT-005,YES,DIRECT,FM-0530,historical direct lineage preserved
INV-038:FCT-006,YES,DIRECT,FM-0531,historical direct lineage preserved
INV-038:FCT-007,YES,DIRECT,FM-0532,historical direct lineage preserved
INV-039:LED-001,YES,DIRECT,FM-0533,historical direct lineage preserved
INV-039:LED-002,YES,DIRECT,FM-0534,historical direct lineage preserved
INV-039:CLM-001,YES,DIRECT,FM-0535,historical direct lineage preserved
INV-039:CLM-002,YES,DIRECT,FM-0536,historical direct lineage preserved
INV-039:AXS-001,YES,DIRECT,FM-0537,historical direct lineage preserved
INV-039:AXS-002,YES,DIRECT,FM-0538,historical direct lineage preserved
INV-039:CAU-001,YES,DIRECT,FM-0539,historical direct lineage preserved
INV-039:FCT-001,YES,DIRECT,FM-0540,historical direct lineage preserved
INV-039:FCT-002,YES,DIRECT,FM-0541,historical direct lineage preserved
INV-039:FCT-003,YES,DIRECT,FM-0542,historical direct lineage preserved
INV-039:FCT-004,YES,DIRECT,FM-0543,historical direct lineage preserved
INV-039:FCT-005,YES,DIRECT,FM-0544,historical direct lineage preserved
INV-039:FCT-006,YES,DIRECT,FM-0545,historical direct lineage preserved
INV-040:LED-001,YES,DIRECT,FM-0546,historical direct lineage preserved
INV-040:CLM-001,YES,DIRECT,FM-0547,historical direct lineage preserved
INV-040:CLM-002,YES,DIRECT,FM-0548,historical direct lineage preserved
INV-040:CLM-003,YES,DIRECT,FM-0549,historical direct lineage preserved
INV-040:AXS-001,YES,DIRECT,FM-0550,historical direct lineage preserved
INV-040:AXS-002,YES,DIRECT,FM-0551,historical direct lineage preserved
INV-040:CAU-001,YES,DIRECT,FM-0552,historical direct lineage preserved
INV-040:CAU-002,YES,DIRECT,FM-0553,historical direct lineage preserved
INV-040:FCT-001,YES,DIRECT,FM-0554,historical direct lineage preserved
INV-040:FCT-002,YES,DIRECT,FM-0555,historical direct lineage preserved
INV-040:FCT-003,YES,DIRECT,FM-0556,historical direct lineage preserved
INV-040:FCT-004,YES,DIRECT,FM-0557,historical direct lineage preserved
INV-040:FCT-005,YES,DIRECT,FM-0558,historical direct lineage preserved
INV-040:FCT-006,YES,DIRECT,FM-0559,historical direct lineage preserved
INV-040:FCT-007,YES,DIRECT,FM-0560,historical direct lineage preserved
INV-041:LED-001,YES,DIRECT,FM-0561,historical direct lineage preserved
INV-041:LED-002,YES,DIRECT,FM-0562,historical direct lineage preserved
INV-041:LED-003,YES,DIRECT,FM-0563,historical direct lineage preserved
INV-041:LED-004,YES,DIRECT,FM-0564,historical direct lineage preserved
INV-041:LED-005,YES,DIRECT,FM-0565,historical direct lineage preserved
INV-041:CLM-001,YES,DIRECT,FM-0566,historical direct lineage preserved
INV-041:AXS-001,YES,DIRECT,FM-0567,historical direct lineage preserved
INV-041:CAU-001,YES,DIRECT,FM-0568,historical direct lineage preserved
INV-041:FCT-001,YES,DIRECT,FM-0569,historical direct lineage preserved
INV-041:FCT-002,YES,DIRECT,FM-0570,historical direct lineage preserved
INV-041:FCT-003,YES,DIRECT,FM-0571,historical direct lineage preserved
INV-041:FCT-004,YES,DIRECT,FM-0572,historical direct lineage preserved
INV-041:FCT-005,YES,DIRECT,FM-0573,historical direct lineage preserved
INV-041:FCT-006,YES,DIRECT,FM-0574,historical direct lineage preserved
INV-041:FCT-007,YES,DIRECT,FM-0575,historical direct lineage preserved
INV-041:FCT-008,YES,DIRECT,FM-0576,historical direct lineage preserved
INV-041:FCT-009,YES,DIRECT,FM-0577,historical direct lineage preserved
INV-042:CLM-001,YES,DIRECT,FM-0578,historical direct lineage preserved
INV-042:CLM-002,YES,DIRECT,FM-0579,historical direct lineage preserved
INV-042:CLM-003,YES,DIRECT,FM-0580,historical direct lineage preserved
INV-042:CLM-004,YES,DIRECT,FM-0581,historical direct lineage preserved
INV-042:AXS-001,YES,DIRECT,FM-0582,historical direct lineage preserved
INV-042:AXS-002,YES,DIRECT,FM-0583,historical direct lineage preserved
INV-042:AXS-003,YES,DIRECT,FM-0584,historical direct lineage preserved
INV-042:CAU-001,YES,DIRECT,FM-0585,historical direct lineage preserved
INV-042:CAU-002,YES,DIRECT,FM-0586,historical direct lineage preserved
INV-042:CAU-003,YES,DIRECT,FM-0587,historical direct lineage preserved
INV-042:FCT-001,YES,DIRECT,FM-0588,historical direct lineage preserved
INV-042:FCT-002,YES,DIRECT,FM-0589,historical direct lineage preserved
INV-042:FCT-003,YES,DIRECT,FM-0590,historical direct lineage preserved
INV-042:FCT-004,YES,DIRECT,FM-0591,historical direct lineage preserved
INV-042:FCT-005,YES,DIRECT,FM-0592,historical direct lineage preserved
INV-042:FCT-006,YES,DIRECT,FM-0593,historical direct lineage preserved
INV-042:FCT-007,YES,DIRECT,FM-0594,historical direct lineage preserved
INV-042:FCT-008,YES,DIRECT,FM-0595,historical direct lineage preserved
INV-043:CLM-001,YES,DIRECT,FM-0596,historical direct lineage preserved
INV-043:CLM-002,YES,DIRECT,FM-0597,historical direct lineage preserved
INV-043:CLM-003,YES,DIRECT,FM-0598,historical direct lineage preserved
INV-043:CLM-004,YES,DIRECT,FM-0599,historical direct lineage preserved
INV-043:AXS-001,YES,DIRECT,FM-0600,historical direct lineage preserved
INV-043:AXS-002,YES,DIRECT,FM-0601,historical direct lineage preserved
INV-043:AXS-003,YES,DIRECT,FM-0602,historical direct lineage preserved
INV-043:AXS-004,YES,DIRECT,FM-0603,historical direct lineage preserved
INV-043:CAU-001,YES,DIRECT,FM-0604,historical direct lineage preserved
INV-043:CAU-002,YES,DIRECT,FM-0605,historical direct lineage preserved
INV-043:CAU-003,YES,DIRECT,FM-0606,historical direct lineage preserved
INV-043:FCT-001,YES,DIRECT,FM-0607,historical direct lineage preserved
INV-043:FCT-002,YES,DIRECT,FM-0608,historical direct lineage preserved
INV-043:FCT-003,YES,DIRECT,FM-0609,historical direct lineage preserved
INV-043:FCT-004,YES,DIRECT,FM-0610,historical direct lineage preserved
INV-043:FCT-005,YES,DIRECT,FM-0611,historical direct lineage preserved
INV-043:FCT-006,YES,DIRECT,FM-0612,historical direct lineage preserved
INV-044:CLM-001,YES,DIRECT,FM-0613,historical direct lineage preserved
INV-044:CLM-002,YES,DIRECT,FM-0614,historical direct lineage preserved
INV-044:CLM-003,YES,DIRECT,FM-0615,historical direct lineage preserved
INV-044:CLM-004,YES,DIRECT,FM-0616,historical direct lineage preserved
INV-044:CLM-005,YES,DIRECT,FM-0617,historical direct lineage preserved
INV-044:CLM-006,YES,DIRECT,FM-0618,historical direct lineage preserved
INV-044:AXS-001,YES,DIRECT,FM-0619,historical direct lineage preserved
INV-044:AXS-002,YES,DIRECT,FM-0620,historical direct lineage preserved
INV-044:AXS-003,YES,DIRECT,FM-0621,historical direct lineage preserved
INV-044:AXS-004,YES,DIRECT,FM-0622,historical direct lineage preserved
INV-044:CAU-001,YES,DIRECT,FM-0623,historical direct lineage preserved
INV-044:CAU-002,YES,DIRECT,FM-0624,historical direct lineage preserved
INV-044:CAU-003,YES,DIRECT,FM-0625,historical direct lineage preserved
INV-044:FCT-001,YES,DIRECT,FM-0626,historical direct lineage preserved
INV-044:FCT-002,YES,DIRECT,FM-0627,historical direct lineage preserved
INV-044:FCT-003,YES,DIRECT,FM-0628,historical direct lineage preserved
INV-044:FCT-004,YES,DIRECT,FM-0629,historical direct lineage preserved
INV-044:FCT-005,YES,DIRECT,FM-0630,historical direct lineage preserved
INV-044:FCT-006,YES,DIRECT,FM-0631,historical direct lineage preserved
INV-044:FCT-007,YES,DIRECT,FM-0632,historical direct lineage preserved
INV-045:LED-001,YES,DIRECT,FM-0633,historical direct lineage preserved
INV-045:CLM-001,YES,DIRECT,FM-0634,historical direct lineage preserved
INV-045:CLM-002,YES,DIRECT,FM-0635,historical direct lineage preserved
INV-045:CLM-003,YES,DIRECT,FM-0636,historical direct lineage preserved
INV-045:AXS-001,YES,DIRECT,FM-0637,historical direct lineage preserved
INV-045:AXS-002,YES,DIRECT,FM-0638,historical direct lineage preserved
INV-045:AXS-003,YES,DIRECT,FM-0639,historical direct lineage preserved
INV-045:CAU-001,YES,DIRECT,FM-0640,historical direct lineage preserved
INV-045:CAU-002,YES,DIRECT,FM-0641,historical direct lineage preserved
INV-045:FCT-001,YES,DIRECT,FM-0642,historical direct lineage preserved
INV-045:FCT-002,YES,DIRECT,FM-0643,historical direct lineage preserved
INV-045:FCT-003,YES,DIRECT,FM-0644,historical direct lineage preserved
INV-045:FCT-004,YES,DIRECT,FM-0645,historical direct lineage preserved
INV-045:FCT-005,YES,DIRECT,FM-0646,historical direct lineage preserved
INV-045:FCT-006,YES,DIRECT,FM-0647,historical direct lineage preserved
INV-045:FCT-007,YES,DIRECT,FM-0648,historical direct lineage preserved
INV-045:FCT-008,YES,DIRECT,FM-0649,historical direct lineage preserved
INV-045:FCT-009,YES,DIRECT,FM-0650,historical direct lineage preserved
INV-045:FCT-010,YES,DIRECT,FM-0651,historical direct lineage preserved
INV-NEW-01#FCT-01,YES,MERGED,FM-0652,R2 v3 material object merged into current-state forensic item
INV-NEW-01#FCT-02,YES,MERGED,FM-0652,R2 v3 material object merged into current-state forensic item
INV-NEW-01#FCT-03,YES,MERGED,FM-0652,R2 v3 material object merged into current-state forensic item
INV-NEW-01#FCT-04,YES,MERGED,FM-0652,R2 v3 material object merged into current-state forensic item
INV-NEW-01#FCT-05,YES,MERGED,FM-0655,R2 v3 material object merged into current-state forensic item
INV-NEW-01#CTRL-01,YES,MERGED,FM-0655,R2 v3 material object merged into current-state forensic item
INV-NEW-01#CTRL-02,YES,MERGED,FM-0655,R2 v3 material object merged into current-state forensic item
INV-NEW-01#CTRL-03,YES,MERGED,FM-0655,R2 v3 material object merged into current-state forensic item
INV-NEW-02#FCT-01,YES,MERGED,FM-0207,R2 v3 material object merged into current-state forensic item
INV-NEW-02#FCT-02,YES,MERGED,FM-0207,R2 v3 material object merged into current-state forensic item
INV-NEW-02#FCT-03,YES,MERGED,FM-0207,R2 v3 material object merged into current-state forensic item
INV-NEW-02#FCT-04,YES,MERGED,FM-0207,R2 v3 material object merged into current-state forensic item
INV-NEW-02#FCT-05,YES,MERGED,FM-0207,R2 v3 material object merged into current-state forensic item
INV-NEW-03#FCT-H0-01,YES,MERGED,FM-0653,R2 v3 material object merged into current-state forensic item
INV-NEW-03#FCT-H0-02,YES,MERGED,FM-0653,R2 v3 material object merged into current-state forensic item
INV-NEW-03#FCT-H0-03,YES,MERGED,FM-0657,R2 v3 material object merged into current-state forensic item
INV-NEW-03#FCT-H0-04,YES,MERGED,FM-0657,R2 v3 material object merged into current-state forensic item
INV-NEW-03#FCT-H0-05,YES,MERGED,FM-0657,R2 v3 material object merged into current-state forensic item
INV-NEW-03#CTRL-H0-01,YES,MERGED,FM-0657,R2 v3 material object merged into current-state forensic item
INV-NEW-03#CTRL-H0-02,YES,MERGED,FM-0657,R2 v3 material object merged into current-state forensic item
INV-NEW-03#CTRL-H0-03,YES,MERGED,FM-0657,R2 v3 material object merged into current-state forensic item
INV-NEW-03#CTRL-H0-04,YES,MERGED,FM-0657,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0336,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0339,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0340,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0006,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0004,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0578,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0581,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0548,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0553,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0062,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0017,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0053,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0093,YES,MERGED,FM-0093,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0005,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0254,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0255,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0207,YES,MERGED,FM-0207,R2 v3 material object merged into current-state forensic item
INV-NEW-04#C-FM-0132,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
T2-R2#R2-001,YES,MERGED,FM-0652,R2 v3 material object merged into current-state forensic item
T2-R2#R2-002,YES,MERGED,FM-0093,R2 v3 material object merged into current-state forensic item
T2-R2#R2-003,YES,MERGED,FM-0207,R2 v3 material object merged into current-state forensic item
T2-R2#R2-004,YES,MERGED,FM-0653,R2 v3 material object merged into current-state forensic item
T2-R2#R2-005,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
T2-R2#R2-006,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
T2-R2#R2-007,YES,MERGED,FM-0654,R2 v3 material object merged into current-state forensic item
T2-R2#R2-008,YES,MERGED,FM-0652,R2 v3 material object merged into current-state forensic item
T2-R2#R2-009,YES,MERGED,FM-0653,R2 v3 material object merged into current-state forensic item
T2-R2#R2-010,YES,MERGED,FM-0655,R2 v3 material object merged into current-state forensic item
T2-R2#R2-011,YES,MERGED,FM-0093,R2 v3 material object merged into current-state forensic item
T2-R2#R2-012,YES,MERGED,FM-0656,R2 v3 material object merged into current-state forensic item
T2-R2#R2-013,YES,MERGED,FM-0657,R2 v3 material object merged into current-state forensic item
