claim_id,forensic_id,raw_kind,origin_refs,source_status,current_epi,disposition,support_fct_count,unique_source_urls,unique_source_families,primary_source_signal,quantitative_signal,causal_signal,e4_design_signal,evidence_level,classification_reason,scope,scope_reason
C-FM-0186,FM-0186,CLM,INV-017:CLM-001,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0187,FM-0187,CLM,INV-017:CLM-002,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0192,FM-0192,CAU,INV-017:CAU-001,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,NO,YES,NO,E1,R6 mechanism described without quantitative/design support,OTHER,no safe geographic inference
C-FM-0193,FM-0193,CAU,INV-017:CAU-002,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,NO,YES,NO,E1,R6 mechanism described without quantitative/design support,OTHER,no safe geographic inference
C-FM-0194,FM-0194,FCT,INV-017:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0195,FM-0195,FCT,INV-017:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0196,FM-0196,FCT,INV-017:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0197,FM-0197,FCT,INV-017:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0198,FM-0198,FCT,INV-017:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0199,FM-0199,FCT,INV-017:FCT-006,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0200,FM-0200,FCT,INV-017:FCT-007,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0201,FM-0201,FCT,INV-017:FCT-008,FACT,FACT,RESOLVED,1,1,1,NO,NO,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0205,FM-0205,CLM,INV-018:CLM-001,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0206,FM-0206,CLM,INV-018:CLM-002,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0207,FM-0207,CLM,INV-018:CLM-003,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0210,FM-0210,CAU,INV-018:CAU-001,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,NO,YES,NO,E1,R6 mechanism described without quantitative/design support,OTHER,no safe geographic inference
C-FM-0211,FM-0211,CAU,INV-018:CAU-002,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0212,FM-0212,FCT,INV-018:FCT-001,FACT,FACT,RESOLVED,1,1,2,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0213,FM-0213,FCT,INV-018:FCT-002,FACT,FACT,RESOLVED,1,1,2,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0214,FM-0214,FCT,INV-018:FCT-003,FACT,FACT,RESOLVED,1,1,2,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0215,FM-0215,FCT,INV-018:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0216,FM-0216,FCT,INV-018:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0217,FM-0217,FCT,INV-018:FCT-006,FACT,FACT,RESOLVED,1,1,2,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0221,FM-0221,CLM,INV-019:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,NO,NO,NO,E1,R9 documentary claim without stronger quantitative/corroborative basis,OTHER,no safe geographic inference
C-FM-0222,FM-0222,CLM,INV-019:CLM-002,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,NO,NO,NO,E1,R9 documentary claim without stronger quantitative/corroborative basis,LOCAL,local institution/site keyword
C-FM-0225,FM-0225,CAU,INV-019:CAU-001,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0226,FM-0226,CAU,INV-019:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,LOCAL,local institution/site keyword
C-FM-0227,FM-0227,CAU,INV-019:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,NO,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0228,FM-0228,FCT,INV-019:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0229,FM-0229,FCT,INV-019:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0230,FM-0230,FCT,INV-019:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0231,FM-0231,FCT,INV-019:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0232,FM-0232,FCT,INV-019:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0236,FM-0236,CLM,INV-020:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0237,FM-0237,CLM,INV-020:CLM-002,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0238,FM-0238,CLM,INV-020:CLM-003,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0239,FM-0239,CLM,INV-020:CLM-004,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,NO,NO,NO,E1,R9 documentary claim without stronger quantitative/corroborative basis,OTHER,no safe geographic inference
C-FM-0242,FM-0242,CAU,INV-020:CAU-001,SATURATED,INFERENCE,RESOLVED,1,1,1,YES,NO,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0243,FM-0243,CAU,INV-020:CAU-002,SATURATED,INFERENCE,RESOLVED,1,1,1,YES,NO,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0244,FM-0244,CAU,INV-020:CAU-003,SATURATED,INFERENCE,RESOLVED,1,1,1,YES,NO,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0245,FM-0245,FCT,INV-020:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0246,FM-0246,FCT,INV-020:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0247,FM-0247,FCT,INV-020:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0248,FM-0248,FCT,INV-020:FCT-004,FACT,FACT,RESOLVED,1,1,1,YES,NO,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0249,FM-0249,FCT,INV-020:FCT-005,FACT,FACT,RESOLVED,1,1,1,YES,NO,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0254,FM-0254,CLM,INV-021:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0255,FM-0255,CLM,INV-021:CLM-002,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0259,FM-0259,CAU,INV-021:CAU-001,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,LOCAL,local institution/site keyword
C-FM-0260,FM-0260,CAU,INV-021:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,NATIONAL,explicit France/national keyword
C-FM-0261,FM-0261,CAU,INV-021:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0262,FM-0262,FCT,INV-021:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0263,FM-0263,FCT,INV-021:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0264,FM-0264,FCT,INV-021:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0265,FM-0265,FCT,INV-021:FCT-004,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0269,FM-0269,CLM,INV-022:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0272,FM-0272,CAU,INV-022:CAU-001,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0273,FM-0273,CAU,INV-022:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,LOCAL,local institution/site keyword
C-FM-0274,FM-0274,CAU,INV-022:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,LOCAL,local institution/site keyword
C-FM-0275,FM-0275,FCT,INV-022:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0276,FM-0276,FCT,INV-022:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0277,FM-0277,FCT,INV-022:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0278,FM-0278,FCT,INV-022:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0279,FM-0279,FCT,INV-022:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0280,FM-0280,FCT,INV-022:FCT-006,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0286,FM-0286,CLM,INV-023:CLM-001,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0287,FM-0287,CLM,INV-023:CLM-002,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0288,FM-0288,CLM,INV-023:CLM-003,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,NATIONAL,explicit France/national keyword
C-FM-0289,FM-0289,CLM,INV-023:CLM-004,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0290,FM-0290,CLM,INV-023:CLM-005,SUPPORTED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0296,FM-0296,CAU,INV-023:CAU-001,SATURATED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0297,FM-0297,CAU,INV-023:CAU-002,SATURATED,INFERENCE,RESOLVED,1,1,2,YES,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,NATIONAL,explicit France/national keyword
C-FM-0298,FM-0298,FCT,INV-023:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0299,FM-0299,FCT,INV-023:FCT-002,FACT,FACT,RESOLVED,1,1,3,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0300,FM-0300,FCT,INV-023:FCT-003,FACT,FACT,RESOLVED,1,1,2,YES,YES,NO,NO,E3,R7 primary act/contract/register directly establishes the bounded fact/relation,NATIONAL,explicit France/national keyword
C-FM-0301,FM-0301,FCT,INV-023:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0302,FM-0302,FCT,INV-023:FCT-005,FACT,FACT,RESOLVED,1,1,3,YES,YES,NO,NO,E3,R7 primary act/contract/register directly establishes the bounded fact/relation,NATIONAL,explicit France/national keyword
C-FM-0306,FM-0306,CLM,INV-024:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0307,FM-0307,CLM,INV-024:CLM-002,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0311,FM-0311,CAU,INV-024:CAU-001,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0312,FM-0312,CAU,INV-024:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0313,FM-0313,CAU,INV-024:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0314,FM-0314,FCT,INV-024:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0315,FM-0315,FCT,INV-024:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0316,FM-0316,FCT,INV-024:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0317,FM-0317,FCT,INV-024:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0321,FM-0321,CLM,INV-025:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0322,FM-0322,CLM,INV-025:CLM-002,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0325,FM-0325,CAU,INV-025:CAU-001,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0326,FM-0326,CAU,INV-025:CAU-002,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0327,FM-0327,CAU,INV-025:CAU-003,SUPPORTED,INFERENCE,RESOLVED,1,1,1,NO,YES,YES,NO,E2,R6 association/mechanism supported descriptively; no causal attribution right,OTHER,no safe geographic inference
C-FM-0328,FM-0328,FCT,INV-025:FCT-001,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0329,FM-0329,FCT,INV-025:FCT-002,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0330,FM-0330,FCT,INV-025:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0331,FM-0331,FCT,INV-025:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0336,FM-0336,CLM,INV-026:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0337,FM-0337,CLM,INV-026:CLM-002,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,NATIONAL,explicit France/national keyword
C-FM-0338,FM-0338,CLM,INV-026:CLM-003,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,NATIONAL,explicit France/national keyword
C-FM-0339,FM-0339,CLM,INV-026:CLM-004,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0340,FM-0340,CLM,INV-026:CLM-005,SATURATED,INFERENCE,RESOLVED,1,1,2,YES,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,NATIONAL,explicit France/national keyword
C-FM-0341,FM-0341,CLM,INV-026:CLM-006,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0348,FM-0348,AXS,INV-026:AXS-007,N/A,UNKNOWN,DEPRIORITIZED,0,0,0,NO,NO,NO,NO,E1,R1 non-finding/documentary gap only; underlying proposition remains UNKNOWN,OTHER,no safe geographic inference
C-FM-0349,FM-0349,CAU,INV-026:CAU-001;INV-023:FCT-003;INV-023:FCT-004;INV-007:FCT-003,GAP,BOUNDED,RESOLVED,4,3,4,YES,NO,YES,NO,E3,R6 causal/mechanism claim constrained by multiple supports plus chronology/pre-decision/confounder evidence; causal generalisation remains bounded,OTHER,no safe geographic inference
C-FM-0350,FM-0350,FCT,INV-026:FCT-001,FACT,FACT,RESOLVED,1,1,2,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0351,FM-0351,FCT,INV-026:FCT-002,FACT,FACT,RESOLVED,1,1,2,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0352,FM-0352,FCT,INV-026:FCT-003,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E3,R7 primary act/contract/register directly establishes the bounded fact/relation,LOCAL,local institution/site keyword
C-FM-0353,FM-0353,FCT,INV-026:FCT-004,FACT,FACT,RESOLVED,1,1,2,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0354,FM-0354,FCT,INV-026:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0355,FM-0355,FCT,INV-026:FCT-006,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E3,R7 primary act/contract/register directly establishes the bounded fact/relation,OTHER,no safe geographic inference
C-FM-0356,FM-0356,FCT,INV-026:FCT-007,FACT,FACT,RESOLVED,1,1,2,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,LOCAL,local institution/site keyword
C-FM-0361,FM-0361,CLM,INV-027:CLM-001,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0362,FM-0362,CLM,INV-027:CLM-002,SATURATED,INFERENCE,RESOLVED,1,1,2,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,NATIONAL,explicit France/national keyword
C-FM-0363,FM-0363,CLM,INV-027:CLM-003,SATURATED,INFERENCE,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,NATIONAL,explicit France/national keyword
C-FM-0364,FM-0364,CLM,INV-027:CLM-004,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,OTHER,no safe geographic inference
C-FM-0365,FM-0365,CLM,INV-027:CLM-005,SATURATED,INFERENCE,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,NATIONAL,explicit France/national keyword
C-FM-0366,FM-0366,CLM,INV-027:CLM-006,SATURATED,INFERENCE,RESOLVED,0,0,0,NO,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,LOCAL,local institution/site keyword
C-FM-0373,FM-0373,AXS,INV-027:AXS-007,N/A,UNKNOWN,DEPRIORITIZED,0,0,0,NO,NO,NO,NO,E1,R1 non-finding/documentary gap only; underlying proposition remains UNKNOWN,OTHER,no safe geographic inference
C-FM-0374,FM-0374,CAU,INV-027:CAU-001;INV-023:FCT-003;INV-023:FCT-004;INV-007:FCT-003,GAP,BOUNDED,RESOLVED,5,4,4,YES,NO,YES,NO,E3,R6 causal/mechanism claim constrained by multiple supports plus chronology/pre-decision/confounder evidence; causal generalisation remains bounded,OTHER,no safe geographic inference
C-FM-0375,FM-0375,FCT,INV-027:FCT-001,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E3,R7 primary act/contract/register directly establishes the bounded fact/relation,OTHER,no safe geographic inference
C-FM-0376,FM-0376,FCT,INV-027:FCT-002,FACT,FACT,RESOLVED,1,1,2,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0377,FM-0377,FCT,INV-027:FCT-003,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0378,FM-0378,FCT,INV-027:FCT-004,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,NATIONAL,explicit France/national keyword
C-FM-0379,FM-0379,FCT,INV-027:FCT-005,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0380,FM-0380,FCT,INV-027:FCT-006,FACT,FACT,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0381,FM-0381,FCT,INV-027:FCT-007,FACT,FACT,RESOLVED,1,1,1,NO,YES,NO,NO,E2,R8 concrete descriptive/quantitative observation; no causal upgrade,OTHER,no safe geographic inference
C-FM-0384,FM-0384,CLM,INV-028:CLM-001;INV-023:FCT-003;INV-023:FCT-005,GAP,FALSIFIED,FALSIFIED,3,2,3,YES,YES,NO,NO,E3,R2 falsification/supersession supported by primary or convergent evidence,LOCAL,local institution/site keyword
C-FM-0385,FM-0385,CLM,INV-028:CLM-002,SATURATED,INFERENCE,RESOLVED,1,1,1,YES,YES,NO,NO,E2,R9 claim supported by descriptive evidence; association/observation only,NATIONAL,explicit France/national keyword
C-FM-0388,FM-0388,AXS,INV-028:AXS-003,N/A,UNKNOWN,DEPRIORITIZED,0,0,0,NO,NO,NO,NO,E1,R1 non-finding/documentary gap only; underlying proposition remains UNKNOWN,OTHER,no safe geographic inference
