inv	file	src_id	tier	family	ref	title	date	url
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-001	◈	fam:A	VIGINUM-RRN-2023	VIGINUM — RRN : une campagne numérique de manipulation de l’information complexe et persistante	2023-06-13	https://www.sgdsn.gouv.fr/viginum/publications/rrn-une-campagne-numerique-de-manipulation-de-linformation-complexe-et
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-002	◈	fam:A	VIGINUM-PORTAL-KOMBAT-2-2024	VIGINUM — Portal Kombat : suite des investigations sur le réseau structuré et coordonné	2024-02-14	https://www.sgdsn.gouv.fr/viginum/publications/portal-kombat-suite-des-investigations-sur-le-reseau-structure-et-coordonne-de
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-003	◈	fam:A	VIGINUM-PORTAL-KOMBAT-3-2024	VIGINUM — Portal Kombat : extension du réseau de propagande russe	2024-04-29	https://www.sgdsn.gouv.fr/viginum/publications/portal-kombat-extension-du-reseau-de-propagande-russe
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-004	◈	fam:A	VIGINUM-MATRIOCHKA-2024	VIGINUM — Matriochka : campagne prorusse ciblant médias et fact-checkers	2024-06-10	https://www.sgdsn.gouv.fr/viginum/publications/matriochka-une-campagne-prorusse-ciblant-les-medias-et-la-communaute-des-fact
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-005	◉	fam:B	TIKTOK-ROMANIA-ELECTIONS-2024	TikTok — Continuing to protect the integrity of TikTok during Romanian elections	2024-12-07	https://newsroom.tiktok.com/continuing-to-protect-the-integrity-of-tiktok-during-romanian-elections?from_seo_redirect=1&lang=en-150
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-006	◉	fam:B	TIKTOK-DECEPTIVE-BEHAVIOUR-2024	TikTok — How TikTok counters deceptive behaviour	2024-12-09	https://newsroom.tiktok.com/how-tiktok-counters-deceptive-behaviour?lang=en-150&trk=article-ssr-frontend-pulse_little-text-block
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-007	◈	fam:A	EC-TIKTOK-RFI-2024-11-29	European Commission — Additional request for information to TikTok under DSA	2024-11-29	https://digital-strategy.ec.europa.eu/en/news/commission-sends-additional-request-information-tiktok-under-digital-services-act
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-008	◈	fam:A	EC-TIKTOK-PROCEEDINGS-2024-12-17	European Commission — Formal proceedings against TikTok on election risks	2024-12-17	https://digital-strategy.ec.europa.eu/en/news/commission-opens-formal-proceedings-against-tiktok-election-risks-under-digital-services-act
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-009	◉	fam:B	META-EU-ELECTIONS-2024	Meta — How Meta Is Preparing for the EU’s 2024 Parliament Elections	2024-02-25	https://about.fb.com/news/2024/02/how-meta-is-preparing-for-the-eus-2024-parliament-elections/
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-010	◈	fam:C	SENAT-R23-739-1-PORTAL-KOMBAT	Sénat — Lutte contre les influences étrangères malveillantes : Portal Kombat	2024-07-25	https://www.senat.fr/rap/r23-739-1/r23-739-111.html
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-011	◉	fam:D	PLOS-EU-ELECTIONS-2020-E0234689	PLOS One — The limited reach of fake news on Twitter during 2019 European elections	2020-06-18	https://journals.plos.org/plosone/article?id=10.1371%2Fjournal.pone.0234689
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-012	◉	fam:D	NATCOMMS-2018-4787	Nature Communications — The spread of low-credibility content by social bots	2018-11-20	https://www.nature.com/articles/s41467-018-06930-7
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-013	◉	fam:D	NATCOMMS-2023-62	Nature Communications — Exposure to the Russian Internet Research Agency foreign influence campaign	2023-01-09	https://www.nature.com/articles/s41467-022-35576-9
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-014	◉	fam:D	NATCOMMS-2021-5580	Nature Communications — Neutral bots probe political bias on social media	2021-09-22	https://www.nature.com/articles/s41467-021-25738-6
INV-097	2026-09-09_04-23_bot-amplification-elections_INVESTIGATION.md	SRC-015	◉	fam:E	JOURNALMEDIA-2024-5-3-60	Journalism and Media — The Usage of Twitter (Now X) Amplifiers in the European Elections of 2019	2024-07-12	https://www.mdpi.com/2673-5172/5/3/60
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-001	◈	fam:A	LEGIFRANCE-LOI-77-808	Légifrance — Loi n°77-808 relative à la publication et diffusion de certains sondages d’opinion	2026-05-22	https://www.legifrance.gouv.fr/loda/id/JORFTEXT000000522846/2026-05-22
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-002	◈	fam:A	LEGIFRANCE-77-808-ART2	Légifrance — Loi n°77-808, article 2	2016-04-27	https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000032454564
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-003	◈	fam:A	LEGIFRANCE-77-808-ART11	Légifrance — Loi n°77-808, article 11	2016-04-27	https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000032454547/2026-03-02
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-004	◈	fam:B	COMMISSION-SONDAGES-NOTICES	Commission des sondages — Notices et article 3	2026-09-09	https://www.commission-des-sondages.fr/notices/
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-005	◈	fam:B	COMMISSION-SONDAGES-COMMUNIQUE-2022-03-11	Commission des sondages — Communiqué sur les sondages de l’élection présidentielle 2022	2022-03-11	https://www.commission-des-sondages.fr/hist/communiques/communique-sondages-elections-presidentielles-11-mars-2022.htm
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-006	◉	fam:E	EER-2015-EXIT-POLLS	European Economic Review — Exit polls, turnout, and bandwagon voting: Evidence from a natural experiment	2015-07-01	https://www.sciencedirect.com/science/article/abs/pii/S0014292115000483
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-007	◉	fam:C	POLITICAL-ANALYSIS-2021-POLLS-TURNOUT	Political Analysis — The Causal Effect of Polls on Turnout Intention	2021-02-15	https://www.cambridge.org/core/journals/political-analysis/article/abs/causal-effect-of-polls-on-turnout-intention-a-local-randomization-regression-discontinuity-approach/A5FE30BF50090E36E5D46449C84BC8F2
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-008	◉	fam:C	EJPR-2011-MEFFERT-GSCHWEND	European Journal of Political Research — Polls, coalition signals and strategic voting	2011-01-11	https://onlinelibrary.wiley.com/doi/full/10.1111/j.1475-6765.2010.01986.x
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-009	◉	fam:C	PS-2015-RICH-STRATEGIC-VOTING	PS: Political Science & Politics — Strategic Voting and the Role of Polls	2015-04-02	https://www.cambridge.org/core/journals/ps-political-science-and-politics/article/abs/strategic-voting-and-the-role-of-polls-evidence-from-an-embedded-web-survey/35D2C502A55AD4BFA8E1C77B5601D997
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-010	◉	fam:D	IJPOR-2021-BANDWAGON-EXPERIMENT	International Journal of Public Opinion Research — Bandwagon Effect in an Online Voting Experiment With Real Political Organizations	2020-06-15	https://academic.oup.com/ijpor/article/33/2/412/5857291
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-011	◉	fam:E	ELECTORAL-STUDIES-2016-POLLS-INFO	Electoral Studies — An experimental analysis of the impact of campaign polls on electoral information seeking	2016-01-01	https://www.sciencedirect.com/science/article/abs/pii/S0261379415001614
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-012	◉	fam:E	ELECTORAL-STUDIES-2026-STRIJBIS	Electoral Studies — Bandwagon or Titanic? How outcome expectations influence voting in direct democracy	2026-06-01	https://www.sciencedirect.com/science/article/pii/S0261379426000387
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-013	◉	fam:E	PVS-2023-GERMAN-BANDWAGON	Politische Vierteljahresschrift — Jumping on the Bandwagon: Poll Effects in the 2021 German Federal Election	2022-08-10	https://link.springer.com/article/10.1007/s11615-022-00417-3
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-014	◉	fam:C	CAMBRIDGE-ELEMENTS-2021-POWER-POLLS	Cambridge Elements — The Power of Polls? A Cross-National Experimental Analysis	2021-09-14	https://www.cambridge.org/core/elements/abs/power-of-polls/D3CC77369A6659153BD13E1FE3054EBB
INV-087	2026-09-09_04-49_poll-influence-elections_INVESTIGATION.md	SRC-015	◉	fam:D	OXFORD-HANDBOOK-2019-HORSE-RACE	Oxford Handbook of Electoral Persuasion — Horse-Race and Game-Framed Journalism’s Effects	2019-05-09	https://academic.oup.com/edited-volume/28311/chapter-abstract/215019781
INV-011	INV-011_INVESTIGATION.md	SRC-001	◈	fam:A	US-SENATE-94-755-I	Church Committee Final Report Book I	1976-04-26	https://www.intelligence.senate.gov/wp-content/uploads/2024/08/sites-default-files-94755-i.pdf
INV-011	INV-011_INVESTIGATION.md	SRC-002	◈	fam:B	CIA-RDP90B00017R000400190032-6	Reference Points re Agency Provided Publication Support	1986-08-20	https://www.cia.gov/readingroom/docs/CIA-RDP90B00017R000400190032-6.pdf
INV-011	INV-011_INVESTIGATION.md	SRC-003	◈	fam:B	CIA-RDP82B00421R000100020039-7	DCI Statement of Policy on newsmen and churchmen	1976-02-11	https://www.cia.gov/readingroom/document/cia-rdp82b00421r000100020039-7
INV-011	INV-011_INVESTIGATION.md	SRC-004	◈	fam:B	CIA-PROJECT-MOCKINGBIRD-C02353962	Project MOCKINGBIRD	1963-06-15	https://www.cia.gov/readingroom/docs/PROJECT%20MOCKINGBIRD%5B15770719%5D.pdf
INV-011	INV-011_INVESTIGATION.md	SRC-005	◈	fam:B	CIA-DOC-0001451843	Family Jewels Office of Security memorandum	1973-05-16	https://www.cia.gov/readingroom/docs/DOC_0001451843.pdf
INV-011	INV-011_INVESTIGATION.md	SRC-006	◈	fam:B	CIA-RDP80M00596A000300080005-1	CIA policy on relationships with United States media	1977-12-02	https://www.cia.gov/readingroom/docs/CIA-RDP80M00596A000300080005-1.pdf
INV-011	INV-011_INVESTIGATION.md	SRC-007	◈	fam:C	PL-104-293-SEC309	Intelligence Authorization Act for Fiscal Year 1997	1996-10-11	https://www.intelligence.senate.gov/1996/10/11/laws-intelligence-authorization-act-fy-1997/
INV-011	INV-011_INVESTIGATION.md	SRC-008	◈	fam:C	HR3259-CONF-SEC309	Conference Report on H.R. 3259	1996-09-24	https://www.intelligence.senate.gov/1996/09/24/publications-conference-report-hr-3259-intelligence-authorization-act-fiscal-year-1997-september-24/
INV-011	INV-011_INVESTIGATION.md	SRC-009	◈	fam:D	CIA-RDP91-00587R000200890003-2	Reporters and the CIA	1986-10-01	https://www.cia.gov/readingroom/document/cia-rdp91-00587r000200890003-2
INV-011	INV-011_INVESTIGATION.md	SRC-010	◈	fam:E	BERNSTEIN-ROLLING-STONE-1977	The CIA and the Media	1977-10-20	https://goodtimesweb.org/industry-govt-agents/rs-bernstein-cia-media-oct-20-1977.html
INV-011	INV-011_INVESTIGATION.md	SRC-011	◈	fam:D	WP-1977-10-05-CIA-MEDIA	Journalism and the CIA	1977-10-05	https://www.washingtonpost.com/archive/lifestyle/1977/10/05/journalism-and-the-cia/de80094a-6b88-4e7a-94ef-3da744351fba/
INV-011	INV-011_INVESTIGATION.md	SRC-012	◈	fam:D	CIA-RDP99-00498R000100030147-9	CIA Doubletalk	1976-05-01	https://www.cia.gov/readingroom/document/cia-rdp99-00498r000100030147-9
INV-011	INV-011_INVESTIGATION.md	SRC-013	◈	fam:D	CIA-RDP91-00587R000200880032-1	For Reporters, Nothing Is More Hazardous Than Being Thought a Spy	1986-10-01	https://www.cia.gov/readingroom/document/cia-rdp91-00587r000200880032-1
INV-011	INV-011_INVESTIGATION.md	SRC-014	◈	fam:B	CIA-RDP99-00498R000100030104-6	CIA: No Newsmen Need Apply	1976-05-27	https://www.cia.gov/readingroom/document/cia-rdp99-00498r000100030104-6
INV-012	INV-012_INVESTIGATION.md	SRC-001	◈	fam:A	FBI-VAULT-COINTELPRO	FBI Vault COINTELPRO index	UNKNOWN	https://vault.fbi.gov/cointel-pro
INV-012	INV-012_INVESTIGATION.md	SRC-002	◈	fam:A	FBI-157-BLACK-EXTREMIST-P01	FBI COINTELPRO Black Extremist Part 01	1968	https://vault.fbi.gov/cointel-pro/cointel-pro-black-extremists/COINTELPRO%20Black%20Extremist%20Part%2001/view
INV-012	INV-012_INVESTIGATION.md	SRC-003	◈	fam:A	FBI-157-WHITE-HATE-P13	FBI COINTELPRO White Hate Groups Part 13	1969-11-04	https://vault.fbi.gov/cointel-pro/White%20Hate%20Groups/COINTELPRO%20White%20Hate%20Groups%20Part%2013
INV-012	INV-012_INVESTIGATION.md	SRC-004	◉	fam:A	FBI100-1954-1971	FBI 100 Years: And Justice for All, 1954-1971	2008	https://www.fbi.gov/file-repository/reports-and-publications/fbi100book.pdf
INV-012	INV-012_INVESTIGATION.md	SRC-005	◈	fam:C	SWP-v-AG-642-FSUPP-1357	Socialist Workers Party v. Attorney General, 642 F. Supp. 1357	1986-08-25	https://law.justia.com/cases/federal/district-courts/FSupp/642/1357/2398821/
INV-012	INV-012_INVESTIGATION.md	SRC-006	◈	fam:C	HOBSON-v-WILSON-737-F2D-1	Hobson v. Wilson, 737 F.2d 1	1984-08-17	https://law.justia.com/cases/federal/appellate-courts/F2/737/1/233037/
INV-012	INV-012_INVESTIGATION.md	SRC-007	◈	fam:C	HAMPTON-v-HANRAHAN-600-F2D-600	Hampton v. Hanrahan, 600 F.2d 600	1979	https://law.justia.com/cases/federal/appellate-courts/F2/600/600/231409/
INV-012	INV-012_INVESTIGATION.md	SRC-008	◉	fam:B	SENATE-CHURCH-HISTORY	U.S. Senate history: Church Committee	2026	https://www.senate.gov/about/powers-procedures/investigations/church-committee.htm
INV-012	INV-012_INVESTIGATION.md	SRC-009	◈	fam:B	SSCI-95-217	Intelligence Activities and the Rights of Americans Charter	1977	https://www.intelligence.senate.gov/wp-content/uploads/2024/08/sites-default-filesations-95217.pdf
INV-012	INV-012_INVESTIGATION.md	SRC-010	◉	fam:D	NARA-MLK	National Archives: Martin Luther King Jr.	UNKNOWN	https://www.archives.gov/research/african-americans/individuals/martin-luther-king
INV-013	INV-013_INVESTIGATION.md	SRC-001	◈	fam:A	STATE-SR88-1981	Soviet Active Measures Special Report No. 88	1981-10-01	https://www.cia.gov/readingroom/docs/CIA-RDP84B00274R000100040004-8.pdf
INV-013	INV-013_INVESTIGATION.md	SRC-002	◈	fam:A	CIA-ACTIVE-MEASURES-FORGERY	Active Measures - Forgery	1986-01-01	https://www.cia.gov/readingroom/docs/CIA-RDP90-00806R000200720008-2.pdf
INV-013	INV-013_INVESTIGATION.md	SRC-003	◈	fam:A	DCI-ICS-86-0856	DCI Intelligence Community Staff memorandum on Soviet activities	1986-01-01	https://www.cia.gov/readingroom/docs/CIA-RDP88G01116R000400410020-1.pdf
INV-013	INV-013_INVESTIGATION.md	SRC-004	◈	fam:B	DOJ-IRA-2018-PR	Grand Jury Indicts Thirteen Russian Individuals and Three Russian Companies	2018-02-16	https://www.justice.gov/archives/opa/pr/grand-jury-indicts-thirteen-russian-individuals-and-three-russian-companies-scheme-interfere
INV-013	INV-013_INVESTIGATION.md	SRC-005	◈	fam:B	DOJ-IRA-INDICTMENT	Internet Research Agency Indictment	2018-02-16	https://www.justice.gov/archives/sco/file/1035477/dl?inline=
INV-013	INV-013_INVESTIGATION.md	SRC-006	◈	fam:B	SSCI-RUSSIA-SOCIAL-MEDIA-V2	Senate report - Russia s Use of Social Media	2019-10-08	https://www.intelligence.senate.gov/2019/10/08/press-senate-intel-committee-releases-bipartisan-report-russia-e2-80-99s-use-social-media/
INV-013	INV-013_INVESTIGATION.md	SRC-007	◈	fam:B	SSCI-RUSSIAN-ACTIVE-MEASURES-2020	Russian Active Measures Campaigns and Interference in the 2016 U.S. Election	2020-08-18	https://www.intelligence.senate.gov/2020/08/18/publications-report-select-committee-intelligence-united-states-senate-russian-active-measures/
INV-013	INV-013_INVESTIGATION.md	SRC-008	◈	fam:B	SSCI-SOCIAL-MEDIA-HEARING-2017	Open Hearing - Social Media Influence in the 2016 U.S. Elections	2017-10-26	https://www.intelligence.senate.gov/2017/10/26/hearings-open-hearing-social-media-influence-2016-us-elections/
INV-013	INV-013_INVESTIGATION.md	SRC-009	◈	fam:B	DOJ-DOPPELGANGER-2024	Justice Department Disrupts Covert Russian Government-Sponsored Foreign Malign Influence Operation	2024-09-04	https://www.justice.gov/usao-edpa/pr/justice-department-disrupts-covert-russian-government-sponsored-foreign-malign
INV-013	INV-013_INVESTIGATION.md	SRC-010	◈	fam:B	TREASURY-RUSSIA-FMI-2024	Treasury Takes Action on Russia Foreign Malign Influence Operations	2024-09-04	https://home.treasury.gov/news/press-releases/jy2559
INV-013	INV-013_INVESTIGATION.md	SRC-011	◈	fam:C	VIGINUM-PORTAL-KOMBAT-2024	Portal Kombat - un reseau structure et coordonne de propagande prorusse	2024-02-12	https://www.sgdsn.gouv.fr/publications/portal-kombat-un-reseau-structure-et-coordonne-de-propagande-prorusse
INV-013	INV-013_INVESTIGATION.md	SRC-012	◈	fam:C	VIGINUM-MATRIOCHKA-2024	Matriochka - une campagne prorusse ciblant les medias et fact-checkers	2024-06-10	https://www.sgdsn.gouv.fr/viginum/publications/matriochka-une-campagne-prorusse-ciblant-les-medias-et-la-communaute-des-fact
INV-013	INV-013_INVESTIGATION.md	SRC-013	◈	fam:C	VIGINUM-STORM1516-2025	Rapport technique Storm-1516	2025-05-07	https://www.sgdsn.gouv.fr/files/2025-05/20250507_TLP-CLEAR_NP_SGDSN_VIGINUM_Rapport%20technique_Storm-1516.pdf
INV-013	INV-013_INVESTIGATION.md	SRC-014	◈	fam:D	NATURE-EADY-2023	Exposure to the Russian Internet Research Agency foreign influence campaign on Twitter	2023-01-09	https://www.nature.com/articles/s41467-022-35576-9
INV-013	INV-013_INVESTIGATION.md	SRC-015	◈	fam:E	MSFT-MTAC-2024-10	As the U.S. election nears Russia Iran and China step up influence efforts	2024-10-23	https://blogs.microsoft.com/on-the-issues/2024/10/23/as-the-u-s-election-nears-russia-iran-and-china-step-up-influence-efforts/
INV-016	INV-016_INVESTIGATION.md	SRC-001	◈	fam:A	GAO-09-993	U.S. GAO — Democracy Assistance (2009)	2009-09-28	https://www.gao.gov/products/gao-09-993
INV-016	INV-016_INVESTIGATION.md	SRC-002	◈	fam:A	GAO-14-799	U.S. GAO — Lessons Learned from Egypt	2014-07-24	https://www.gao.gov/products/gao-14-799
INV-016	INV-016_INVESTIGATION.md	SRC-003	◉	fam:B	JOC-2012-TUFEKCI-WILSON	Tufekci & Wilson — Tahrir protest participation	2012-03-06	https://academic.oup.com/joc/article-abstract/62/2/363/4085823
INV-016	INV-016_INVESTIGATION.md	SRC-004	◉	fam:C	YALEGLOBAL-REVOLUTION-U	YaleGlobal — Revolution U	2011-02-24	https://archive-yaleglobal.yale.edu/content/revolution-u
INV-016	INV-016_INVESTIGATION.md	SRC-005	◉	fam:C	PBS-FRONTLINE-APRIL6	PBS FRONTLINE — Inside April 6 Movement	2011	https://www.pbs.org/wgbh/pages/frontline/revolution-in-cairo/inside-april6-movement/
INV-016	INV-016_INVESTIGATION.md	SRC-006	◈	fam:D	08CAIRO2572	U.S. diplomatic cable 08CAIRO2572	2008-12-30	https://wikileaks.org/plusd/cables/08CAIRO2572_a.html
INV-016	INV-016_INVESTIGATION.md	SRC-007	◉	fam:other:iri	IRI-NYT-2011	IRI republication — U.S. Groups Helped Nurture Arab Uprisings	2011-04-14	https://www.iri.org/news/new-york-times-discusses-iris-support-for-democracy-groups-in-egypt/
INV-016	INV-016_INVESTIGATION.md	SRC-008	◉	fam:E	CYBER-2012-TUNISIA	Marzouki et al. — Facebook and Tunisian Revolution	2012-04-23	https://journals.sagepub.com/doi/full/10.1089/cyber.2011.0177
INV-016	INV-016_INVESTIGATION.md	SRC-009	◉	fam:E	OUP-BREUER-2016	Breuer — Social Media in Tunisian Revolution	2016-08-18	https://academic.oup.com/book/8138/chapter-abstract/153623879
INV-016	INV-016_INVESTIGATION.md	SRC-010	◉	fam:other:orbi	LECOMTE-2011	Lecomte — Révolution tunisienne et Internet	2011	https://orbi.uliege.be/handle/2268/178830
INV-016	INV-016_INVESTIGATION.md	SRC-011	◉	fam:other:ned	NED-ANNUAL-INDEX	NED — Annual reports index 2010–2012	2012	https://www.ned.org/publications-test-2/
INV-017	INV-017_INVESTIGATION.md	SRC-001	◈	fam:A	FTC-CA-2019-07	FTC sues Cambridge Analytica	2019-07-24	https://www.ftc.gov/news-events/news/press-releases/2019/07/ftc-sues-cambridge-analytica-settles-former-ceo-app-developer
INV-017	INV-017_INVESTIGATION.md	SRC-002	◈	fam:A	FTC-CA-2019-12	FTC final settlement Kogan Nix	2019-12-18	https://www.ftc.gov/news-events/news/press-releases/2019/12/ftc-grants-final-approval-settlement-former-cambridge-analytica-ceo-app-developer-over-allegations
INV-017	INV-017_INVESTIGATION.md	SRC-003	◈	fam:A	FTC-CA-BLOG-2019	FTC detailed Cambridge Analytica case blog	2019-07-24	https://www.ftc.gov/business-guidance/blog/2019/07/ftc-sues-cambridge-analytica-deceptive-claims-about-consumers-personal-information
INV-017	INV-017_INVESTIGATION.md	SRC-004	◈	fam:A	ICO-POLITICAL-DATA-2018	ICO political data analytics investigation	2018-11-06	https://ico.org.uk/media2/migrated/2260271/investigation-into-the-use-of-data-analytics-in-political-campaigns-final-20181105.pdf
INV-017	INV-017_INVESTIGATION.md	SRC-005	◈	fam:A	EC-LEAVEEU-2018	Electoral Commission Leave.EU investigation	2018-05-11	https://www.electoralcommission.org.uk/cy/node/648
INV-017	INV-017_INVESTIGATION.md	SRC-006	◈	fam:A	FEC-MUR7351	FEC MUR 7351 complaint record	2020-09-01	https://www.fec.gov/files/legal/murs/7351/7351_01.pdf
INV-017	INV-017_INVESTIGATION.md	SRC-007	◈	fam:B	UKP-NIX-2018-02	UK Parliament oral evidence Alexander Nix 27 Feb 2018	2018-02-27	https://committees.parliament.uk/oralevidence/7660/html/
INV-017	INV-017_INVESTIGATION.md	SRC-008	◈	fam:B	UKP-VICKERY-2018-05	UK Parliament oral evidence Chris Vickery 2 May 2018	2018-05-02	https://committees.parliament.uk/oralevidence/7921/html/
INV-017	INV-017_INVESTIGATION.md	SRC-009	◈	fam:B	UKP-WYLIE-2018	UK Parliament written evidence Christopher Wylie	2018-04-01	https://committees.parliament.uk/writtenevidence/89475/html/
INV-017	INV-017_INVESTIGATION.md	SRC-010	◈	fam:B	UKP-DCMS-2019	UK Parliament Disinformation final report	2019-02-18	https://publications.parliament.uk/pa/cm201719/cmselect/cmcumeds/1791/179104.htm
INV-017	INV-017_INVESTIGATION.md	SRC-011	◈	fam:C	META-CA-2018	Meta/Facebook restricting data access update	2018-04-04	https://about.fb.com/news/2018/04/restricting-data-access/
INV-017	INV-017_INVESTIGATION.md	SRC-012	◈	fam:D	PNAS-LIKES-2013	PNAS private traits from Facebook Likes	2013-03-11	https://doi.org/10.1073/pnas.1218772110
INV-017	INV-017_INVESTIGATION.md	SRC-013	◈	fam:D	PNAS-PERSONALITY-2015	PNAS computer personality judgments	2015-01-12	https://pubmed.ncbi.nlm.nih.gov/25583507/
INV-017	INV-017_INVESTIGATION.md	SRC-014	◈	fam:D	PNAS-TARGETING-2017	PNAS psychological targeting mass persuasion	2017-11-13	https://doi.org/10.1073/pnas.1710966114
INV-017	INV-017_INVESTIGATION.md	SRC-015	◈	fam:D	CAMBRIDGE-BREXIT-2020	Experimental Results Brexit targeting/tailoring	2020-09-18	https://www.cambridge.org/core/journals/experimental-results/article/evidence-of-psychological-targeting-but-not-psychological-tailoring-in-political-persuasion-around-brexit/55AFE19E5B1AC95BA4E02DC2DFDF25FC
INV-017	INV-017_INVESTIGATION.md	SRC-016	◈	fam:D	PSRM-TARGETING-2019	PSRM Missing the Target	2019-03-01	https://www.cambridge.org/core/journals/political-science-research-and-methods/article/missing-the-target-using-surveys-to-validate-social-media-ad-targeting/6D5793AD64168C6928F3B886F8A0C117
INV-025	INV-025_INVESTIGATION.md	SRC-001	◈	fam:A	CPC-UF-REGS	CPC United Front Work Regulations	2021-01-05	https://www.zytzb.gov.cn/zytzb/2022-10/28/article_2024032216161421608.shtml
INV-025	INV-025_INVESTIGATION.md	SRC-002	◈	fam:A	UFWD-INTRO	United Front Work Department official introduction	2022-10-21	https://www.zytzb.gov.cn/zytzb/2022-10/21/article_2022102109582212404.shtml
INV-025	INV-025_INVESTIGATION.md	SRC-003	◈	fam:A	PRC-MFA-2020-UF	PRC MFA press conference on United Front	2020-10-29	https://www.fmprc.gov.cn/eng./xw/fyrbt/lxjzh/202405/t20240530_11346911.html
INV-025	INV-025_INVESTIGATION.md	SRC-004	◈	fam:B	FR-AN-1675	French Interior Ministry response on Chinese overseas police stations	2025-06-03	https://questions.assemblee-nationale.fr/q17/17-1675QE.htm
INV-025	INV-025_INVESTIGATION.md	SRC-005	◈	fam:B	CE-505386	Conseil d Etat decision 505386	2026-06-09	https://www.legifrance.gouv.fr/ceta/id/CETATEXT000054227852
INV-025	INV-025_INVESTIGATION.md	SRC-006	◈	fam:B	SGDSN-2026-071	SGDSN hearing on hybrid threats	2026-05-27	https://questions.assemblee-nationale.fr/dyn/opendata/CRCANR5L17S2026PO59046N071.html
INV-025	INV-025_INVESTIGATION.md	SRC-007	◈	fam:B	AN-2023-CHINA-INFLUENCE	French National Assembly foreign interference report	2023	https://www.assemblee-nationale.fr/dyn/opendata/RAPPANR5L16B1311-t2.html
INV-025	INV-025_INVESTIGATION.md	SRC-008	◈	fam:C	EP-2022-0022	European Parliament foreign interference report	2022	https://www.europarl.europa.eu/doceo/document/A-9-2022-0022_EN.html
INV-025	INV-025_INVESTIGATION.md	SRC-009	◈	fam:C	EP-2023-0187	European Parliament foreign interference report 2023	2023	https://www.europarl.europa.eu/doceo/document/A-9-2023-0187_FR.html
INV-025	INV-025_INVESTIGATION.md	SRC-010	◈	fam:C	EP-2023-0375	European Parliament EU-China relations recommendation	2023	https://www.europarl.europa.eu/doceo/document/A-9-2023-0375_EN.html
INV-025	INV-025_INVESTIGATION.md	SRC-011	◈	fam:D	AIVD-CHINA-2025	AIVD annual report China	2025	https://www.aivd.nl/actueel/magazines/jaarverslag/jaarverslag/2025/china
INV-025	INV-025_INVESTIGATION.md	SRC-012	◈	fam:D	AIVD-STATE-INTERFERENCE-2025	AIVD state interference in Netherlands	2025	https://www.aivd.nl/actueel/magazines/jaarverslag/jaarverslag/2025/statelijke-inmenging-in-nederland
INV-025	INV-025_INVESTIGATION.md	SRC-013	◈	fam:E	SE-PROSECUTOR-2018	Swedish Prosecution Authority intelligence case	2018-04-11	https://www.aklagare.se/for-media/pressmeddelanden/2018/april/atal-vackt-for-grov-olovlig-underrattelseverksamhet-mot-person/
INV-025	INV-025_INVESTIGATION.md	SRC-014	◈	fam:E	FR-DIPLO-CHINA	France Diplomatie China bilateral relations	2026-09-09	https://www.diplomatie.gouv.fr/fr/dossiers-pays/chine/relations-bilaterales/
