id,workstream,kind,title,coverage_initial,evaluation,decision,depth,priority,status,dependencies,truth_engine,renard,renard_reason,corpus_refs,result_path,next_action,created_at,updated_at,notes,coverage_current,utility,item_type,execution_mode,parent_id,merged_into,wave,gate,coverage_basis,structure_note
INV-041,W3,INVESTIGATION,"Commission européenne et production réglementaire : initiative, expertise, consultations, trilogues, actes délégués",PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A024:199655040.leurope-piege-francais-12-contentieux;A048:194040178.lingenierie-de-la-possession;A061:190587326.ue-mercosur-le-mensonge-sanitaire,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-042,W3,INVESTIGATION,"Lobbying européen : acteurs, dépenses, accès, consultations, portes tournantes",PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A024:199655040.leurope-piege-francais-12-contentieux;A056:192351575.le-reseau-qui-nous-facture;A068:187674415.le-triangle-de-la-capture-le-mecanisme;A091:181572197.lindustrie-de-linfluence-enquete,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,MEDIUM,Ordre non figé : sélection dynamique après chaque résultat.
INV-043,W3,INVESTIGATION,"DSA comme dispositif de gouvernance informationnelle : obligations réelles, intermédiaires, effets et recours",SUBSTANTIAL_PRIOR,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A006:209222653.du-narratif-a-lingerence-le-seuil;A071:186904003.larchitecture-de-la-censure-europeenne;A074:186286764.ce-que-macron-appelle-protection,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-044,W3,INVESTIGATION,European Democracy Shield / EDMO / EUvsDisinfo / anti-FIMI : appareil européen de défense cognitive,PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A071:186904003.larchitecture-de-la-censure-europeenne;A072:186844276.tristan-mendes-france-la-machine,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-045,W3,INVESTIGATION,"EFCSN, IFCN, fact-checkers et financement européen : certification comme infrastructure d’accès",SUBSTANTIAL_PRIOR,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A001:212538645.qui-fact-checke-les-fact-checkers;A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A072:186844276.tristan-mendes-france-la-machine,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-046,W3,INVESTIGATION,"Chat Control, eIDAS, identité numérique, portefeuille européen : sécurité versus infrastructure potentielle de contrôle",SUBSTANTIAL_PRIOR,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A067:188810196.le-gulag-digital-surveilles-a-100;A071:186904003.larchitecture-de-la-censure-europeenne;A074:186286764.ce-que-macron-appelle-protection;A109:180129975.leurope-construit-elle-un-credit-40d;A110:180128122.leurope-construit-elle-un-credit,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-047,W3,INVESTIGATION,Sanctions européennes comme instrument de coercition politique et informationnelle,PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A006:209222653.du-narratif-a-lingerence-le-seuil;A047:194130616.le-protocole-du-re-enracinement;A058:191802696.la-guerre-des-autres;A087:182502562.la-justice-spectrale-lere-du-bannissement;A118:180054346.kallas-et-les-19-pays-ce-que-les,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-048,W3,INVESTIGATION,"Commerce, normes et droit européen comme instruments de puissance : Mercosur, concurrence, standards, conditionnalité",PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A024:199655040.leurope-piege-francais-12-contentieux;A031:199654478.la-france-desindustrialisee-81-milliards;A048:194040178.lingenierie-de-la-possession;A061:190587326.ue-mercosur-le-mensonge-sanitaire,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-049,W4,INVESTIGATION,"Open Society Foundations / George Soros : flux réels, bénéficiaires, objectifs, mécanismes, effets ; tester mythologie et dénégation naïve",NEW,CONFIRMED,DO,DEEPEN,P1,BLOCKED,,NOT_RUN,UNDECIDED,,A045:194518266.lingenierie-de-lenclos;A072:186844276.tristan-mendes-france-la-machine;A097:180580808.pravda-quand-lelysee-ironise-sur;A098:180481861.quand-lelysee-attaque-un-journaliste,,Wait for human review/acceptance of METHOD_PACK v0.1; then execute pilots one by one.,2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,PILOT,HUMAN_REVIEW_METHOD_PACK,MEDIUM,Inclut désormais ex-INV-050 : focus France/UE obligatoire dans le même run. Pilot choisi pour tester une famille probatoire distincte.
INV-050,W4,INVESTIGATION,"OSF en France et dans l’UE : justice, médias, migration, droits fondamentaux, think tanks, contentieux stratégique",NEW,CONFIRMED,MERGE,DEEPEN,P1,MERGED,,NOT_RUN,UNDECIDED,,A045:194518266.lingenierie-de-lenclos;A072:186844276.tristan-mendes-france-la-machine;A097:180580808.pravda-quand-lelysee-ironise-sur;A098:180481861.quand-lelysee-attaque-un-journaliste,,Traité comme axe/cas dans INV-049; aucun run séparé.,2026-09-05,2026-09-05,,PARTIAL,HIGH,MERGED,MERGED,INV-049,INV-049,N/A,N/A,MEDIUM,"Recouvrement structurel jugé trop fort ; préserver l’ID pour traçabilité, exécuter dans INV-049."
INV-051,W4,INVESTIGATION,"Fondations Gates, Ford, Rockefeller, Omidyar et grandes philanthropies : pouvoir politique sans mandat électif",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A045:194518266.lingenierie-de-lenclos;A082:183123537.lempire-du-mensonge-rapport-dautopsie,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-052,W4,INVESTIGATION,"Philanthrocapitalisme : quand le financement privé définit problèmes, métriques et solutions publiques",NEW,CONFIRMED,SYNTHESIZE,SYNTHESIS,P1,BLOCKED,INV-049;INV-051;INV-053;INV-054;INV-057;INV-058,NOT_RUN,UNDECIDED,,A045:194518266.lingenierie-de-lenclos;A053:193017697.comment-la-richesse-verrouille-le;A082:183123537.lempire-du-mensonge-rapport-dautopsie,,Attendre les investigations constitutives ; synthétiser seulement les deltas probatoires.,2026-09-05,2026-09-05,,PARTIAL,HIGH,SYNTHESIS,SYNTHESIS,,,SYNTH,DEPENDENCIES_DONE,THIN,"Ancien backlog trop plat : cette entrée est une synthèse dépendante, pas un run primaire."
INV-053,W4,INVESTIGATION,"ONG liées aux migrations en France/Europe : qui finance quoi, pourquoi, avec quel effet opérationnel et politique ?",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A029:199654638.limmigration-sans-cap-340-000-titres;A045:194518266.lingenierie-de-lenclos,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-054,W4,INVESTIGATION,ONG de droits humains et contentieux stratégique : recours judiciaire comme instrument de transformation politique,NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A006:209222653.du-narratif-a-lingerence-le-seuil;A045:194518266.lingenierie-de-lenclos;A087:182502562.la-justice-spectrale-lere-du-bannissement,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,MEDIUM,Ordre non figé : sélection dynamique après chaque résultat.
INV-055,W4,INVESTIGATION,Financement public des ONG qui font ensuite pression sur le pouvoir public : boucle institutionnelle et conditions de légitimité,NEW,CONFIRMED,MERGE,DEEPEN,P1,MERGED,,NOT_RUN,UNDECIDED,,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A045:194518266.lingenierie-de-lenclos;A072:186844276.tristan-mendes-france-la-machine,,Traité comme axe/cas dans INV-058; aucun run séparé.,2026-09-05,2026-09-05,,PARTIAL,HIGH,MERGED,MERGED,INV-058,INV-058,N/A,N/A,STRONG,"Recouvrement structurel jugé trop fort ; préserver l’ID pour traçabilité, exécuter dans INV-058."
INV-056,W4,INVESTIGATION,Astroturfing : organisations présentées comme grassroots mais financées ou orchestrées par des intérêts structurés,NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A091:181572197.lindustrie-de-linfluence-enquete,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-057,W4,INVESTIGATION,"ONG comme intermédiaires de politique étrangère : comparaison USA, UE, États et fondations",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A004:210182384.lingerence-sans-mesure;A045:194518266.lingenierie-de-lenclos;A090:181766389.les-telegraphistes-de-la-terreur,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-058,W4,INVESTIGATION,"Qui contrôle les contrôleurs associatifs ? Gouvernance, transparence, conflits d’intérêts et accountability des ONG",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A045:194518266.lingenierie-de-lenclos;A072:186844276.tristan-mendes-france-la-machine,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Inclut désormais ex-INV-055 : financement public des ONG comme test d’accountability. Ordre non figé : sélection dynamique après chaque résultat.
INV-059,W5,INVESTIGATION,Think tanks français : cartographie argent → experts → médias → cabinets → politiques publiques,PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A036:199422722.la-caste-parasite-qui-gouverne-la;A053:193017697.comment-la-richesse-verrouille-le;A068:187674415.le-triangle-de-la-capture-le-mecanisme,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,MEDIUM,"Inclut désormais ex-INV-060 : Institut Montaigne, Terra Nova, Fondapol, Fondation Jean-Jaurès, IFRI comme cas comparatifs. Ordre non figé : sélection dynamique après chaque résultat."
INV-060,W5,INVESTIGATION,"Institut Montaigne, Terra Nova, Fondapol, Fondation Jean-Jaurès, IFRI : comparaison des modèles d’influence",NEW,CONFIRMED,MERGE,DEEPEN,P1,MERGED,,NOT_RUN,UNDECIDED,,A039:198659211.opposition-controlee-anatomie-dun;A059:191154925.pourquoi-les-electeurs-francais-votent,,Traité comme axe/cas dans INV-059; aucun run séparé.,2026-09-05,2026-09-05,,PARTIAL,HIGH,MERGED,MERGED,INV-059,INV-059,N/A,N/A,THIN,"Recouvrement structurel jugé trop fort ; préserver l’ID pour traçabilité, exécuter dans INV-059."
INV-061,W5,INVESTIGATION,"Think tanks américains et politique française/européenne : Atlantic Council, German Marshall Fund, Brookings, Heritage, etc.",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A071:186904003.larchitecture-de-la-censure-europeenne;A082:183123537.lempire-du-mensonge-rapport-dautopsie,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-062,W5,INVESTIGATION,McKinsey et cabinets de conseil dans l’État français : prestation technique ou délégation cognitive de souveraineté ?,PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A015:202607767.le-systeme-informatique-detat-autopsie;A068:187674415.le-triangle-de-la-capture-le-mecanisme,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-063,W5,INVESTIGATION,"Big Four et production de normes : conseil, audit, réglementation, marchés publics, revolving doors",PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A035:199655748.largent-qui-disparait-80-a-100-milliards;A056:192351575.le-reseau-qui-nous-facture,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-064,W5,INVESTIGATION,Cabinets de relations publiques et communication stratégique : marché professionnel de fabrication de réputation et d’opinion,NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A008:208733314.la-fabrique-de-la-menace-comment;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A091:181572197.lindustrie-de-linfluence-enquete;A097:180580808.pravda-quand-lelysee-ironise-sur;A098:180481861.quand-lelysee-attaque-un-journaliste,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-065,W5,INVESTIGATION,"Experts médiatiques : sélection, financement, conflits d’intérêts invisibles",NEW,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A025:199654938.medias-censure-et-desinformation;A072:186844276.tristan-mendes-france-la-machine;A091:181572197.lindustrie-de-linfluence-enquete,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,MEDIUM,Ordre non figé : sélection dynamique après chaque résultat.
INV-066,W5,INVESTIGATION,Recherche académique financée par intérêts publics ou privés : agenda-setting scientifique et indépendance réelle,NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A001:212538645.qui-fact-checke-les-fact-checkers;A002:212051560.qui-fabrique-lautorite-du-vrai;A042:197963983.climat-les-deux-escroqueries;A069:187436825.darwin-et-evolution-enquete-sur-les,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-067,W5,INVESTIGATION,"Groupes d’experts publics : composition, conflits d’intérêts, sélection et pouvoir normatif",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A002:212051560.qui-fabrique-lautorite-du-vrai;A014:202848231.lecart-legalitelegitimite-la-signature;A042:197963983.climat-les-deux-escroqueries,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-068,W5,INVESTIGATION,Narrative laundering : intérêt → think tank → expert → média → décideur → apparence de consensus indépendant,NEW,CONFIRMED,SYNTHESIZE,SYNTHESIS,P1,BLOCKED,INV-059;INV-061;INV-062;INV-063;INV-064;INV-065;INV-066;INV-067;INV-085,NOT_RUN,UNDECIDED,,A008:208733314.la-fabrique-de-la-menace-comment;A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A025:199654938.medias-censure-et-desinformation;A072:186844276.tristan-mendes-france-la-machine;A091:181572197.lindustrie-de-linfluence-enquete,,Attendre les investigations constitutives ; synthétiser seulement les deltas probatoires.,2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,SYNTHESIS,SYNTHESIS,,,SYNTH,DEPENDENCIES_DONE,STRONG,"Ancien backlog trop plat : cette entrée est une synthèse dépendante, pas un run primaire."
INV-069,W6,INVESTIGATION,"Communication gouvernementale française : SIG, Élysée, ministères, budgets, campagnes et objectifs comportementaux",PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A008:208733314.la-fabrique-de-la-menace-comment;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A014:202848231.lecart-legalitelegitimite-la-signature;A077:185893876.budget-2026-larchitecture-du-mensonge;A079:185160908.annie-genevard-plus-de-cas-de-dnc;A097:180580808.pravda-quand-lelysee-ironise-sur;A098:180481861.quand-lelysee-attaque-un-journaliste;A106:180194877.407-mensonges-lautopsie-dun-systeme;A111:180120693.macron-et-la-paix-en-ukraine-ce-que,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-070,W6,INVESTIGATION,"Sciences comportementales dans l’État : DITP, nudges, architecture de choix, éthique et usages réels",PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A082:183123537.lempire-du-mensonge-rapport-dautopsie,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-071,W6,INVESTIGATION,"VIGINUM : doctrine, critères, données, attribution, mesure d’impact et accountability",SUBSTANTIAL_PRIOR,CONFIRMED,RECHECK,RECHECK,P1,BLOCKED,,NOT_RUN,UNDECIDED,,A004:210182384.lingerence-sans-mesure;A006:209222653.du-narratif-a-lingerence-le-seuil;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A072:186844276.tristan-mendes-france-la-machine,,Wait for human review/acceptance of METHOD_PACK v0.1; then execute pilots one by one.,2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,PILOT,HUMAN_REVIEW_METHOD_PACK,STRONG,Pilot choisi pour tester une famille probatoire distincte.
INV-072,W6,INVESTIGATION,SGDSN et doctrine française de guerre/influence informationnelle,PARTIAL,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A004:210182384.lingerence-sans-mesure;A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A082:183123537.lempire-du-mensonge-rapport-dautopsie,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-073,W6,INVESTIGATION,"Armées françaises et guerre cognitive / influence : doctrines, capacités, cibles et frontière intérieur/extérieur",NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A058:191802696.la-guerre-des-autres;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A090:181766389.les-telegraphistes-de-la-terreur;A105:180223640.larmee-potemkine-quand-le-spectre,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-074,W6,INVESTIGATION,"ARCOM : régulateur, arbitre politique ou infrastructure procédurale ?",PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A022:199655164.le-verrou-28-recours-au-493-57-dabstention;A025:199654938.medias-censure-et-desinformation;A049:193809543.audiovisuel-public-anatomie-dune;A091:181572197.lindustrie-de-linfluence-enquete,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,MEDIUM,Ordre non figé : sélection dynamique après chaque résultat.
INV-075,W6,INVESTIGATION,"Audiovisuel public : argent, gouvernance, production privée, nominations et indépendance éditoriale",SUBSTANTIAL_PRIOR,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A025:199654938.medias-censure-et-desinformation;A049:193809543.audiovisuel-public-anatomie-dune,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-076,W6,INVESTIGATION,Subventions publiques et aides à la presse : dépendance économique et effets possibles sur le pluralisme,PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A025:199654938.medias-censure-et-desinformation;A049:193809543.audiovisuel-public-anatomie-dune;A091:181572197.lindustrie-de-linfluence-enquete,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,CASE,RECHECK_EXTEND,INV-081,,MAIN_DYNAMIC,PILOT_VALIDATED,MEDIUM,Ordre non figé : sélection dynamique après chaque résultat.
INV-077,W6,INVESTIGATION,Publicité et campagnes institutionnelles comme levier économique sur les médias,NEW,CONFIRMED,DO,DEEPEN,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A025:199654938.medias-censure-et-desinformation;A049:193809543.audiovisuel-public-anatomie-dune,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,PARTIAL,HIGH,PRIMARY,DEEPEN,,,MAIN_DYNAMIC,PILOT_VALIDATED,THIN,Ordre non figé : sélection dynamique après chaque résultat.
INV-078,W6,INVESTIGATION,Fonds Marianne et financement étatique de la contre-influence : anatomie complète,PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A002:212051560.qui-fabrique-lautorite-du-vrai;A039:198659211.opposition-controlee-anatomie-dun;A072:186844276.tristan-mendes-france-la-machine,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
INV-079,W6,INVESTIGATION,"Associations et prestataires subventionnés pour lutter contre désinformation, haine ou radicalisation",PARTIAL,CONFIRMED,RECHECK,RECHECK,P1,BACKLOG,,NOT_RUN,UNDECIDED,,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A039:198659211.opposition-controlee-anatomie-dun;A072:186844276.tristan-mendes-france-la-machine,,"Après validation du pilote, sélectionner dynamiquement selon model_change > discrimination > dependency_unlock > coverage_gap > utility.",2026-09-05,2026-09-05,,SUBSTANTIAL_PRIOR,HIGH,PRIMARY,RECHECK_EXTEND,,,MAIN_DYNAMIC,PILOT_VALIDATED,STRONG,Ordre non figé : sélection dynamique après chaque résultat.
