inv,src_id,tier,family,ref,title,date,url
INV-043,SRC-019,◉,fam:E,PAPAEVANGELOU-VOTTA-2025,Trading nuance for scale? Platform observability under the DSA,2025-09-17,https://policyreview.info/articles/analysis/platform-observability-and-content-governance
INV-043,SRC-020,◉,fam:E,RS-CONTROL-2026,Feeding the short-video feed: user control under DSA recommender rules,2026-01-01,https://www.sciencedirect.com/science/article/pii/S1071581926000868
INV-045,SRC-001,◈,fam:A,EFCSN-CODE,EFCSN — European Code of Standards,2026-09-07,https://efcsn.com/code-of-standards/
INV-045,SRC-002,◈,fam:A,EFCSN-GOV,EFCSN — Governance,2026-09-07,https://efcsn.com/governance/
INV-045,SRC-003,◈,fam:A,EFCSN-APPLICATION,EFCSN — Application process and fees,2026-09-07,https://efcsn.com/application/
INV-045,SRC-004,◈,fam:B,EC-FACTCHECK-GRANT-2026,European Commission — €5m grant under European Democracy Shield,2026-03-31,https://digital-strategy.ec.europa.eu/en/news/commission-boosts-independent-fact-checking-eu5-million-grant-under-european-democracy-shield
INV-045,SRC-005,◈,fam:A,EFCSN-FACTEUR-2026,EFCSN — FACTEUR €5m grant,2026-03-31,https://efcsn.com/funding-opportunities/efcsn-eu-grant-facteur/
INV-045,SRC-006,◈,fam:A,EFCSN-DATABASE-GRANTS-2026,EFCSN — Database Grants,2026-07-29,https://efcsn.com/funding-opportunities/efcsn-database-grants/
INV-045,SRC-007,◈,fam:B,EC-FACTCHECK-CALL-2025,European Commission — €5m call European Network of Fact-Checkers,2025-04-01,https://digital-strategy.ec.europa.eu/en/news/commission-launches-eu5-million-call-strengthen-european-fact-checking-network
INV-045,SRC-008,◈,fam:B,EC-FACTCHECK-VISIBILITY-2025,European Commission — €1.6m visibility call,2025-04-30,https://digital-strategy.ec.europa.eu/en/funding/boosting-visibility-fact-checking-content-europe
INV-045,SRC-009,◈,fam:C,EDMO-FACTCHECKING,EDMO — Fact-checking activities,2026-09-07,https://edmo.eu/areas-of-activities/fact-checking/
INV-045,SRC-010,◈,fam:D,HADEA-EDMO-2026-CALL,HaDEA — DIGITAL-2026 EDMO hubs call,2025-10-09,https://ec.europa.eu/info/funding-tenders/opportunities/docs/2021-2027/digital/wp-call/2026/call-fiche_digital-2026-bestuse-tech-edmo-09_en.pdf
INV-045,SRC-011,◈,fam:E,IFCN-COMMITMENTS,IFCN — Code commitments,2026-09-07,https://ifcncodeofprinciples.poynter.org/the-commitments
INV-045,SRC-012,◈,fam:E,IFCN-BENEFITS,IFCN — Signatory benefits,2026-09-07,https://www.ifcncodeofprinciples.poynter.org/signatory-benefits
INV-045,SRC-013,◈,fam:E,IFCN-APPLICATION,IFCN — Application and complaints process,2026-09-07,https://ifcncodeofprinciples.poynter.org/application-process
INV-045,SRC-014,◈,fam:E,IFCN-ASSESSORS,IFCN — External assessors,2026-09-07,https://ifcncodeofprinciples.poynter.org/assessors
INV-047,SRC-001,◈,fam:A,CONSILIUM-WHY-SANCTIONS,Why the EU adopts sanctions,2024-04-01,https://www.consilium.europa.eu/en/policies/why-sanctions/
INV-047,SRC-002,◈,fam:B,CONSILIUM-RUSSIA-QA-2026,EU sanctions against Russia: questions and answers,2026-09-03,https://www.consilium.europa.eu/en/policies/sanctions-against-russia-explained/
INV-047,SRC-003,◈,fam:B,CONSILIUM-RUSSIA-17TH,EU 17th package sanctions Russia,2025-05-20,https://www.consilium.europa.eu/fr/press/press-releases/2025/05/20/russia-s-war-of-aggression-against-ukraine-eu-agrees-17th-package-of-sanctions/
INV-047,SRC-004,◈,fam:B,CONSILIUM-OIL-2026,Where does the EU get its oil from,2026-05-01,https://skribi.consilium.europa.eu/en/infographics/where-does-the-eu-get-its-oil-from/
INV-047,SRC-005,◈,fam:B,COMMISSION-FROZEN-ASSETS,Holding Russia accountable,2026-08-21,https://commission.europa.eu/topics/eu-solidarity-ukraine/holding-russia-accountable_en
INV-047,SRC-006,◈,fam:C,ECB-TRADE-DIVERSION-2023,International trade diversion after war sanctions boycotts,2023-04-12,https://www.ecb.europa.eu/press/blog/date/2023/html/ecb.blog.230412~1d6e657dd5.mt.html
INV-047,SRC-007,◈,fam:C,ECB-EXPORTS-RUSSIA-2024,External competitiveness of euro area,2024-09-01,https://www.ecb.europa.eu/press/economic-bulletin/articles/2024/html/ecb.ebart202406_01~3639959dc2.en.html
INV-047,SRC-008,◈,fam:C,EP-SANCTIONS-EFFECTIVENESS-2024,EU sanctions: key foreign and security policy instrument,2024-07-01,https://www.europarl.europa.eu/thinktank/en/document/EPRS_BRI(2024)760416
INV-047,SRC-009,◈,fam:A,EURLEX-2022-350,Regulation EU 2022/350 RT Sputnik broadcasting,2022-03-01,https://eur-lex.europa.eu/eli/reg/2022/350/oj/eng
INV-047,SRC-010,◈,fam:A,CURIA-RTFRANCE-2022,RT France v Council T-125/22,2022-07-27,https://infocuria.curia.europa.eu/tabs/redirect/juris/liste.jsf?language=en&num=T-125/22
INV-047,SRC-011,◈,fam:B,CONSILIUM-BELARUS-2026,EU sanctions against Belarus,2026-08-01,https://www.consilium.europa.eu/fr/policies/sanctions-against-belarus/
INV-047,SRC-012,◈,fam:B,EEAS-BELARUS-PRISONERS-2026,EU statement political prisoners Belarus,2026-07-08,https://www.eeas.europa.eu/delegations/council-europe/eu-statement-recent-release-political-prisoners-belarus_en
INV-047,SRC-013,◈,fam:A,EURLEX-BELARUS-2026,Council Regulation EU 2026/1846 Belarus,2026-07-23,https://eur-lex.europa.eu/legal-content/EN/ALL/?uri=CELEX%3A32026R1846
INV-047,SRC-014,◈,fam:B,CONSILIUM-JCPOA,Iran nuclear agreement and EU sanctions,2026-08-01,https://www.consilium.europa.eu/en/policies/jcpoa-iran-restrictive-measures/
INV-047,SRC-015,◈,fam:A,EEAS-JCPOA-2016,JCPOA Implementation Day reached,2016-01-16,https://www.eeas.europa.eu/node/3702_en
INV-047,SRC-016,◈,fam:D,WILEY-FLACH-2024,Quantifying sanctions effects on Russia,2023-09-22,https://onlinelibrary.wiley.com/doi/10.1111/roie.12707
INV-047,SRC-017,◈,fam:D,SCIENCEDIRECT-RUSSIA-TRADE-2021,Impact of sanctions and counter-sanctions on Russian trade,2021-10-01,https://www.sciencedirect.com/science/article/pii/S0313592621000692
INV-047,SRC-018,◈,fam:D,JEBO-SANCTIONS-2026,Sanctions without sanctimony,2026-08-01,https://www.sciencedirect.com/science/article/pii/S0167268126001915
INV-053,SRC-001,◈,fam:A,SENAT-R24-326-2,Sénat — suite à enquête Cour des comptes sur associations immigration/intégration,2025-02-11,https://www.senat.fr/rap/r24-326/r24-3262.html
INV-053,SRC-002,◈,fam:A,SENAT-R24-326-NOTICE,Sénat — notice rapport n°326 (2024-2025),2025-02-11,https://www.senat.fr/notice-rapport/2024/r24-326-notice.html
INV-053,SRC-003,◈,fam:B,HATVP-784547507,HATVP — France Terre d’Asile,2026-03-31,https://www.hatvp.fr/fiche-organisation/?organisation=784547507
INV-053,SRC-004,◈,fam:C,CE-SOS-MEDITERRANEE-2024,"Conseil d’État — SOS Méditerranée, subventions humanitaires sous conditions",2024-05-13,https://conseil-etat.fr/site/actualites/sos-mediterranee-les-collectivites-territoriales-peuvent-accorder-sous-conditions-une-subvention-a-une-action-humanitaire-internationale
INV-053,SRC-005,◈,fam:C,CE-474507,Conseil d’État — décision n°474507,2024-05-13,https://conseil-etat.fr/fr/arianeweb/CE/decision/2024-05-13/474507
INV-053,SRC-006,◈,fam:B,HATVP-813744471,HATVP — SOS Méditerranée France,2024-03-29,https://www.hatvp.fr/fiche-organisation/?organisation=813744471
INV-053,SRC-007,◉,fam:D,ECRE-FUNDING,ECRE — Funding,undated-current,https://ecre.org/finance/
INV-053,SRC-008,◉,fam:D,ECRE-AR-2024,ECRE Annual Report 2024,2025-03,https://ecre.org/wp-content/uploads/2025/03/ECRE-Annual-Report-on-2024.pdf
INV-053,SRC-009,◉,fam:E,PICUM-AR-2024,PICUM Annual Report 2024,2024-12,https://picum.org/wp-content/uploads/2024/12/PICUMs-Annual-Report-2024.pdf
INV-053,SRC-010,◈,fam:other:ec-home,EC-HOME-EMF-2024,European Commission — 2024 European Migration Forum,2024-12-18,https://home-affairs.ec.europa.eu/news/2024-european-migration-forum-highlights-key-role-civil-society-implementing-pact-2024-12-18_en
INV-054,SRC-001,◈,fam:A,CE:492030,Affaire du Siècle - execution proceedings,2024-12-13,https://www.conseil-etat.fr/fr/arianeweb/CE/decision/2024-12-13/492030
INV-054,SRC-002,◈,fam:A,CE:427301,Commune de Grande-Synthe climate judgment,2021-07-01,https://www.conseil-etat.fr/fr/arianeweb/CE/decision/2021-07-01/427301
INV-054,SRC-003,◈,fam:A,CE:468106,BLOOM v decree protection forte,2024-11-06,https://conseil-etat.fr/fr/arianeweb/CE/decision/2024-11-06/468106
INV-054,SRC-004,◈,fam:A,CE:497891,GISTI et al. immigration decree litigation,2025-07-01,https://www.conseil-etat.fr/fr/arianeweb/CE/decision/2025-07-01/497891
INV-054,SRC-005,◈,fam:A,CE:474652,Subvention à SOS Méditerranée - conditions,2024-05-13,https://www.conseil-etat.fr/fr/arianeweb/CE/analyse/2024-05-13/474652
INV-054,SRC-006,◈,fam:A,CE:476385,Les Soulèvements de la Terre - référé suspension,2023-08-11,https://www.conseil-etat.fr/fr/arianeweb/CE/decision/2023-08-11/476385
INV-054,SRC-007,◉,fam:D,ECRE:strategic-litigation,ECRE Strategic Litigation,undated,https://ecre.org/our-work/strategic-litigation/
INV-054,SRC-008,◉,fam:D,ECRE:annual-report-2024,ECRE Annual Report on 2024,2025-03,https://ecre.org/wp-content/uploads/2025/03/ECRE-Annual-Report-on-2024.pdf
INV-054,SRC-009,◉,fam:E,OSF:homepage,Open Society Foundations - What we do,undated,https://www.opensocietyfoundations.org/
INV-054,SRC-010,◈,fam:B,ECHR:53600/20,Verein KlimaSeniorinnen Schweiz and Others v Switzerland,2024-04-09,https://hudoc.echr.coe.int/app/conversion/docx/html/body?id=001-233206&library=ECHR
INV-054,SRC-011,◈,fam:C,CoE:DH-DD(2025)201,Rule 9.2 communication - KlimaSeniorinnen execution,2025-02-09,https://rm.coe.int/0900001680b447a9
INV-062,SRC-001,◉,fam:A,SENAT-R578-P111,Sénat inquiry - heterogeneous outcomes,2022-03-16,https://www.senat.fr/rap/r21-578-1/r21-578-111.html
INV-062,SRC-002,◉,fam:A,SENAT-R578-P112,Sénat inquiry - CNAV internal follow-up,2022-03-16,https://www.senat.fr/rap/r21-578-1/r21-578-112.html
INV-062,SRC-003,◉,fam:A,SENAT-R578-P114,Sénat inquiry - consultants and public decision,2022-03-16,https://www.senat.fr/rap/r21-578-1/r21-578-114.html
INV-062,SRC-004,◉,fam:A,SENAT-R578-P115,Sénat inquiry - major reforms and consulting,2022-03-16,https://www.senat.fr/rap/r21-578-1/r21-578-115.html
INV-062,SRC-005,◉,fam:A,SENAT-R578-P124,Sénat inquiry - vaccination case,2022-03-16,https://www.senat.fr/rap/r21-578-1/r21-578-124.html
INV-062,SRC-006,◉,fam:A,SENAT-R578-P125,Sénat inquiry - teacher profession case,2022-03-16,https://www.senat.fr/rap/r21-578-1/r21-578-125.html
INV-062,SRC-007,◉,fam:A,SENAT-R578-P126,Sénat inquiry - telework guide case,2022-03-16,https://www.senat.fr/rap/r21-578-1/r21-578-126.html
INV-062,SRC-008,◉,fam:A,SENAT-R578-P128,Sénat inquiry - central administration reorganisation,2022-03-16,https://www.senat.fr/rap/r21-578-1/r21-578-128.html
INV-062,SRC-009,◈,fam:D,AN-RINF-4928,Assemblée nationale outsourcing report 4928,2022-01-19,https://www.assemblee-nationale.fr/dyn/opendata/RINFANR5L15B4928.html
INV-062,SRC-010,◈,fam:D,AN-RAPP-2112,Assemblée nationale consulting regulation report 2112,2024-01-24,https://www.assemblee-nationale.fr/dyn/opendata/RAPPANR5L16B2112.html
INV-062,SRC-011,◈,fam:B,AN-QE-11307,Government answer on consulting controls,2024-01-02,https://questions.assemblee-nationale.fr/q16/16-11307QE.htm
INV-062,SRC-012,◈,fam:B,AN-QE-10031,Government answer on internalisation priority,2024-01-02,https://questions.assemblee-nationale.fr/q16/16-10031QE.htm
INV-062,SRC-013,◈,fam:E,DITP-ACI-2024,DITP - internal consulting agency launch,2024-03-26,https://www.transformation.gouv.fr/files/presse/cp-renfort-competences-agence-conseil-interne.pdf
INV-062,SRC-014,◈,fam:C,CDC-CONSEIL-2023,Cour des comptes - State consulting services,2023-07-10,https://www.ccomptes.fr/fr/publications/le-recours-par-letat-aux-prestations-intellectuelles-de-cabinets-de-conseil
INV-062,SRC-015,◈,fam:C,CDC-CONSEIL-RESP-2023,Cour des comptes - administration responses,2023-07-10,https://www.ccomptes.fr/system/files/2023-07/20230710-reponses-Recours-par-Etat-aux-prestations-intellectuelles-cabinets-conseil.pdf
INV-062,SRC-016,◈,fam:E,SENAT-L23-615-P7,Sénat 2024 consulting transparency provisions,2024-05-22,https://www.senat.fr/rap/l23-615/l23-6157.html
INV-066,SRC-001,◈,fam:A,European Commission,Horizon Europe strategic plan 2025-2027,2024-03-20,https://research-and-innovation.ec.europa.eu/funding/funding-opportunities/funding-programmes-and-open-calls/horizon-europe/strategic-plan_en
INV-066,SRC-002,◈,fam:A,ERC-STARTING-GRANT,ERC Starting Grant,LIVE_PAGE,https://erc.europa.eu/apply-grant/starting-grant
INV-066,SRC-003,◈,fam:B,ANR-AAPG-2026,AAPG - Appel à projets générique 2026,2025-07-21,https://anr.fr/fr/detail/call/aapg-appel-a-projets-generique-2026/?cHash=1c4aee951cf42d5a9505fc4d355e26d4&tx_anrprojects_request%5Baction%5D=show
INV-066,SRC-004,◈,fam:B,FRANCE-2030-PEPR,France 2030 : plan d’investissement pour la France de demain,2021-10-12,https://www.enseignementsup-recherche.gouv.fr/fr/france-2030-plan-d-investissement-pour-la-france-de-demain-88087
INV-066,SRC-005,◈,fam:A,IHI-SRIA,IHI Strategic Research and Innovation Agenda,2022-01,https://www.ihi.europa.eu/about-ihi/research-and-innovation-agenda
INV-066,SRC-006,◈,fam:A,IHI-GB,IHI Governing Board,LIVE_PAGE,https://www.ihi.europa.eu/about-ihi/who-we-are/governing-board
INV-066,SRC-007,◈,fam:A,IHI-TOPICS,How IHI call topics are generated,LIVE_PAGE,https://www.ihi.europa.eu/shape-our-future-research/how-call-topics-are-generated
INV-066,SRC-008,◉,fam:C,PMID:30132025,Industry sponsorship and research outcome,2018,https://pubmed.ncbi.nlm.nih.gov/30132025/
INV-066,SRC-009,◉,fam:C,PMID:30252531,The Influence of Industry Sponsorship on the Research Agenda,2018,https://pubmed.ncbi.nlm.nih.gov/30252531/
INV-066,SRC-010,◉,fam:C,PMID:31425611,Financial conflicts of interest in systematic reviews,2019,https://pubmed.ncbi.nlm.nih.gov/31425611/
INV-066,SRC-011,◉,fam:D,PMID:30084933,Role of industry funders in oncology randomized clinical trials,2018,https://pubmed.ncbi.nlm.nih.gov/30084933/
INV-066,SRC-012,◉,fam:D,PMID:34454496,Data ownership and publication constraints in industry-involved RCT protocols,2021,https://pubmed.ncbi.nlm.nih.gov/34454496/
INV-066,SRC-013,◉,fam:D,PMID:37962883,Industry involvement among most cited clinical trials 2019-2022,2023,https://pubmed.ncbi.nlm.nih.gov/37962883/
INV-066,SRC-014,◉,fam:C,PMID:27802480,Association of industry sponsorship with outcomes of nutrition studies,2016,https://pubmed.ncbi.nlm.nih.gov/27802480/
INV-066,SRC-015,◉,fam:D,PMID:30830688,Industry sponsorship and outcomes in implant dentistry RCTs,2019,https://pubmed.ncbi.nlm.nih.gov/30830688/
INV-066,SRC-016,◈,fam:E,HE-OPEN-SCIENCE,Open science in Horizon Europe,LIVE_PAGE,https://rea.ec.europa.eu/open-science_en
INV-066,SRC-017,◈,fam:E,EMA-CTIS-RESULTS,CTIS public portal - trial results,2024-12-10,https://www.ema.europa.eu/system/files/documents/other/ctis-public-portal-trial-results-en.pdf
INV-066,SRC-018,◈,fam:E,FR-TRANSPARENCE-SANTE,Base Transparence Santé,2022-01-14,https://sante.gouv.fr/ministere/base-transparence-sante/article/base-transparence-sante
INV-070,SRC-001,◈,fam:A,DITP Sciences comportementales,DITP Sciences comportementales,UNKNOWN,https://www.modernisation.gouv.fr/accompagner-les-administrations/laboratoires-interministeriels-dinnovation/sciences
INV-070,SRC-002,◈,fam:A,DITP Mettre les sciences comportementales au coeur de action publique,DITP Mettre les sciences comportementales au coeur de action publique,2022-05-18,https://www.modernisation.gouv.fr/actualites/mettre-les-sciences-comportementales-au-coeur-de-laction-publique
INV-070,SRC-003,◈,fam:A,DITP Violences conjugales,DITP Violences conjugales,2022-11-21,https://www.modernisation.gouv.fr/publications/comment-mieux-reperer-les-femmes-victimes-de-violences-conjugales-lapport-des-sciences
INV-070,SRC-004,◈,fam:A,DITP Indice reparabilite test affichage,DITP Indice reparabilite test affichage,2020-09-24,https://www.modernisation.gouv.fr/publications/consommation-durable-les-sciences-comportementales-testent-laffichage-dun-indice-de
INV-070,SRC-005,◈,fam:A,DITP Indice reparabilite evaluation impact,DITP Indice reparabilite evaluation impact,2023-12-07,https://www.modernisation.gouv.fr/publications/indice-de-reparabilite-quel-impact-sur-lachat-de-produits-plus-reparables
INV-070,SRC-006,◈,fam:A,DITP Insertion professionnelle handicap,DITP Insertion professionnelle handicap,2022-01-27,https://www.modernisation.gouv.fr/publications/linsertion-professionnelle-des-personnes-en-situation-de-handicap
INV-070,SRC-007,◈,fam:A,DITP FAMINUM ecrans enfants,DITP FAMINUM ecrans enfants,2022-02-07,https://www.modernisation.gouv.fr/publications/promouvoir-une-utilisation-raisonnee-des-ecrans-par-les-enfants
INV-070,SRC-008,◈,fam:A,DITP Antibiotiques sciences comportementales,DITP Antibiotiques sciences comportementales,2022-04-21,https://www.modernisation.gouv.fr/publications/comment-promouvoir-une-consommation-raisonnee-des-antibiotiques-grace-aux-sciences
INV-070,SRC-009,◈,fam:A,DITP Pollution air interieur donnees personnalisees,DITP Pollution air interieur donnees personnalisees,2020-09-03,https://www.modernisation.gouv.fr/publications/pollution-de-lair-interieur-faciliter-les-changements-de-comportements-grace-aux
INV-070,SRC-010,◈,fam:A,DITP Lutte contre fraude eclairage sciences comportementales,DITP Lutte contre fraude eclairage sciences comportementales,2025-05-07,https://www.modernisation.gouv.fr/publications/lutte-contre-la-fraude-leclairage-des-sciences-comportementales
INV-070,SRC-011,◈,fam:B,HAS Reperage violences conjugales,HAS Reperage violences conjugales,2022-11-23,https://www.has-sante.fr/jcms/p_3104867/fr/reperage-des-femmes-victimes-de-violences-au-sein-du-couple
INV-070,SRC-012,◈,fam:C,Legifrance decret experimentation signaux tarifaires electricite,Legifrance decret experimentation signaux tarifaires electricite,2026-05-05,https://www.legifrance.gouv.fr/eli/decret/2026/4/30/2026-339/jo/texte
INV-070,SRC-013,◉,fam:D,OECD Good practice principles ethical behavioural science,OECD Good practice principles ethical behavioural science,2022-10-05,https://www.oecd.org/en/publications/good-practice-principles-for-ethical-behavioural-science-in-public-policy_e19a9be9-en.html
INV-070,SRC-014,◉,fam:E,PNAS Effectiveness of nudging meta-analysis,PNAS Effectiveness of nudging meta-analysis,2022-01-04,https://doi.org/10.1073/pnas.2107346118
INV-074,SRC-001,◈,fam:A,LEGIFRANCE-1986-ART4,Légifrance - loi 1986 article 4 composition Arcom,2022-01-01,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000044259313
INV-074,SRC-002,◈,fam:B,ARCOM-MISSIONS,Arcom - Nos missions,2026-09-09,https://www.arcom.fr/nos-missions
INV-074,SRC-003,◈,fam:C,CE-463162,Conseil d’État - décision 463162 RSF/CNews,2024-02-13,https://www.conseil-etat.fr/fr/arianeweb/CE/decision/2024-02-13/463162
INV-074,SRC-004,◈,fam:B,ARCOM-2024-15,Arcom - délibération pluralisme 2024-15,2024-07-18,https://www.arcom.fr/se-documenter/espace-juridique/textes-juridiques/deliberation-ndeg-2024-15-du-17-juillet-2024-relative-au-respect-du-principe-de-pluralisme-des-courants-de-pensee-et-dopinion-par-les-editeurs-de-services
INV-074,SRC-005,◈,fam:B,ARCOM-RSF-2024,Arcom - réexamen saisine RSF/CNews,2024-07-31,https://www.arcom.fr/se-documenter/espace-juridique/decisions/reexamen-de-la-saisine-de-lassociation-reporters-sans-frontieres-rsf
INV-074,SRC-006,◈,fam:B,ARCOM-C8-2023-63,Arcom - sanction C8 3.5m,2023-02-09,https://www.arcom.fr/se-documenter/espace-juridique/decisions/decision-du-9-fevrier-2023-portant-sanction-pecuniaire-lencontre-de-la-societe-c8
INV-074,SRC-007,◈,fam:C,CE-472887,Conseil d’État - C8 sanction 3.5m upheld,2024-07-10,https://www.conseil-etat.fr/fr/arianeweb/CE/decision/2024-07-10/472887
INV-074,SRC-008,◈,fam:B,ARCOM-FTV-2024,Arcom - mise en demeure France Télévisions élections européennes,2024-05-31,https://www.arcom.fr/se-documenter/espace-juridique/decisions/decision-du-30-mai-2024-mettant-en-demeure-la-societe-france-televisions
INV-074,SRC-009,◈,fam:B,ARCOM-FMM-2024,Arcom - mise en demeure France Médias Monde élections européennes,2024-05-31,https://www.arcom.fr/se-documenter/espace-juridique/decisions/decision-du-30-mai-2024-mettant-en-demeure-la-societe-france-medias-monde
INV-074,SRC-010,◈,fam:B,ARCOM-TNT-PRESEL-2024,Arcom - présélection TNT 2024,2024-07-24,https://www.arcom.fr/presse/appel-aux-candidatures-pour-15-services-de-la-tnt-preselection-des-candidats
INV-074,SRC-011,◈,fam:C,CE-499823,Conseil d’État - TNT C8 NRJ12,2025-02-19,https://www.conseil-etat.fr/fr/arianeweb/CE/decision/2025-02-19/499823
INV-074,SRC-012,◈,fam:B,ARCOM-RA2024-AUDITION,Arcom - présentation rapport activité 2024,2025-10-01,https://www.arcom.fr/presse/presentation-du-rapport-dactivite-2024-de-larcom-audition-de-martin-ajdari-president-de-larcom-devant-la-commission-des-affaires-culturelles-et-de-leducation-de-lassemblee-nationale
INV-074,SRC-013,◈,fam:C,CE-502416,Conseil d’État - numérotation TNT 2026,2026-02-25,https://www.conseil-etat.fr/fr/arianeweb/CE/decision/2026-02-25/502416
INV-074,SRC-014,◈,fam:D,EC-DSA-TRUSTED-FLAGGERS,European Commission - trusted flaggers DSA,2026-06-12,https://digital-strategy.ec.europa.eu/en/policies/trusted-flaggers-under-dsa
INV-074,SRC-015,◈,fam:D,EC-DSA-DSC,European Commission - Digital Services Coordinators,2026-06-12,https://digital-strategy.ec.europa.eu/en/policies/dsa-dscs
INV-074,SRC-016,◈,fam:E,SENAT-R25-068,Sénat - rapport Arcom 2025,2026-04-24,https://www.senat.fr/notice-rapport/2025/r25-068-notice.html
INV-081,SRC-001,◈,fam:other:politis,POLITIS-CONCENTRATION-2021,Menace sur le pluralisme : une concentration dans les médias toujours plus forte,2021-12-15,https://www.politis.fr/articles/2021/12/menace-sur-le-pluralisme-une-concentration-dans-les-medias-toujours-plus-forte-43905/
INV-081,SRC-002,◈,fam:other:assemblee_nationale,AN-COMMISSION-MEDIA-CONCENTRATION-2026-039,Commission des affaires culturelles et de l education - audition concentration des medias,2026,https://questions.assemblee-nationale.fr/dyn/docs/CRCANR5L17S2026PO419604N039.raw
INV-081,SRC-003,◈,fam:other:assemblee_nationale,AN-SEANCE-2026-02-12,Deuxieme seance du jeudi 12 fevrier 2026,2026-02-12,https://questions.assemblee-nationale.fr/dyn/17/comptes-rendus/seance/session-ordinaire-de-2025-2026/deuxieme-seance-du-jeudi-12-fevrier-2026
INV-081,SRC-004,◈,fam:other:acpm,ACPM-PQN-2025,Presse Quotidienne Nationale - Classement 2025,2025,https://www.acpm.fr/classements/pqn?thematic=5
INV-081,SRC-005,◈,fam:other:acpm,ACPM-PQR-2025,Presse Quotidienne Regionale - Classement 2025,2025,https://www.acpm.fr/classements/pqr
INV-081,SRC-006,◈,fam:other:groupe_lemonde,GROUPE-LEMONDE-OWNERSHIP-2026,L actionnariat du Groupe Le Monde en 2026,2026-06-10,https://www.lemonde.fr/actualite-medias/article/2026/06/10/l-actionnariat-du-groupe-le-monde-en-2026_6700443_3236.html
INV-081,SRC-007,◈,fam:other:lefigaro_legal,LEFIGARO-LEGAL-2026,Mentions legales Le Figaro,2026,https://mentions-legales.lefigaro.fr/le-figaro/mentions-legales-figaro
INV-081,SRC-008,◈,fam:other:lvmh,LVMH-GLELP-2026,Groupe Les Echos-Le Parisien - LVMH,2026,https://www.lvmh.com/join-us/our-maisons/other-activities/groupe-les-echos-le-parisien
INV-081,SRC-009,◈,fam:other:ouest_france,OUESTFRANCE-OWNERSHIP-2026,Qui sommes-nous - Ouest-France,2026,https://www.ouest-france.fr/qui-sommes-nous/
INV-081,SRC-010,◈,fam:other:arcom,ARCOM-ANTI-CONCENTRATION-2026,Le dispositif anti-concentration : un outil visant a garantir le pluralisme,2026,https://www.arcom.fr/nous-connaitre/nos-missions/garantir-le-pluralisme-et-la-cohesion-sociale/le-dispositif-anti-concentration-un-outil-visant-garantir-le-pluralisme
INV-081,SRC-011,◈,fam:other:arcom,ARCOM-TRANSPARENCY-DB-2026,Base de donnees sur la transparence des medias,2026,https://www.arcom.fr/nous-connaitre-notre-institution/regulation-europeenne-et-internationale/base-de-donnees-sur-la-transparence-des-medias
INV-081,SRC-012,◈,fam:other:cma_cgm,CMA-CGM-RESULTS-2025,Resultats financiers annuels 2025 - CMA CGM,2026,https://www.cmacgm-group.com/fr/actualites-media/resultats-financiers-annuels-2025
INV-081,SRC-013,◈,fam:other:eu_commission,EU-ROL-FRANCE-2026,2026 Rule of Law Report - France country chapter,2026,https://eur-lex.europa.eu/legal-content/EN/TXT/PDF/?uri=CELEX:52026SC0910
INV-081,SRC-014,◈,fam:other:lemonde_press,LEMONDE-LIBERATION-2022,Patrick Drahi vole au secours de Liberation,2022-02-14,https://www.lemonde.fr/economie/article/2022/02/14/patrick-drahi-vole-au-secours-de-liberation_6113628_3234.html
INV-081,SRC-015,◈,fam:other:strategies,STRATEGIES-LIBERATION-2026,Liberation : Daniel Kretinsky apporte 17 millions d euros supplementaires,2026-03-09,https://www.strategies.fr/actualites/medias/LQ5508814C/liberation-daniel-kretinsky-apporte-17-millions-deuros-supplementaires.html
INV-093,SRC-001,◈,fam:A,LEGIARTI000039446180,Code électoral — article L52-8,2020-06-30,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000039446180
INV-093,SRC-002,◈,fam:A,LEGIARTI000035570026,Code électoral — article L52-7-1,2018-01-01,https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000035570026
INV-093,SRC-003,◈,fam:A,LEGIARTI000052092735,Code électoral — article L52-12,2026-04-09,https://www.legifrance.gouv.fr/codes/article_lc/LEGIARTI000052092735
INV-093,SRC-004,◈,fam:A,LEGIARTI000039446173,Code électoral — article L52-15,2020-06-30,https://www.legifrance.gouv.fr/loda/article_lc/LEGIARTI000039446173/2026-05-25
INV-093,SRC-005,◈,fam:B,CNCCFP-ELECTIONS-WORKFLOW,Élections et comptes de campagne — CNCCFP,2026-09-07,https://cnccfp.fr/elections/
INV-093,SRC-006,◈,fam:B,CNCCFP-RA-2012-2013,CNCCFP — Quinzième rapport d'activité 2012-2013,2013-05-01,https://www.cnccfp.fr/wp-content/uploads/2013/05/cnccfp_activite_2012_2013.pdf
INV-093,SRC-007,◈,fam:C,ECLI:FR:CC:2013:2013.156.PDR,Décision n° 2013-156 PDR du 4 juillet 2013,2013-07-04,https://www.legifrance.gouv.fr/cons/id/CONSTEXT000028024281
INV-093,SRC-008,◈,fam:D,ECLI:FR:CCASS:2025:CR01455,"Cour de cassation, crim., 26 novembre 2025, n°24-82.486",2025-11-26,https://www.courdecassation.fr/decision/6926ab8a77bf00d0f5ea186d
