id,workstream,kind,title,coverage_after_inv002,utility,recommended_action,corpus_refs,reason
INV-078,W6,INVESTIGATION,Fonds Marianne et financement étatique de la contre-influence : anatomie complète,SUBSTANTIAL_PRIOR,HIGH,RECHECK,A002:212051560.qui-fabrique-lautorite-du-vrai;A039:198659211.opposition-controlee-anatomie-dun;A072:186844276.tristan-mendes-france-la-machine,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-079,W6,INVESTIGATION,"Associations et prestataires subventionnés pour lutter contre désinformation, haine ou radicalisation",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A039:198659211.opposition-controlee-anatomie-dun;A072:186844276.tristan-mendes-france-la-machine,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-080,W6,INVESTIGATION,"Sanction administrative sans condamnation judiciaire : gel des avoirs, expulsions, interdictions, réputation et seuil de preuve",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A006:209222653.du-narratif-a-lingerence-le-seuil;A087:182502562.la-justice-spectrale-lere-du-bannissement,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-081,W7,INVESTIGATION,Propriété réelle des médias français : reconstruire les chiffres sans reprendre 9 milliardaires/80-90 % sans dénominateur,SUBSTANTIAL_PRIOR,HIGH,RECHECK,A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A014:202848231.lecart-legalitelegitimite-la-signature;A022:199655164.le-verrou-28-recours-au-493-57-dabstention;A025:199654938.medias-censure-et-desinformation;A036:199422722.la-caste-parasite-qui-gouverne-la;A049:193809543.audiovisuel-public-anatomie-dune;A091:181572197.lindustrie-de-linfluence-enquete,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-082,W7,INVESTIGATION,Concentration économique versus concentration éditoriale : quelle causalité peut réellement être démontrée ?,PARTIAL,HIGH,DEEPEN,A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A025:199654938.medias-censure-et-desinformation;A049:193809543.audiovisuel-public-anatomie-dune;A091:181572197.lindustrie-de-linfluence-enquete,Corpus touches the subject but does not close the proposed investigation.
INV-083,W7,INVESTIGATION,"Dépendances économiques des rédactions : propriétaires, annonceurs, abonnements, subventions, plateformes",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A025:199654938.medias-censure-et-desinformation;A049:193809543.audiovisuel-public-anatomie-dune;A091:181572197.lindustrie-de-linfluence-enquete,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-084,W7,INVESTIGATION,"AFP, Reuters, AP : pouvoir des agences sur la définition de l’agenda informationnel",PARTIAL,HIGH,DEEPEN,A001:212538645.qui-fact-checke-les-fact-checkers;A002:212051560.qui-fabrique-lautorite-du-vrai;A008:208733314.la-fabrique-de-la-menace-comment,Corpus touches the subject but does not close the proposed investigation.
INV-085,W7,INVESTIGATION,Sélection des sujets avant même leur traitement : pouvoir éditorial en amont du verdict,SUBSTANTIAL_PRIOR,HIGH,RECHECK,A001:212538645.qui-fact-checke-les-fact-checkers;A002:212051560.qui-fabrique-lautorite-du-vrai;A008:208733314.la-fabrique-de-la-menace-comment;A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A025:199654938.medias-censure-et-desinformation;A091:181572197.lindustrie-de-linfluence-enquete,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-086,W7,INVESTIGATION,"Plateaux d’experts et pluralisme artificiel : sélection, cadrage, composition et fenêtres d’Overton",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A008:208733314.la-fabrique-de-la-menace-comment;A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A025:199654938.medias-censure-et-desinformation;A091:181572197.lindustrie-de-linfluence-enquete,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-087,W7,INVESTIGATION,"Sondages comme technologie d’influence : formulation, publication, horse-race politics, effets d’entraînement",PARTIAL,HIGH,DEEPEN,A059:191154925.pourquoi-les-electeurs-francais-votent,Corpus touches the subject but does not close the proposed investigation.
INV-088,W7,INVESTIGATION,Fact-checking comme infrastructure de qualification : consolidation des enquêtes existantes,SUBSTANTIAL_PRIOR,HIGH,RECHECK,A001:212538645.qui-fact-checke-les-fact-checkers;A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A072:186844276.tristan-mendes-france-la-machine,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-089,W7,INVESTIGATION,Trusted flaggers et intermédiaires de modération : pouvoir sans responsabilité directe,SUBSTANTIAL_PRIOR,HIGH,RECHECK,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A071:186904003.larchitecture-de-la-censure-europeenne;A074:186286764.ce-que-macron-appelle-protection,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-090,W7,INVESTIGATION,"Shadow banning, démonétisation, déréférencement et friction algorithmique : existence, fréquence, recours",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A071:186904003.larchitecture-de-la-censure-europeenne;A097:180580808.pravda-quand-lelysee-ironise-sur;A098:180481861.quand-lelysee-attaque-un-journaliste,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-091,W7,INVESTIGATION,Moteurs de recherche et recommandation : structuration de l’exposition politique sans produire de contenu,PARTIAL,HIGH,DEEPEN,A002:212051560.qui-fabrique-lautorite-du-vrai;A020:199655242.le-numerique-colonise-70-des-donnees;A071:186904003.larchitecture-de-la-censure-europeenne,Corpus touches the subject but does not close the proposed investigation.
INV-092,W7,INVESTIGATION,"IA générative, deepfakes et opérations d’influence automatisées : changement d’échelle réel ou panique anticipatoire ?",PARTIAL,HIGH,DEEPEN,A082:183123537.lempire-du-mensonge-rapport-dautopsie,Corpus touches the subject but does not close the proposed investigation.
INV-093,W8,INVESTIGATION,"Financement des campagnes françaises : argent, prêts, micro-partis, prestations, contournements possibles",PARTIAL,HIGH,DEEPEN,A003:210245443.limpossible-rassemblement;A039:198659211.opposition-controlee-anatomie-dun;A101:180309272.ladieu-aux-partis-du-diagnostic-de,Corpus touches the subject but does not close the proposed investigation.
INV-094,W8,INVESTIGATION,Financement étranger direct ou indirect des partis et candidats européens,PARTIAL,HIGH,DEEPEN,A116:180061326.qui-a-vraiment-la-tete-dans-le-sable;A119:180052771.qui-est-vraiment-louis-duclos,Corpus touches the subject but does not close the proposed investigation.
INV-095,W8,INVESTIGATION,"Sélection des candidats avant l’élection : partis, financeurs, réseaux, médias, grandes écoles et cooptation",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A003:210245443.limpossible-rassemblement;A014:202848231.lecart-legalitelegitimite-la-signature;A036:199422722.la-caste-parasite-qui-gouverne-la;A039:198659211.opposition-controlee-anatomie-dun;A053:193017697.comment-la-richesse-verrouille-le;A068:187674415.le-triangle-de-la-capture-le-mecanisme;A101:180309272.ladieu-aux-partis-du-diagnostic-de,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-096,W8,INVESTIGATION,Microtargeting électoral et données personnelles en France/UE,PARTIAL,HIGH,DEEPEN,A071:186904003.larchitecture-de-la-censure-europeenne;A082:183123537.lempire-du-mensonge-rapport-dautopsie,Corpus touches the subject but does not close the proposed investigation.
INV-097,W8,INVESTIGATION,"Bots, faux comptes, astroturfing et amplification artificielle pendant les élections",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A004:210182384.lingerence-sans-mesure;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A071:186904003.larchitecture-de-la-censure-europeenne,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-098,W8,INVESTIGATION,"Achat de votes, clientélisme et redistribution électoraliste : formes modernes et réalité française",NEW,HIGH,DEEPEN,,No sufficiently substantive prior investigation identified in the canonical corpus.
INV-099,W8,INVESTIGATION,"Fraude électorale réelle versus industrie de l’accusation de fraude : fréquence, mécanismes, vérifiabilité",NEW,HIGH,DEEPEN,,No sufficiently substantive prior investigation identified in the canonical corpus.
INV-100,W8,INVESTIGATION,Annulation ou neutralisation judiciaire/administrative d’une élection : Roumanie et comparaisons internationales,PARTIAL,HIGH,DEEPEN,A006:209222653.du-narratif-a-lingerence-le-seuil;A057:192293819.la-democratie-en-cage,Corpus touches the subject but does not close the proposed investigation.
INV-101,W8,INVESTIGATION,"Référendum, RIC et accès du peuple à la décision : qui peut initier la question ?",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A003:210245443.limpossible-rassemblement;A007:206399715.le-peuple-nexiste-que-sur-convocation;A010:205911763.le-verrou-invisible-anatomie-du-ric;A022:199655164.le-verrou-28-recours-au-493-57-dabstention;A037:199049245.le-changement-de-regime-pourquoi;A038:199724760.le-peuple-est-le-seul-souverain-le;A057:192293819.la-democratie-en-cage;A101:180309272.ladieu-aux-partis-du-diagnostic-de,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-102,W8,INVESTIGATION,"Consentement sans choix réel : verrou institutionnel, offre politique, abstention, vote stratégique et légitimité",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A003:210245443.limpossible-rassemblement;A007:206399715.le-peuple-nexiste-que-sur-convocation;A010:205911763.le-verrou-invisible-anatomie-du-ric;A014:202848231.lecart-legalitelegitimite-la-signature;A022:199655164.le-verrou-28-recours-au-493-57-dabstention;A037:199049245.le-changement-de-regime-pourquoi;A038:199724760.le-peuple-est-le-seul-souverain-le;A041:198170736.le-paradoxe-francais-66-de-colere;A057:192293819.la-democratie-en-cage;A059:191154925.pourquoi-les-electeurs-francais-votent;A101:180309272.ladieu-aux-partis-du-diagnostic-de,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-103,W9,INVESTIGATION,Défiance institutionnelle française : mesurer précisément qui n’est plus cru et pourquoi,PARTIAL,HIGH,DEEPEN,A010:205911763.le-verrou-invisible-anatomie-du-ric;A014:202848231.lecart-legalitelegitimite-la-signature;A021:199655311.la-justice-fantome-020-du-pib-86;A022:199655164.le-verrou-28-recours-au-493-57-dabstention;A041:198170736.le-paradoxe-francais-66-de-colere;A057:192293819.la-democratie-en-cage;A059:191154925.pourquoi-les-electeurs-francais-votent;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A106:180194877.407-mensonges-lautopsie-dun-systeme,Corpus touches the subject but does not close the proposed investigation.
INV-104,W9,INVESTIGATION,Mensonge institutionnel → défiance → vulnérabilité à la manipulation : la boucle causale existe-t-elle ?,SUBSTANTIAL_PRIOR,HIGH,RECHECK,A008:208733314.la-fabrique-de-la-menace-comment;A014:202848231.lecart-legalitelegitimite-la-signature;A041:198170736.le-paradoxe-francais-66-de-colere;A065:189043675.la-machine-a-silence;A072:186844276.tristan-mendes-france-la-machine;A077:185893876.budget-2026-larchitecture-du-mensonge;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A097:180580808.pravda-quand-lelysee-ironise-sur;A098:180481861.quand-lelysee-attaque-un-journaliste;A106:180194877.407-mensonges-lautopsie-dun-systeme;A111:180120693.macron-et-la-paix-en-ukraine-ce-que,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-105,W9,INVESTIGATION,"Autorité, conformisme et obéissance : ce que Milgram, Asch et recherches contemporaines permettent réellement d’extrapoler",PARTIAL,HIGH,DEEPEN,A052:193239406.oak-island-le-mecanisme-de-capture;A070:187237034.de-lombre-des-cavernes-a-lecran-lumineux;A082:183123537.lempire-du-mensonge-rapport-dautopsie,Corpus touches the subject but does not close the proposed investigation.
INV-106,W9,INVESTIGATION,"Peur et production de menace : terrorisme, guerre, pandémie, climat, immigration, cybermenaces",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A008:208733314.la-fabrique-de-la-menace-comment;A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A058:191802696.la-guerre-des-autres;A071:186904003.larchitecture-de-la-censure-europeenne;A075:186127641.limpasse-persique-pourquoi-loccident;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A090:181766389.les-telegraphistes-de-la-terreur;A104:180261963.democratie-rare-en-temps-de-guerre-82a;A105:180223640.larmee-potemkine-quand-le-spectre,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-107,W9,INVESTIGATION,Moral panics et politiques publiques : comment un événement devient urgence collective,PARTIAL,HIGH,DEEPEN,A008:208733314.la-fabrique-de-la-menace-comment;A013:203962785.un-geyser-de-6-metres-a-clichy-autopsie;A075:186127641.limpasse-persique-pourquoi-loccident;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A096:180734703.abattage-massif-en-savoie-la-france,Corpus touches the subject but does not close the proposed investigation.
INV-108,W9,INVESTIGATION,"Identité politique, tribalisme et raisonnement motivé : pourquoi les faits seuls échouent",PARTIAL,HIGH,DEEPEN,A059:191154925.pourquoi-les-electeurs-francais-votent;A069:187436825.darwin-et-evolution-enquete-sur-les;A082:183123537.lempire-du-mensonge-rapport-dautopsie,Corpus touches the subject but does not close the proposed investigation.
INV-109,W9,INVESTIGATION,"Illusory truth, répétition et familiarité : limites réelles du pouvoir propagandiste",PARTIAL,HIGH,DEEPEN,A008:208733314.la-fabrique-de-la-menace-comment;A082:183123537.lempire-du-mensonge-rapport-dautopsie,Corpus touches the subject but does not close the proposed investigation.
INV-110,W9,INVESTIGATION,"Learned helplessness, efficacité politique et résignation démocratique",PARTIAL,HIGH,DEEPEN,A041:198170736.le-paradoxe-francais-66-de-colere;A052:193239406.oak-island-le-mecanisme-de-capture;A082:183123537.lempire-du-mensonge-rapport-dautopsie,Corpus touches the subject but does not close the proposed investigation.
INV-111,W9,INVESTIGATION,Économie de l’indignation : médias et plateformes transforment-ils la colère en produit plutôt qu’en action ?,SUBSTANTIAL_PRIOR,HIGH,RECHECK,A008:208733314.la-fabrique-de-la-menace-comment;A012:204169916.le-debat-qui-nexistait-pas-6-mecanismes;A025:199654938.medias-censure-et-desinformation;A065:189043675.la-machine-a-silence;A072:186844276.tristan-mendes-france-la-machine;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A091:181572197.lindustrie-de-linfluence-enquete,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-112,W9,INVESTIGATION,"Complotisme comme symptôme, marché et instrument politique : causes réelles, exploitations et erreurs institutionnelles",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A001:212538645.qui-fact-checke-les-fact-checkers;A002:212051560.qui-fabrique-lautorite-du-vrai;A008:208733314.la-fabrique-de-la-menace-comment;A059:191154925.pourquoi-les-electeurs-francais-votent;A069:187436825.darwin-et-evolution-enquete-sur-les;A072:186844276.tristan-mendes-france-la-machine;A082:183123537.lempire-du-mensonge-rapport-dautopsie,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-113,W10,IDEA,"Franc-maçonnerie : sociologie des réseaux, accès, cooptation et décisions démontrables",PARTIAL,MEDIUM,DEEPEN,A055:192483249.ce-nest-pas-du-satanisme-cest-une;A010:205911763.le-verrou-invisible-anatomie-du-ric,Corpus touches the subject but does not close the proposed investigation.
INV-114,W10,IDEA,"Le Siècle : composition, circulation des élites, accès et influence démontrable",PARTIAL,MEDIUM,DEEPEN,A036:199422722.la-caste-parasite-qui-gouverne-la;A055:192483249.ce-nest-pas-du-satanisme-cest-une,Corpus touches the subject but does not close the proposed investigation.
INV-115,W10,IDEA,"Bilderberg : participants, agenda, réseaux, mythes et effets réellement traçables",PARTIAL,MEDIUM,DEEPEN,A055:192483249.ce-nest-pas-du-satanisme-cest-une,Corpus touches the subject but does not close the proposed investigation.
INV-116,W10,IDEA,"WEF / Young Global Leaders : sélection, réseaux, idées, trajectoires et limites des inférences de contrôle",PARTIAL,MEDIUM,DEEPEN,A044:194695720.larchitecture-a-luvre;A054:192726440.le-vampire-de-la-croissance;A082:183123537.lempire-du-mensonge-rapport-dautopsie,Corpus touches the subject but does not close the proposed investigation.
INV-117,W10,IDEA,"French-American Foundation / Young Leaders : réseau transatlantique, carrières et influence démontrable",PARTIAL,MEDIUM,DEEPEN,A036:199422722.la-caste-parasite-qui-gouverne-la;A090:181766389.les-telegraphistes-de-la-terreur,Corpus touches the subject but does not close the proposed investigation.
INV-118,W10,IDEA,CFR / Trilateral Commission / réseaux transatlantiques : influence intellectuelle versus coordination politique,NEW,MEDIUM,DEFER,,No sufficiently substantive prior investigation identified in the canonical corpus.
INV-119,W10,IDEA,"Grandes écoles, ENA/INSP, Inspection des finances : reproduction, circulation et concentration des élites administratives",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A014:202848231.lecart-legalitelegitimite-la-signature;A036:199422722.la-caste-parasite-qui-gouverne-la;A053:193017697.comment-la-richesse-verrouille-le;A068:187674415.le-triangle-de-la-capture-le-mecanisme,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-120,W10,IDEA,"Finance et banques : lobbying, revolving doors, dépendance réglementaire et pouvoir de marché sur la décision publique",PARTIAL,HIGH,DEEPEN,A034:199653976.la-dette-instrumentalisee-3-200-milliards;A035:199655748.largent-qui-disparait-80-a-100-milliards;A046:194422681.le-leviathan-de-verre;A053:193017697.comment-la-richesse-verrouille-le;A054:192726440.le-vampire-de-la-croissance;A062:190192234.le-grand-manege-de-la-depossession;A083:183424330.lagonie-du-souverain-la-singularite;A089:182308074.france-2025-lanatomie-dune-feodalite,Corpus touches the subject but does not close the proposed investigation.
INV-121,W10,IDEA,"Industrie pharmaceutique : lobbying, expertise, recherche, régulation, médias et conflits d’intérêts",PARTIAL,MEDIUM,DEEPEN,A001:212538645.qui-fact-checke-les-fact-checkers;A043:194966421.la-constellation-davril;A045:194518266.lingenierie-de-lenclos;A056:192351575.le-reseau-qui-nous-facture;A082:183123537.lempire-du-mensonge-rapport-dautopsie;A089:182308074.france-2025-lanatomie-dune-feodalite;A095:180851146.france-2025-larchitecture-de-lenfer,Corpus touches the subject but does not close the proposed investigation.
INV-122,W10,IDEA,"Industrie de défense : commandes publiques, lobbying, think tanks, médias et politique étrangère",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A023:199655095.la-defense-rongee-449-md-sans-munitions;A058:191802696.la-guerre-des-autres;A063:189855247.le-sanctuaire-inverse-comment-la;A075:186127641.limpasse-persique-pourquoi-loccident;A083:183424330.lagonie-du-souverain-la-singularite;A090:181766389.les-telegraphistes-de-la-terreur;A105:180223640.larmee-potemkine-quand-le-spectre;A107:180162835.service-militaire-volontaire-ce-que;A115:180081515.ukraine-ce-que-hayer-trump-et-zelenskyy,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-123,W10,IDEA,"Big Tech : lobbying, infrastructures, modération, données, dépendance étatique et pouvoir normatif",SUBSTANTIAL_PRIOR,HIGH,RECHECK,A002:212051560.qui-fabrique-lautorite-du-vrai;A004:210182384.lingerence-sans-mesure;A020:199655242.le-numerique-colonise-70-des-donnees;A067:188810196.le-gulag-digital-surveilles-a-100;A071:186904003.larchitecture-de-la-censure-europeenne;A074:186286764.ce-que-macron-appelle-protection;A109:180129975.leurope-construit-elle-un-credit-40d;A110:180128122.leurope-construit-elle-un-credit,Dedicated or repeated corpus coverage exists; reuse only after revalidation of material claims.
INV-124,W10,IDEA,"Debanking, paiements, sanctions et accès financier comme infrastructure privée/publique de coercition",PARTIAL,HIGH,DEEPEN,A067:188810196.le-gulag-digital-surveilles-a-100;A083:183424330.lagonie-du-souverain-la-singularite;A087:182502562.la-justice-spectrale-lere-du-bannissement;A109:180129975.leurope-construit-elle-un-credit-40d;A110:180128122.leurope-construit-elle-un-credit,Corpus touches the subject but does not close the proposed investigation.
