inv_id	workstream	type	family_id	family	authority	physical_source	disposition	article_section	material_yield	justification
INV-053	W4	PRIMARY	F4	Philanthropie, ONG et société civile financée	FIRST_ORDER_RESULT	INV-053_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§5	INV-053 sépare trois niveaux : (1) les financements publics, européens et privés créent des capacités opérationnelles substantielles ; (2) certaines organisations financées, notamment France Terre d'Asile, ECRE et PICUM, mènent parallèlement un plaidoyer explicite et disposent de canaux d'accès institutionnel ; (3) aucun cas échantillonné ne ferme une chaîne `financeur -> tasking politique -> ONG -> décision capturée`. Le contrôle SOS Méditerranée montre au contraire une séparation juridiquement contrôlée entre financement humanitaire et activité politique. Le plafond probatoire est donc : financement != tasking ; assistance humanitaire != lobbying ; lobbying != capture ; accès/output != effet causal de politique publique.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-054	W4	PRIMARY	F4	Philanthropie, ONG et société civile financée	FIRST_ORDER_RESULT	INV-054_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§5	Le contentieux stratégique est un mécanisme intentionnel et documenté d'influence juridique : certaines organisations sélectionnent, soutiennent et suivent des affaires afin de produire des changements de droit ou de pratique. Des décisions comme Grande-Synthe, l'Affaire du Siècle ou KlimaSeniorinnen montrent que ce canal peut produire des obligations institutionnelles matérielles. Mais les contrôles négatifs montrent aussi que `stratégie + accès au juge != contrôle du résultat`. Le financement de capacité est vérifié ; le tasking externe d'une affaire précise n'est pas établi. `jugement -> mise en œuvre -> effet politique durable` reste également une chaîne partielle.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-056	W4	PRIMARY	F4	Philanthropie, ONG et société civile financée	FIRST_ORDER_RESULT	INV-056_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§5	astroturf/front deception is real and case-specifically provable when concealed principal/tasking/orchestration is evidenced; funding, alignment, shared interests or suspicious social metrics alone are insufficient; prevalence and generalized downstream democratic/electoral effects are not established.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-057	W4	PRIMARY	F4	Philanthropie, ONG et société civile financée	FIRST_ORDER_RESULT	INV-057_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§5	INV-057 establishes a general mechanism of mission-aligned nongovernmental intermediation without validating a generic proxy model. Public and private funders can define politically substantive objectives, finance organizations, monitor grants and obtain traceable program outputs, while several inspected architectures preserve independent boards or executive committees, applicant-defined actions, operational flexibility and explicit speech-attribution boundaries. The supported chain is funder objective/resources -> grant/agreement -> intermediary program/output, with variable autonomy and monitoring. It does not become funding -> command/tasking without authenticated instruction/control over a named operation, and program activity does not become electoral or policy causality without downstream exposure and counterfactual evidence. The strongest remaining cases are therefore actor-specific tests of tasking, governance, financial dependence and effect, not more generic proof that foreign funding exists.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-059	W5	PRIMARY	F5	Expertise, conseil, think tanks et intermédiation cognitive	FIRST_ORDER_RESULT	INV-059_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§5	ressources, droits d’accès/participation, production d’expertise, amplification médiatique et accès/reprise institutionnelle sont documentés across selected French think tanks ; la commande d’un financeur sur une conclusion et la causalité vers une politique restent non établies en général.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-061	W5	PRIMARY	F5	Expertise, conseil, think tanks et intermédiation cognitive	FIRST_ORDER_RESULT	INV-061_RUN_HANDOFF.md	COVERED_BY_MATERIAL_FAMILY	§5	INV-061 établit un canal transatlantique observable d’accès et d’expertise : des think tanks américains, surtout GMF mais aussi Brookings et Heritage dans des cas bornés, accèdent à des arènes parlementaires françaises/UE par auditions, études commandées, réunions et panels ; GMF documente aussi une architecture partenaire/membre -> événements, expertise et networking. Le plafond causal reste net : accès, commande d’expertise et convening ne démontrent ni adoption d’une recommandation, ni contrôle éditorial par un financeur, ni tasking par l’État américain, ni effet politique causal. Le contrôle isomorphe avec INV-059 soutient donc un mécanisme générique ressources/capacité -> accès/expertise -> exposition/reprise potentielle, pas une architecture coordonnée de commandement.	Rendement préservé dans la famille matérielle et son plafond probatoire; pas de section dédiée nécessaire.
INV-062	W5	PRIMARY	F5	Expertise, conseil, think tanks et intermédiation cognitive	FIRST_ORDER_RESULT	INV-062_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§5	INV-062 ferme la confusion entre recours au conseil et délégation de souveraineté. Le corpus établit des interventions matérielles de cabinets dans la préparation et parfois l’implémentation de politiques publiques, avec des cas de dépendance organisationnelle ponctuelle. Mais il documente aussi des filtres administratifs, des réécritures, des rejets, des missions sans effet identifiable et des transferts vers des capacités internes. La chaîne supportée est donc contrat -> contribution de conseil -> préparation/implémentation dans certains cas ; elle ne devient pas automatiquement cabinet -> décision souveraine ni cabinet -> effet politique causal. Le delta réduit la valeur d’une enquête générique sur « les consultants influencent l’État », mais laisse ouverte la question distincte d’INV-063 : effets spécifiques des rôles cumulés conseil/audit/normes/marchés et revolving doors sur une règle ou décision identifiable.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-063	W5	PRIMARY	F5	Expertise, conseil, think tanks et intermédiation cognitive	FIRST_ORDER_RESULT	INV-063_RUN_HANDOFF.md	COVERED_BY_MATERIAL_FAMILY	§5	INV-063 ferme une partie importante du mécanisme « expertise privée -> norme » sans valider une capture générale. Le corpus établit une empreinte institutionnelle matérielle des Big Four dans l'audit, le conseil et des arènes techniques de normalisation, ainsi que des risques documentés de concentration, de rôles cumulés, de conflit et de revolving doors. Il établit surtout un cas concret où une étude d'impact commandée par la Commission, co-signée par un consortium incluant Deloitte, est reprise dans l'impact assessment de la Commission sur les machines, dont un case study est explicitement présenté comme confirmant le besoin d'une exigence sur le logiciel de sécurité; une exigence substantiellement correspondante figure ensuite dans le règlement (UE) 2023/1230. La chaîne supportée est donc expertise externe/étude -> préparation réglementaire -> continuité textuelle dans la norme, au niveau consortium. Elle ne devient pas Deloitte seul -> adoption, ni Big Four -> contrôle de la décision : EFRAG/ANC restent multi-acteurs et soumis à des gates publics, le marché étroit du conseil « policymaking » n'est pas dominé par les Big Four dans l'étude du Parlement, et aucun tasking de revolving door ni contre-factuel de capture générale n'est établi.	Rendement préservé dans la famille matérielle et son plafond probatoire; pas de section dédiée nécessaire.
INV-064	W5	PRIMARY	F5	Expertise, conseil, think tanks et intermédiation cognitive	FIRST_ORDER_RESULT	INV-064_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§5	INV-064 establishes that the professional PR/public-affairs market is an operational influence channel, not merely a rhetorical label: HATVP records show named agencies converting client mandates into meetings, expertise, legislative suggestions, events and, in some declarations, online influence strategies. EU transparency rules treat such activity as a legitimate but accountable influence channel rather than proof of deception. The Monsanto case closes a stronger actor-specific chain from client to PR agencies/subcontractor to stakeholder mapping for glyphosate lobbying, while the CNIL sanction closes data-governance failures, not causal influence on the regulatory outcome. Bell Pottinger demonstrates that paid strategic communication can cross into unethical/divisive conduct, but does not establish prevalence in France/EU. Experimental evidence bounds downstream effect: persuasion and framing are real in some contexts but heterogeneous, often weak on behavior, and poorly predictable from message or exposure alone. General client -> agency -> influence activity is established; generalized agency -> opinion/behavior/policy outcome is not.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-065	W5	PRIMARY	F5	Expertise, conseil, think tanks et intermédiation cognitive	FIRST_ORDER_RESULT	INV-065_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§5	INV-065 closes the generic media-expert mechanism without converting financial context into control. The corpus supports editorial expert selection as a gate fed by newsroom criteria, contact pools and institutional sourcing; it also supports domain-specific disclosure controls and case-specific repeated exposure. Relevant affiliations and financing can be publicly discoverable yet absent from ordinary guest labels, but that fragmentation does not establish conflict, concealment, falsehood or donor tasking. Named recurring formats and think-tank media projection establish substantial exposure, not persuasion. The remaining material tests are actor-specific: instruction/control over a named expert intervention, representative disclosure compliance, and counterfactual evidence linking expert selection or exposure to beliefs, votes or policy outcomes.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-066	W5	PRIMARY	F5	Expertise, conseil, think tanks et intermédiation cognitive	FIRST_ORDER_RESULT	INV-066_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§5	INV-066 établit une frontière causale plus précise que « le financeur contrôle la science ». Le financement public peut orienter explicitement l’agenda de recherche par les priorités, programmes et appels, tandis que des dispositifs bottom-up comme l’ERC fournissent un contre-modèle direct à l’idée d’un contrôle thématique inhérent au financement public. Dans les partenariats public-privé et la recherche sponsorisée, le corpus documente des points de contrôle matériels — gouvernance d’agenda, design, analyse, écriture, propriété des données et droits de publication — ainsi qu’une association agrégée avec des conclusions plus favorables au sponsor dans certains domaines. Mais les contre-exemples et résultats nuls réfutent la proposition universelle « financement -> résultat dicté ». Le modèle retenu distingue donc agenda-setting, capacité de contrôle du processus, biais/conclusions observés et contrôle effectif d’un résultat ; ces arêtes doivent être démontrées séparément. Les règles d’open science, de publication des essais et de transparence financière améliorent l’auditabilité sans prouver l’indépendance ni mesurer à elles seules la réduction du biais.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-067	W5	PRIMARY	F5	Expertise, conseil, think tanks et intermédiation cognitive	FIRST_ORDER_RESULT	INV-067_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§5	les groupes d’experts publics constituent un canal formel d’accès à l’expertise et peuvent transmettre une influence normative traçable, mais la chaîne doit être décomposée. Les règles de sélection, de classification des membres, de déclaration d’intérêts et de récusation sont réelles ; leur mise en œuvre peut échouer. Le cas CMU ferme `conflit mal géré -> indépendance/classification défaillante`, tandis que la Taxonomie ferme case-specifically `recommandation -> reprise normative`.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-069	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-069_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	une infrastructure gouvernementale centralisée de communication, analyse d'opinion, achat média, segmentation, partenariats et mesure d'exposition est établie ; des objectifs comportementaux existent case-specifically ; la conversion générale en usage partisan ou effet causal sur préférences, comportement ou scrutin n'est pas établie.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-070	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-070_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	INV-070 ferme la confusion capacité comportementale de l'État = nudge = manipulation = coercition. La DITP dispose d'une capacité institutionnelle réelle de diagnostic, prototypage et expérimentation, et plusieurs cas ferment intervention -> exposition -> comportement mesuré au niveau du projet. Les effets restent hétérogènes : résultats non significatifs, pilotes, effets contextuels et un risque contre-productif documenté font partie du corpus. Un changement de comportement intermédiaire n'établit ni gain de bien-être, ni effet populationnel durable, ni effet démocratique. La frontière vers la manipulation dépend notamment de la transparence, de l'évitabilité et de la contrainte ; aucune chaîne générale DITP -> manipulation clandestine ou coercitive -> effet démocratique n'est établie.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-071	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-071_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	VIGINUM est mieux décrit comme une **infrastructure étatique d'OSINT et de sécurité informationnelle, juridiquement bornée par l'extranéité mais en expansion fonctionnelle**, que comme une simple vigie ou une police générale du vrai. Deux corrections corpus sont matérielles : 1. `VIGISCORE = aucune mesure d'impact` est trop fort. VIGISCORE estime un **risque d'impact** à partir de visibilité, propagation, contexte et signaux techniques ; il ne mesure pas causalement les effets réels sur opinions ou intentions de vote. 2. `VIGINUM n'attribue jamais des opérations liées à des acteurs d'un pays allié` est faux comme absolu depuis Rokh Solis : des marqueurs impliquant des acteurs israéliens/Blackcore sont documentés, tandis que le commanditaire final reste non établi. Le run confirme aussi que l'accountability est réelle mais composite : CES auprès du SGDSN, CNIL sur les données, contrôle parlementaire et commission électorale indépendante créée en juillet 2026.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-072	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-072_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	INV-072 ferme le mécanisme institutionnel SGDSN/VIGINUM sans confondre détection, coordination et contrôle de l'espace informationnel. Le corpus établit un mandat légal de détection/caractérisation des ingérences numériques étrangères, une doctrine interministérielle distribuée et des passages opérationnels documentés vers COLMI, ministères, autorités ou plateformes. Un effet proximal est observable : durant le RCPE 2026, près de 200 pages, comptes ou sites inauthentiques ont été rendus inaccessibles après coopération avec les fournisseurs. Ce résultat ne démontre ni un pouvoir général de censure directe de VIGINUM, ni une manipulation domestique clandestine, ni un effet électoral causal. Les sources VIGINUM et parlementaires bornent elles-mêmes l'impact : faible pénétration de nombreuses manoeuvres, difficulté de mesure et risque d'amplification par le debunking. Le modèle soutenu est donc détection/caractérisation -> coordination/référencement -> action d'un acteur compétent -> effet proximal, avec attribution aval aux croyances, comportements ou votes non résolue. Un effet distinct est établi au niveau doctrinal : adoption par le G7 d'un concept de mode opératoire informationnel développé par VIGINUM.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-073	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-073_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	doctrine, capacités et chaîne publique CEMA/COMCYBER de L2I/ILI sont établies ; la frontière publique situe la L2I militaire sur les théâtres extérieurs ; des opérations extérieures sont documentées, mais le réseau Meta 2020 n'établit pas un tasking institutionnel des armées et aucun effet causal politique/électoral général n'est démontré.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-074	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-074_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	INV-074 établit que l’ARCOM est une autorité dotée de pouvoirs matériels et non un simple secrétariat procédural : sanctions financières, contrôle du pluralisme, choix d’accès à la TNT et coordination DSA produisent des effets juridiques ou économiques directement observables. Ces pouvoirs sont cependant bornés par des critères légaux, des instruments gradués et un contrôle juridictionnel effectif qui peut aussi corriger ou compléter l’action du régulateur. Les nominations politiques d’une partie du collège, les sanctions défavorables et le non-renouvellement de C8/NRJ12 ne ferment pas une chaîne de tasking politique. Le corpus ne fournit ni dénominateur suffisant pour établir un biais systémique après contrôle des cas et gravités, ni design causal reliant les interventions de l’ARCOM à une orientation éditoriale générale, à l’opinion ou au vote. Le DSA confirme enfin une frontière de compétence : priorité de traitement des trusted flaggers, mais décision de retrait conservée par les plateformes dans ce mécanisme et compétence exclusive de la Commission sur les obligations de diligence des VLOP/VLOSE.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-075	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-075_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	INV-075 ferme un modèle à quatre leviers distincts : financement et contrats d'objectifs contraignent ressources et stratégie sans fermer un ordre éditorial précis ; la présidence de France Télévisions est nommée par l'Arcom et non directement par le Gouvernement, tandis que le conseil conserve une présence étatique et parlementaire ; l'Arcom peut corriger le pluralisme mais le Conseil d'État protège une sphère de responsabilité éditoriale ; enfin la production indépendante et la concentration de fournisseurs créent une dépendance commerciale plausible sans établir une capture politique. Aucun pont actor-specific responsable politique -> instruction -> décision éditoriale -> exposition n'est fermé.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-076	W6	CASE	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-076_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	INV-076 closes the generic allocation and materiality mechanism of French public press support without validating a generic editorial-control model. The corpus establishes a large, multi-channel, concentrated and economically material aid architecture with substantially rule/formula-based eligibility and an explicit pluralism objective. Sector-level dependence is therefore a legitimate structural independence-risk variable, but the inspected evidence does not establish a generic subsidy -> state instruction -> editorial compliance chain, a subsidy-linked quid pro quo, or the marginal causal effect of aid on editorial line, title survival or overall pluralism. The remaining high-value tests are title-specific authenticated pressure/control chains and counterfactual aid-shock or eligibility-threshold designs, not more aggregate recipient lists.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-077	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-077_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	La France dispose d'une infrastructure matérielle et partiellement centralisée d'achat publicitaire public reliant budgets de communication, marchés/centrales d'achat et allocations d'espaces médias. La publicité représente par ailleurs une part économiquement significative des revenus de plusieurs classes de médias. Ces deux faits rendent un levier économique possible mais ne suffisent pas à établir une contrepartie éditoriale. Le droit européen traite désormais l'allocation opaque ou discriminatoire de publicité d'État comme un risque crédible pour l'indépendance éditoriale et impose des garde-fous de transparence et de non-discrimination. Ce cadre établit un modèle de risque, pas la preuve d'une violation française.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-078	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-078_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	Public funding of online counter-discourse, cabinet involvement in an accelerated/opaque selection process, beneficiary-specific capacity/output/control failures and later administrative remediation are established. Political content targeting personalities/candidates is documented at one beneficiary, but direct state editorial tasking is NOT_ESTABLISHED. Administrative failures and judicial investigation do not establish final criminal guilt. General causal political/electoral effect is NOT_ESTABLISHED.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-079	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-079_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	Des financements publics récurrents et matériels soutiennent en France et dans l’UE des capacités de lutte contre haine/discrimination, radicalisation, désinformation et d’éducation aux médias. Les programmes documentent priorités, sélection, ressources, livrables et contrôles. Cela établit une économie publique de capacité et d’agenda programmatique, pas un commandement éditorial ou de modération transversal. `funding -> capacity/output` est fermé dans des cas bornés ; `funding -> dictated content/moderation -> political effect` ne l’est pas.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-080	W6	PRIMARY	F6	Influence étatique domestique et contre-ingérence	FIRST_ORDER_RESULT	INV-080_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§6	Pouvoirs administratifs préventifs sévères sans condamnation pénale préalable établis et juridiquement bornés ; contrôle juridictionnel effectif avec validations et annulations établi ; instrumentalisation partisane générale et effet électoral causal non établis.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-081	W7	PRIMARY	F7	Médias, plateformes, visibilité et sélection informationnelle	FIRST_ORDER_RESULT	INV-081_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§7	`CLM-001..008` remplace le slogan global « 9/11 milliardaires possèdent 80-90 % des médias » par un objet mesurable : **métrique × univers × date × définition du contrôle**. Le 91,4 % retrouvé est borné à la diffusion des quotidiens nationaux généralistes en 2021 (`CLM-002`). Les cartes historiques ne sont pas réutilisables sans recheck, notamment après le changement d'actionnariat du Groupe Le Monde (`CLM-003 / CTRL-001`). La concentration reste matériellement documentée comme enjeu structurel (`CLM-004 / CTRL-003`) mais aucun score de risque, pourcentage d'audience, part de diffusion ou relation de financement n'est converti en « part de propriété de tous les médias ». `CLM-007 / CAU-001..002` conserve explicitement la frontière vers INV-082.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-084	W7	PRIMARY	F7	Médias, plateformes, visibilité et sélection informationnelle	FIRST_ORDER_RESULT	INV-084_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§7	AFP, Reuters et AP ont une puissance d'agenda structurelle vérifiable au niveau production -> sélection/vérification -> distribution -> reprise aval : réseaux globaux, flux/API intégrés et études empiriques montrent une dépendance parfois élevée et du verbatim. Mais cette dépendance varie fortement par marché (contre-exemple allemand dominé par dpa), les agences ne forment pas un bloc éditorial homogène et aucune preuve bornée ne ferme une coordination politique commune, la persuasion ou un effet électoral/politique attribuable à l'origine d'agence.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-085	W7	PRIMARY	F7	Médias, plateformes, visibilité et sélection informationnelle	FIRST_ORDER_RESULT	INV-085_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§7	Upstream topic/claim selection is a real, documented editorial gate governed by public-interest, reach/virality, harm, relevance, verifiability and editorial judgement. Systematic relative selection differences are empirically supported in one French multi-outlet study, but their causal origin is not closed. General owner/funder/state/platform topic command and political/electoral causal effect are NOT_ESTABLISHED.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-087	W7	PRIMARY	F7	Médias, plateformes, visibilité et sélection informationnelle	FIRST_ORDER_RESULT	INV-087_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§7	`sondage publié -> information de viabilité -> comportement` est établi case-specifically pour attention, participation/intention, vote stratégique et parfois bandwagon ; l'effet est hétérogène et ne ferme pas un changement général du vainqueur.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-089	W7	CASE	F7	Médias, plateformes, visibilité et sélection informationnelle	FIRST_ORDER_RESULT	INV-089_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§7	Le DSA crée pour les trusted flaggers un **pouvoir procédural de priorité**, pas un pouvoir autonome de retrait. La chaîne `désignation -> notification -> examen prioritaire -> décision plateforme -> recours/correction` est documentée. Les données opérationnelles ferment case-specifically l'effet sur le traitement et certaines restrictions, tout en montrant une forte hétérogénéité des résultats.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-090	W7	CASE	F7	Médias, plateformes, visibilité et sélection informationnelle	FIRST_ORDER_RESULT	INV-090_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§7	visibility restrictions/demotion/recommendation ineligibility/demonetization are real and measurable case-specifically; appeals/corrections materially reverse some decisions; generic partisan shadowban, generalized state tasking and downstream electoral effect are not established; policy regimes vary materially over time.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-091	W7	CASE	F7	Médias, plateformes, visibilité et sélection informationnelle	FIRST_ORDER_RESULT	INV-091_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§7	La chaîne `règle/algorithme + signaux utilisateur -> classement/recommandation -> exposition différenciée` est établie. Le passage de l'exposition à l'effet politique est **contingent**, pas automatique : un contrôle randomisé Facebook modifie l'exposition sans effet politique correspondant, tandis qu'une expérience randomisée sur X observe des changements d'engagement et de plusieurs opinions sous fil algorithmique.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-092	W7	PRIMARY	F7	Médias, plateformes, visibilité et sélection informationnelle	FIRST_ORDER_RESULT	INV-092_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§7	L'IA générative est désormais documentée comme composant opérationnel réel d'opérations d'influence. Le delta le plus robuste n'est pas un nouveau pouvoir magique de persuasion mais une baisse de friction : production, traduction, reformulation, cadence et volume augmentent, tandis que distribution et acquisition d'audience authentique restent des contraintes distinctes. Les dénominateurs électoraux disponibles contredisent une lecture simple « plus d'incidents = plus d'effet ». Des incidents sont largement détectés, mais plusieurs corpus 2024–2025 trouvent une part virale ou nuisible faible et aucun effet significatif identifié sur les résultats électoraux étudiés. En revanche, les expériences randomisées récentes ferment une arête différente : sous exposition contrôlée, des dialogues politiques interactifs avec une IA et des messages générés par LLM peuvent déplacer préférences, choix rapportés et attitudes. Ce résultat établit une capacité de persuasion expérimentale, pas un effet de terrain France/UE.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-093	W8	PRIMARY	F8	Élections, financement, ciblage, amplification et procédure	FIRST_ORDER_RESULT	INV-093_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§8	Le financement électoral français est un système multicanal fortement réglementé, où dons, prêts, financements de partis, prestations et remboursement public ont des régimes distincts. Les contrôles CNCCFP et juridictionnels produisent une gradation réelle entre réformation, modulation, rejet et responsabilité pénale. Des montages illicites sont établis dans des cas précis, sans permettre de qualifier prêts, partis, micro-partis ou prestations comme frauduleux par nature. Un trou de traçabilité amont demeure pour l'origine de certains fonds individuels.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-094	W8	CASE	F8	Élections, financement, ciblage, amplification et procédure	FIRST_ORDER_RESULT	INV-094_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§8	Les régimes européens distinguent fortement origine, type de source et véhicule de financement. Un flux étranger peut créer capacité, dépendance ou accès potentiel sans démontrer à lui seul ingérence, commandement ou effet électoral. Le prêt RN/FCRB établit le flux et sa chaîne de créancier mais pas le tasking politique. Le cas AfD/Bodensee établit qu'un véhicule étranger peut masquer le donateur économique et déclencher une sanction, sans établir un principal étatique étranger. Pour `INV-095`, la sélection/cooptation d'un candidat doit donc être prouvée par des arêtes supplémentaires : bénéficiaire réel, contrepartie, tasking, accès, veto ou choix organisationnel.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-096	W8	PRIMARY	F8	Élections, financement, ciblage, amplification et procédure	FIRST_ORDER_RESULT	INV-096_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§8	microtargeting/data-driven targeting is real; targeting/delivery/exposure are case-specifically observable; persuasion is heterogeneous; generalized vote change and changed-election effect are not established; post-Oct-2025 EU paid-platform environment is materially discontinuous from 2022.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-097	W8	PRIMARY	F8	Élections, financement, ciblage, amplification et procédure	FIRST_ORDER_RESULT	INV-097_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§8	L’amplification artificielle est un mécanisme réel et mesurable : réseaux coordonnés ou inauthentiques, bots, faux engagement, répétition automatisée et infrastructures de distribution peuvent augmenter la visibilité de contenus politiques ; la retransmission humaine est documentée case-specifically. En revanche, `bot != faux compte`, `réseau != coordination`, `coordination != tasking`, `amplification != persuasion` et `amplification != vote_change`.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-098	W8	PRIMARY	F8	Élections, financement, ciblage, amplification et procédure	FIRST_ORDER_RESULT	INV-098_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§8	Direct vote-buying is legally defined and case-specifically established in France; clientelism is a broader personalized exchange mechanism; several French datasets show measurable political favoritism/electoralist allocation. But benefit/targeting/favoritism do not establish an individual quid pro quo, national prevalence, coordinated national clientelist architecture, or general causal electoral effect.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-099	W8	PRIMARY	F8	Élections, financement, ciblage, amplification et procédure	FIRST_ORDER_RESULT	INV-099_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§8	Electoral fraud is legally defined and case-specifically established in France; serious electoral errors are a distinct category; fraud can exist without changing the aggregate result; and fraud-accusation volume is not a fraud-frequency measure. National prevalence, systemic fraud architecture, coordinated accusation architecture and general causal political effect remain NOT_ESTABLISHED.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
INV-100	W8	PRIMARY	F8	Élections, financement, ciblage, amplification et procédure	FIRST_ORDER_RESULT	INV-100_RUN_HANDOFF.md	DIRECT_MATERIAL_USE	§8	Annulation et irrégularités établies; effet institutionnel certain; attribution étrangère complète, persuasion, résultat contrefactuel et instrumentalisation intentionnelle non établis.	Résultat distinctif explicitement mobilisé dans la progression/prose ou comme contrepoint.
